run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,126.25,128.0,0.58228,0.499927,0.998063,21.355944,20.906094,-0.44985
07/0850712|50712|5012|UP,126.35,128.0,0.572811,0.491658,0.998118,21.329337,20.906094,-0.423243
07/0850714|50714|5012|UP,125.55,128.0,0.893235,0.753353,0.996073,21.740373,20.906094,-0.834278
07/0951902|51902|5012|UP,125.4,128.0,0.82403,0.692347,0.99595,21.686111,20.906094,-0.780017
07/0951904|51904|5012|UP,125.3,128.0,0.858351,0.710684,0.995863,21.745515,20.906094,-0.83942
07/0951912|51912|5012|UP,125.05,128.0,0.920299,0.780442,0.995786,21.827171,20.906094,-0.921076
07/1050304|50304|5012|UP,126.4,128.0,0.61117,0.526885,0.997872,21.336111,20.906094,-0.430017
07/1053002|53002|5012|UP,124.95,128.0,1.10974,0.929024,0.992254,21.75818,20.906094,-0.852086
07/1251004|51004|5012|UP,124.45,128.0,1.155762,0.957107,0.993102,21.877748,20.906094,-0.971653
07/1251012|51012|5012|UP,125.25,128.0,0.858691,0.696578,0.996482,21.763293,20.906094,-0.857198
