run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,108.0,109.95,0.948613,0.704556,0.988564,21.894264,21.318207,-0.576056
07/0850712|50712|5012|UP,108.15,109.95,0.941318,0.70128,0.988763,21.890627,21.318207,-0.57242
07/0850714|50714|5012|UP,108.65,109.95,0.849873,0.551599,0.988803,21.897222,21.318207,-0.579015
07/0951902|51902|5012|UP,108.05,109.95,0.957342,0.719105,0.98862,21.923153,21.318207,-0.604946
07/0951904|51904|5012|UP,108.4,109.95,0.732621,0.509584,0.992739,21.900701,21.318207,-0.582494
07/0951912|51912|5012|UP,107.85,109.95,0.846255,0.656335,0.991558,21.917592,21.318207,-0.599384
07/1050304|50304|5012|UP,108.2,109.95,0.82138,0.632636,0.991882,21.876702,21.318207,-0.558495
07/1053002|53002|5012|UP,108.6,109.95,0.912945,0.656287,0.988405,21.814777,21.318207,-0.49657
07/1251004|51004|5012|UP,108.7,109.95,0.822447,0.549216,0.990017,21.895209,21.318207,-0.577002
07/1251012|51012|5012|UP,108.5,109.95,0.741717,0.478159,0.991739,21.9,21.318207,-0.581793
