station_pair,v_peak_opt(m/s),t_arrival_opt(s),E_opt(Wh),T_fixed(s),S_fixed(m),v_init(m/s),A_POS,A_NEG,V_MAX_UPPER,window,note
泗港-曹隘,10.194195517700058,143.0,15805.830078125,90.17241379310344,1252.3706896551723,10.0,0.5,-1.45,22.0,"[122.0,143.0] step 0.5",fixed prefix then single-variable vmax tail (accelerate→cruise→brake to 0)
