t_arrival,v_peak_opt,E_wh
85.10000000000001,22.200000000000017,14989.07365097952
85.25,21.600000000000016,14621.67956413551
85.45,21.200000000000014,14418.027046647123
85.5,21.000000000000014,14312.328110564373
85.60000000000001,20.800000000000015,14217.1802714209
85.75,20.600000000000016,14124.887128131897
85.85000000000001,20.400000000000013,14024.588347370718
85.95,20.200000000000014,13918.493151425952
86.10000000000001,20.000000000000014,13816.383800866464
86.25,19.80000000000001,13696.747496182928
86.4,19.600000000000012,13568.935701023347
86.55000000000001,19.400000000000013,13430.273343584917
86.75,19.200000000000014,13278.9982701137
86.95,19.000000000000014,13125.057073883385
87.10000000000001,18.80000000000001,12972.376453725828
87.35000000000001,18.600000000000012,12838.43816493199
87.55000000000001,18.400000000000013,12693.27580166687
87.80000000000001,18.20000000000001,12559.523642809978
88.0,18.00000000000001,12424.802206496253
88.30000000000001,17.80000000000001,12303.360937758129
88.55000000000001,17.600000000000012,12179.589336702196
88.85000000000001,17.400000000000013,12057.424102979852
89.10000000000001,17.20000000000001,11920.095917103832
89.45,17.00000000000001,11780.440919125183
89.75,16.80000000000001,11618.434957167972
90.10000000000001,16.60000000000001,11438.668759912502
90.45,16.40000000000001,11234.2847795343
90.85000000000001,16.20000000000001,10984.601714531353
91.25,16.00000000000001,10675.414014153683
91.65,15.80000000000001,10355.88910433574
92.05000000000001,15.600000000000009,10031.628846671476
92.5,15.40000000000001,9711.309803324048
93.0,15.20000000000001,9363.764238903386
93.5,15.000000000000009,9011.61323151537
94.0,14.800000000000008,8657.794437161117
94.5,14.600000000000009,8313.090626705807
95.10000000000001,14.40000000000001,7970.879754851625
95.65,14.200000000000008,7659.5392334284315
96.30000000000001,14.000000000000007,7368.833001759451
96.9,13.800000000000008,7097.712027967053
97.60000000000001,13.600000000000009,6832.446335846418
98.30000000000001,13.400000000000007,6584.394971688974
99.0,13.200000000000006,6351.053413172407
99.75,13.000000000000007,6139.336174424918
