send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,10,,traceability,UP010_20240702_094840_R494,9,494,07/0270209,9,0,2352,cruise-avg,63.89,43.73,63.89,1094,64.85,64.76,64.44,0,63.89,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""63.89"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,10,,traceability,UP010_20240702_094840_R494,9,495,07/0270209,9,0,3004,cruise-avg,63.55,48.45,63.55,1764,65.45,65.17,64.51,0,63.55,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""63.55"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,10,,traceability,UP010_20240702_094840_R494,9,496,07/0270209,9,0,2216,cruise-avg,65.26,43.23,65.26,901,66.26,66.11,65.71,0,65.26,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""65.26"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,10,,traceability,UP010_20240702_094840_R494,9,497,07/0270209,9,0,1674,cruise-avg,67.27,35.59,67.27,199,70.12,70.04,68,0,67.27,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""67.27"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,10,,traceability,UP010_20240702_094840_R494,9,498,07/0270209,9,0,2602,cruise-avg,76.61,51.5,76.61,1097,77.31,77.27,77.18,0,76.61,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""76.61"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,10,,traceability,UP010_20240702_094840_R494,9,499,07/0270209,9,0,1900,cruise-avg,67.97,41.19,67.97,548,70.62,70.5,68.51,0,67.97,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""67.97"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,10,,traceability,UP010_20240702_094840_R494,9,500,07/0270209,9,0,1813,cruise-avg,66.68,39.11,66.68,513,67.48,67.4,67.17,0,66.68,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""66.68"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,10,,traceability,UP010_20240702_094840_R494,9,501,07/0270209,9,0,2630,cruise-avg,70.89,49.64,70.89,1257,72.1,71.91,71.56,0,70.89,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""70.89"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,10,,traceability,UP010_20240702_094840_R494,9,502,07/0270209,9,0,2003,cruise-avg,66.87,42.03,66.87,667,69.42,69.09,67.27,0,66.87,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""66.87"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,10,,traceability,UP010_20240702_094840_R494,9,503,07/0270209,9,0,2300,cruise-avg,69.01,45.47,69.01,938,70.17,70.04,69.75,0,69.01,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip010,"<setPositionSpeed trainID=""priority_history_trip010"" speed=""69.01"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
