站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
布政-张家潭,class3,115.0,12906.3,67.1428,real,class3,class3,80,80,strong,real_only,UP062_20240715_081635_R3332,61,3332,traceability
布政-张家潭,class4,121.0,14011.72,63.0459,real,class4,class4,25,25,strong,real_only,UP062_20240715_081635_R3332,61,3332,traceability
布政-张家潭,class5,127.0,12660.88,56.8733,extrapolated_adjacent,class4,class4,0,25,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3332,traceability
张家潭-同德路,class1,141.0,18325.86,73.6007,extrapolated_adjacent,class2,class2,0,8,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3333,traceability
张家潭-同德路,class2,148.0,18013.47,66.7619,real,class2,class2,8,8,strong,real_only,UP062_20240715_081635_R3332,61,3333,traceability
张家潭-同德路,class3,151.0,18249.89,65.3684,real,class3,class3,54,54,strong,real_only,UP062_20240715_081635_R3332,61,3333,traceability
张家潭-同德路,class4,158.9,16882.39,59.5931,extrapolated_adjacent,class3,class3,0,54,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3333,traceability
同德路-石碶,class3,109.0,13655.15,69.8832,real,class3,class3,60,60,strong,real_only,UP062_20240715_081635_R3332,61,3334,traceability
同德路-石碶,class4,114.0,13513.32,64.3981,real,class4,class4,9,9,strong,real_only,UP062_20240715_081635_R3332,61,3334,traceability
同德路-石碶,class5,120.0,12063.31,56.6438,extrapolated_adjacent,class4,class4,0,9,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3334,traceability
石碶-雅渡,class2,80.0,11030.85,64.028,real,class2,class2,38,38,strong,real_only,UP062_20240715_081635_R3332,61,3335,traceability
石碶-雅渡,class3,82.0,11925.28,71.4001,real,class3,class3,63,63,strong,real_only,UP062_20240715_081635_R3332,61,3335,traceability
石碶-雅渡,class4,86.0,11409.54,61.45,real,class4,class4,8,8,strong,real_only,UP062_20240715_081635_R3332,61,3335,traceability
石碶-雅渡,class5,90.0,8711.06,50.8958,extrapolated_adjacent,class4,class4,0,8,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3335,traceability
雅渡-庙堰,class2,129.0,22164.63,79.0115,real,class2,class2,32,32,strong,real_only,UP062_20240715_081635_R3332,61,3336,traceability
雅渡-庙堰,class3,131.9,21315.8,75.5114,real,class3,class3,67,67,strong,real_only,UP062_20240715_081635_R3332,61,3336,traceability
雅渡-庙堰,class4,139.0,19434.74,69.0026,real,class4,class4,10,10,strong,real_only,UP062_20240715_081635_R3332,61,3336,traceability
雅渡-庙堰,class5,146.0,17641.73,62.5936,extrapolated_adjacent,class4,class4,0,10,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3336,traceability
庙堰-钟公庙,class3,96.0,13620.9,69.1047,real,class3,class3,84,84,strong,real_only,UP062_20240715_081635_R3332,61,3337,traceability
庙堰-钟公庙,class4,101.0,11676.5,58.1883,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3337,traceability
钟公庙-鄞州区政府,class3,90.0,11139.68,68.6183,real,class3,class3,108,108,strong,real_only,UP062_20240715_081635_R3332,61,3338,traceability
钟公庙-鄞州区政府,class4,95.0,8715.64,59.8645,real,class4,class4,1,1,weak,real_only,UP062_20240715_081635_R3332,61,3338,traceability
钟公庙-鄞州区政府,class5,99.0,6917.55,53.292,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3338,traceability
鄞州区政府-钱湖南路,class2,128.0,19523.17,77.1065,real,class2,class2,45,45,strong,real_only,UP062_20240715_081635_R3332,61,3339,traceability
鄞州区政府-钱湖南路,class3,132.1,17144.12,71.1313,real,class3,class3,62,62,strong,real_only,UP062_20240715_081635_R3332,61,3339,traceability
鄞州区政府-钱湖南路,class4,139.0,16356.8,64.1845,extrapolated_adjacent,class3,class3,0,62,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3339,traceability
钱湖南路-南高教园区,class3,100.0,14310.99,70.3357,real,class3,class3,63,63,strong,real_only,UP062_20240715_081635_R3332,61,3340,traceability
钱湖南路-南高教园区,class4,105.0,12460.26,60.2913,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3340,traceability
南高教园区-下应路,class2,110.0,21802.05,78.6937,real,class2,class2,44,44,strong,real_only,UP062_20240715_081635_R3332,61,3341,traceability
南高教园区-下应路,class3,114.0,19265.97,70.8315,real,class3,class3,63,63,strong,real_only,UP062_20240715_081635_R3332,61,3341,traceability
南高教园区-下应路,class4,120.0,17454.83,62.5044,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3341,traceability
