站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
下应路-大洋江,class2,101.0,14312.22,73.0005,real,class2,class2,41,41,strong,real_only,UP062_20240715_081635_R3332,61,3342,traceability
下应路-大洋江,class3,106.0,12310.28,62.6717,real,class3,class3,65,65,strong,real_only,UP062_20240715_081635_R3332,61,3342,traceability
下应路-大洋江,class4,111.0,12861.03,58.9497,real,class4,class4,1,1,weak,real_only,UP062_20240715_081635_R3332,61,3342,traceability
下应路-大洋江,class5,117.0,11891.23,52.235,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3342,traceability
大洋江-泗港,class3,92.0,11268.7,60.955,real,class3,class3,99,99,strong,real_only,UP062_20240715_081635_R3332,61,3343,traceability
大洋江-泗港,class4,96.0,10036.39,53.4127,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3343,traceability
泗港-曹隘,class2,128.1,21145.42,78.3111,real,class2,class2,6,6,strong,real_only,UP062_20240715_081635_R3332,61,3344,traceability
泗港-曹隘,class4,137.0,23907.23,75.5316,real,class4,class4,82,82,strong,real_only,UP062_20240715_081635_R3332,61,3344,traceability
泗港-曹隘,class5,143.0,22324.13,66.4822,extrapolated_adjacent,class4,class4,0,82,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3344,traceability
曹隘-柳隘,class2,106.0,22789.34,79.8019,real,class2,class2,68,68,strong,real_only,UP062_20240715_081635_R3332,61,3345,traceability
曹隘-柳隘,class3,108.0,21235.82,73.3086,real,class3,class3,38,38,strong,real_only,UP062_20240715_081635_R3332,61,3345,traceability
曹隘-柳隘,class4,113.0,16721.53,61.633,real,class4,class4,1,1,weak,real_only,UP062_20240715_081635_R3332,61,3345,traceability
曹隘-柳隘,class5,119.0,13800.27,54.6398,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3345,traceability
柳隘-海晏北路,class3,92.0,12159.76,64.8124,real,class3,class3,35,35,strong,real_only,UP062_20240715_081635_R3332,61,3346,traceability
柳隘-海晏北路,class4,96.0,10947.02,55.7057,extrapolated_adjacent,class3,class3,0,35,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3346,traceability
海晏北路-民安东路,class3,85.0,15910.27,67.8617,real,class3,class3,41,41,strong,real_only,UP062_20240715_081635_R3332,61,3347,traceability
海晏北路-民安东路,class4,89.0,13405.21,54.6404,extrapolated_adjacent,class3,class3,0,41,generated,allow_extrapolated,UP062_20240715_081635_R3332,61,3347,traceability
民安东路-会展中心,class2,76.0,15669.88,79.546,real,class2,class2,96,96,strong,real_only,UP062_20240715_081635_R3332,60,3348,traceability
民安东路-会展中心,class3,79.0,12092.86,60.2777,real,class3,class3,8,8,strong,real_only,UP062_20240715_081635_R3332,60,3348,traceability
民安东路-会展中心,class4,83.0,7286.76,48.5512,extrapolated_adjacent,class3,class3,0,8,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3348,traceability
会展中心-院士路,class3,115.0,15169.15,77.6321,real,class3,class3,104,104,strong,real_only,UP062_20240715_081635_R3332,60,3349,traceability
会展中心-院士路,class4,121.0,13532.38,67.4907,extrapolated_adjacent,class3,class3,0,104,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3349,traceability
院士路-盎孟港,class3,91.0,18004.24,72.2139,real,class3,class3,99,99,strong,real_only,UP062_20240715_081635_R3332,60,3350,traceability
院士路-盎孟港,class4,96.0,14200.66,56.5362,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3350,traceability
盎孟港-三官堂,class2,132.0,17607.97,76.317,real,class2,class2,52,52,strong,real_only,UP062_20240715_081635_R3332,60,3351,traceability
盎孟港-三官堂,class3,138.9,17098.44,68.9399,real,class3,class3,52,52,strong,real_only,UP062_20240715_081635_R3332,60,3351,traceability
盎孟港-三官堂,class4,146.0,16447.94,63.6563,extrapolated_adjacent,class3,class3,0,52,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3351,traceability
三官堂-兴庄路,class1,94.0,13094.87,76.0601,extrapolated_adjacent,class2,class2,0,46,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3352,traceability
三官堂-兴庄路,class2,99.0,11531.84,61.7533,real,class2,class2,46,46,strong,real_only,UP062_20240715_081635_R3332,60,3352,traceability
三官堂-兴庄路,class3,104.0,10484.03,53.7287,real,class3,class3,58,58,strong,real_only,UP062_20240715_081635_R3332,60,3352,traceability
三官堂-兴庄路,class4,109.0,9943.92,48.7312,extrapolated_adjacent,class3,class3,0,58,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3352,traceability
兴庄路-兴海南路,class2,87.0,15831.7,79.8469,real,class2,class2,30,30,strong,real_only,UP062_20240715_081635_R3332,60,3353,traceability
兴庄路-兴海南路,class4,96.0,9456.69,53.818,extrapolated_adjacent,class3,class3,0,72,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3353,traceability
兴海南路-梅堰,class3,82.0,11310.93,69.8334,real,class3,class3,73,73,strong,real_only,UP062_20240715_081635_R3332,60,3354,traceability
兴海南路-梅堰,class4,86.0,9580.99,53.8927,extrapolated_adjacent,class3,class3,0,73,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3354,traceability
梅堰-永茂路,class3,313.0,29926.01,67.3094,real,class3,class3,20,20,strong,real_only,UP062_20240715_081635_R3332,48,3355,traceability
梅堰-永茂路,class4,329.0,26399.6,57.9722,real,class4,class4,26,26,strong,real_only,UP062_20240715_081635_R3332,48,3355,traceability
梅堰-永茂路,class5,345.1,23483.16,52.7569,extrapolated_adjacent,class4,class4,0,26,generated,allow_extrapolated,UP062_20240715_081635_R3332,48,3355,traceability
永茂路-镇海大道,class2,141.0,17124.26,79.6934,real,class2,class2,59,59,strong,real_only,UP062_20240715_081635_R3332,60,3356,traceability
永茂路-镇海大道,class3,148.0,17114.11,72.5627,interpolated,class2,class2|class4,0,59,generated,allow_interpolated,UP062_20240715_081635_R3332,60,3356,traceability
永茂路-镇海大道,class4,156.0,15542.69,66.5855,real,class4,class4,1,1,weak,real_only,UP062_20240715_081635_R3332,60,3356,traceability
永茂路-镇海大道,class5,164.1,14995.71,61.0206,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3356,traceability
镇海大道-骆驼桥,class2,116.0,20085.86,79.6939,real,class2,class2,101,101,strong,real_only,UP062_20240715_081635_R3332,60,3357,traceability
镇海大道-骆驼桥,class3,122.0,19288.98,71.8166,real,class3,class3,1,1,weak,real_only,UP062_20240715_081635_R3332,60,3357,traceability
镇海大道-骆驼桥,class4,128.0,17280.37,65.0024,real,class4,class4,1,1,weak,real_only,UP062_20240715_081635_R3332,60,3357,traceability
镇海大道-骆驼桥,class5,134.0,15833.7,59.131,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP062_20240715_081635_R3332,60,3357,traceability
