站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
盎孟港-三官堂,class4,146.0,16395.08,63.6563,extrapolated_adjacent,class3,class3,0,52,generated,allow_extrapolated,UP010_20240702_094840_R494,9,513,traceability
三官堂-兴庄路,class1,94.0,13088.1,76.0601,extrapolated_adjacent,class2,class2,0,46,generated,allow_extrapolated,UP010_20240702_094840_R494,9,514,traceability
三官堂-兴庄路,class2,99.0,11523.06,61.7533,real,class2,class2,46,46,strong,real_only,UP010_20240702_094840_R494,9,514,traceability
三官堂-兴庄路,class3,104.0,10474.9,53.7287,real,class3,class3,58,58,strong,real_only,UP010_20240702_094840_R494,9,514,traceability
三官堂-兴庄路,class4,109.0,9934.61,48.7312,extrapolated_adjacent,class3,class3,0,58,generated,allow_extrapolated,UP010_20240702_094840_R494,9,514,traceability
兴庄路-兴海南路,class2,87.0,15800.9,79.8469,real,class2,class2,30,30,strong,real_only,UP010_20240702_094840_R494,9,515,traceability
兴庄路-兴海南路,class4,96.0,9408.42,53.818,extrapolated_adjacent,class3,class3,0,72,generated,allow_extrapolated,UP010_20240702_094840_R494,9,515,traceability
兴海南路-梅堰,class3,82.0,11291.65,69.8334,real,class3,class3,73,73,strong,real_only,UP010_20240702_094840_R494,9,516,traceability
兴海南路-梅堰,class4,86.0,9540.71,53.8927,extrapolated_adjacent,class3,class3,0,73,generated,allow_extrapolated,UP010_20240702_094840_R494,9,516,traceability
梅堰-永茂路,class3,313.0,29925.82,67.3094,real,class3,class3,20,20,strong,real_only,UP010_20240702_094840_R494,6,517,traceability
梅堰-永茂路,class4,329.0,26368.07,57.9722,real,class4,class4,26,26,strong,real_only,UP010_20240702_094840_R494,6,517,traceability
梅堰-永茂路,class5,345.1,23485.12,52.7569,extrapolated_adjacent,class4,class4,0,26,generated,allow_extrapolated,UP010_20240702_094840_R494,6,517,traceability
永茂路-镇海大道,class2,141.0,17124.26,79.6934,real,class2,class2,59,59,strong,real_only,UP010_20240702_094840_R494,9,518,traceability
永茂路-镇海大道,class3,148.0,17114.11,72.5627,interpolated,class2,class2|class4,0,59,generated,allow_interpolated,UP010_20240702_094840_R494,9,518,traceability
永茂路-镇海大道,class4,156.0,15542.69,66.5855,real,class4,class4,1,1,weak,real_only,UP010_20240702_094840_R494,9,518,traceability
永茂路-镇海大道,class5,164.1,14995.71,61.0206,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP010_20240702_094840_R494,9,518,traceability
镇海大道-骆驼桥,class2,116.0,20018.84,79.6939,real,class2,class2,101,101,strong,real_only,UP010_20240702_094840_R494,9,519,traceability
镇海大道-骆驼桥,class3,122.0,19239.51,71.8166,real,class3,class3,1,1,weak,real_only,UP010_20240702_094840_R494,9,519,traceability
镇海大道-骆驼桥,class4,128.0,17268.28,65.0024,real,class4,class4,1,1,weak,real_only,UP010_20240702_094840_R494,9,519,traceability
镇海大道-骆驼桥,class5,134.0,15833.33,59.131,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP010_20240702_094840_R494,9,519,traceability
