站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
布政-张家潭,class3,115.0,12947.63,67.1428,real,class3,class3,80,80,strong,real_only,UP010_20240702_094840_R494,9,494,traceability
布政-张家潭,class4,121.0,14024.22,63.0459,real,class4,class4,25,25,strong,real_only,UP010_20240702_094840_R494,9,494,traceability
布政-张家潭,class5,127.0,12627.72,56.8733,extrapolated_adjacent,class4,class4,0,25,generated,allow_extrapolated,UP010_20240702_094840_R494,9,494,traceability
张家潭-同德路,class1,141.0,17890.72,73.6007,extrapolated_adjacent,class2,class2,0,8,generated,allow_extrapolated,UP010_20240702_094840_R494,9,495,traceability
张家潭-同德路,class2,148.0,17599.22,66.7619,real,class2,class2,8,8,strong,real_only,UP010_20240702_094840_R494,9,495,traceability
张家潭-同德路,class3,151.0,17915.88,65.3684,real,class3,class3,54,54,strong,real_only,UP010_20240702_094840_R494,9,495,traceability
张家潭-同德路,class4,158.9,16531.83,59.5931,extrapolated_adjacent,class3,class3,0,54,generated,allow_extrapolated,UP010_20240702_094840_R494,9,495,traceability
同德路-石碶,class3,109.0,13094.43,69.8832,real,class3,class3,60,60,strong,real_only,UP010_20240702_094840_R494,9,496,traceability
同德路-石碶,class4,114.0,13317.96,64.3981,real,class4,class4,9,9,strong,real_only,UP010_20240702_094840_R494,9,496,traceability
同德路-石碶,class5,120.0,11776.24,56.6438,extrapolated_adjacent,class4,class4,0,9,generated,allow_extrapolated,UP010_20240702_094840_R494,9,496,traceability
石碶-雅渡,class2,80.0,11015.21,64.028,real,class2,class2,38,38,strong,real_only,UP010_20240702_094840_R494,9,497,traceability
石碶-雅渡,class3,82.0,11448.81,71.4001,real,class3,class3,63,63,strong,real_only,UP010_20240702_094840_R494,9,497,traceability
石碶-雅渡,class4,86.0,11551.88,61.45,real,class4,class4,8,8,strong,real_only,UP010_20240702_094840_R494,9,497,traceability
石碶-雅渡,class5,90.0,8857.29,50.8958,extrapolated_adjacent,class4,class4,0,8,generated,allow_extrapolated,UP010_20240702_094840_R494,9,497,traceability
雅渡-庙堰,class2,129.0,20493.52,79.0115,real,class2,class2,32,32,strong,real_only,UP010_20240702_094840_R494,9,498,traceability
雅渡-庙堰,class3,131.9,19819.54,75.5114,real,class3,class3,67,67,strong,real_only,UP010_20240702_094840_R494,9,498,traceability
雅渡-庙堰,class4,139.0,18155.36,69.0026,real,class4,class4,10,10,strong,real_only,UP010_20240702_094840_R494,9,498,traceability
雅渡-庙堰,class5,146.0,15935.07,62.5936,extrapolated_adjacent,class4,class4,0,10,generated,allow_extrapolated,UP010_20240702_094840_R494,9,498,traceability
庙堰-钟公庙,class3,96.0,12463.44,69.1047,real,class3,class3,84,84,strong,real_only,UP010_20240702_094840_R494,9,499,traceability
庙堰-钟公庙,class4,101.0,10841.3,58.1883,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,UP010_20240702_094840_R494,9,499,traceability
钟公庙-鄞州区政府,class3,90.0,10313.76,68.6183,real,class3,class3,108,108,strong,real_only,UP010_20240702_094840_R494,9,500,traceability
钟公庙-鄞州区政府,class4,95.0,7956.11,59.8645,real,class4,class4,1,1,weak,real_only,UP010_20240702_094840_R494,9,500,traceability
钟公庙-鄞州区政府,class5,99.0,6107.17,53.292,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP010_20240702_094840_R494,9,500,traceability
鄞州区政府-钱湖南路,class2,128.0,18479.33,77.1065,real,class2,class2,45,45,strong,real_only,UP010_20240702_094840_R494,9,501,traceability
鄞州区政府-钱湖南路,class3,132.1,16036.09,71.1313,real,class3,class3,62,62,strong,real_only,UP010_20240702_094840_R494,9,501,traceability
鄞州区政府-钱湖南路,class4,139.0,15215.58,64.1845,extrapolated_adjacent,class3,class3,0,62,generated,allow_extrapolated,UP010_20240702_094840_R494,9,501,traceability
钱湖南路-南高教园区,class3,100.0,13575.18,70.3357,real,class3,class3,63,63,strong,real_only,UP010_20240702_094840_R494,9,502,traceability
钱湖南路-南高教园区,class4,105.0,11774.49,60.2913,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP010_20240702_094840_R494,9,502,traceability
南高教园区-下应路,class2,110.0,20814.5,78.6937,real,class2,class2,44,44,strong,real_only,UP010_20240702_094840_R494,9,503,traceability
南高教园区-下应路,class3,114.0,18386.62,70.8315,real,class3,class3,63,63,strong,real_only,UP010_20240702_094840_R494,9,503,traceability
南高教园区-下应路,class4,120.0,16566.96,62.5044,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP010_20240702_094840_R494,9,503,traceability
下应路-大洋江,class2,101.0,13296.34,73.0005,real,class2,class2,41,41,strong,real_only,UP010_20240702_094840_R494,9,504,traceability
下应路-大洋江,class3,106.0,11259.42,62.6717,real,class3,class3,65,65,strong,real_only,UP010_20240702_094840_R494,9,504,traceability
下应路-大洋江,class4,111.0,11660.53,58.9497,real,class4,class4,1,1,weak,real_only,UP010_20240702_094840_R494,9,504,traceability
下应路-大洋江,class5,117.0,10658.19,52.235,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP010_20240702_094840_R494,9,504,traceability
大洋江-泗港,class3,92.0,10749.73,60.955,real,class3,class3,99,99,strong,real_only,UP010_20240702_094840_R494,9,505,traceability
大洋江-泗港,class4,96.0,9549.69,53.4127,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP010_20240702_094840_R494,9,505,traceability
泗港-曹隘,class2,128.1,20201.04,78.3111,real,class2,class2,6,6,strong,real_only,UP010_20240702_094840_R494,9,506,traceability
泗港-曹隘,class4,137.0,22951.01,75.5316,real,class4,class4,82,82,strong,real_only,UP010_20240702_094840_R494,9,506,traceability
泗港-曹隘,class5,143.0,21167.58,66.4822,extrapolated_adjacent,class4,class4,0,82,generated,allow_extrapolated,UP010_20240702_094840_R494,9,506,traceability
曹隘-柳隘,class2,106.0,21442.87,79.8019,real,class2,class2,68,68,strong,real_only,UP010_20240702_094840_R494,9,507,traceability
曹隘-柳隘,class3,108.0,19883.49,73.3086,real,class3,class3,38,38,strong,real_only,UP010_20240702_094840_R494,9,507,traceability
曹隘-柳隘,class4,113.0,15975.51,61.633,real,class4,class4,1,1,weak,real_only,UP010_20240702_094840_R494,9,507,traceability
曹隘-柳隘,class5,119.0,13527.88,54.6398,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP010_20240702_094840_R494,9,507,traceability
柳隘-海晏北路,class3,92.0,11489.6,64.8124,real,class3,class3,35,35,strong,real_only,UP010_20240702_094840_R494,9,508,traceability
柳隘-海晏北路,class4,96.0,10286.54,55.7057,extrapolated_adjacent,class3,class3,0,35,generated,allow_extrapolated,UP010_20240702_094840_R494,9,508,traceability
海晏北路-民安东路,class3,85.0,14752.96,67.8617,real,class3,class3,41,41,strong,real_only,UP010_20240702_094840_R494,9,509,traceability
海晏北路-民安东路,class4,89.0,12373.97,54.6404,extrapolated_adjacent,class3,class3,0,41,generated,allow_extrapolated,UP010_20240702_094840_R494,9,509,traceability
民安东路-会展中心,class2,76.0,15193.97,79.546,real,class2,class2,96,96,strong,real_only,UP010_20240702_094840_R494,9,510,traceability
民安东路-会展中心,class3,79.0,11650.32,60.2777,real,class3,class3,8,8,strong,real_only,UP010_20240702_094840_R494,9,510,traceability
民安东路-会展中心,class4,83.0,6921.21,48.5512,extrapolated_adjacent,class3,class3,0,8,generated,allow_extrapolated,UP010_20240702_094840_R494,9,510,traceability
会展中心-院士路,class3,115.0,14971.59,77.6321,real,class3,class3,104,104,strong,real_only,UP010_20240702_094840_R494,9,511,traceability
会展中心-院士路,class4,121.0,13348.19,67.4907,extrapolated_adjacent,class3,class3,0,104,generated,allow_extrapolated,UP010_20240702_094840_R494,9,511,traceability
院士路-盎孟港,class3,91.0,17839.57,72.2139,real,class3,class3,99,99,strong,real_only,UP010_20240702_094840_R494,9,512,traceability
院士路-盎孟港,class4,96.0,14046.23,56.5362,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP010_20240702_094840_R494,9,512,traceability
盎孟港-三官堂,class2,132.0,17573.5,76.317,real,class2,class2,52,52,strong,real_only,UP010_20240702_094840_R494,9,513,traceability
盎孟港-三官堂,class3,138.9,17059.27,68.9399,real,class3,class3,52,52,strong,real_only,UP010_20240702_094840_R494,9,513,traceability
