站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
布政-张家潭,class3,115.0,12947.63,67.1428,real,class3,class3,80,80,strong,real_only,UP042_20240708_073251_R2252,41,2252,traceability
布政-张家潭,class4,121.0,14024.22,63.0459,real,class4,class4,25,25,strong,real_only,UP042_20240708_073251_R2252,41,2252,traceability
布政-张家潭,class5,127.0,12627.72,56.8733,extrapolated_adjacent,class4,class4,0,25,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2252,traceability
张家潭-同德路,class1,141.0,17889.9,73.6007,extrapolated_adjacent,class2,class2,0,8,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2253,traceability
张家潭-同德路,class2,148.0,17545.57,66.7619,real,class2,class2,8,8,strong,real_only,UP042_20240708_073251_R2252,41,2253,traceability
张家潭-同德路,class3,151.0,17733.04,65.3684,real,class3,class3,54,54,strong,real_only,UP042_20240708_073251_R2252,41,2253,traceability
张家潭-同德路,class4,158.9,16472.26,59.5931,extrapolated_adjacent,class3,class3,0,54,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2253,traceability
同德路-石碶,class3,109.0,13400.65,69.8832,real,class3,class3,60,60,strong,real_only,UP042_20240708_073251_R2252,41,2254,traceability
同德路-石碶,class4,114.0,13536.07,64.3981,real,class4,class4,9,9,strong,real_only,UP042_20240708_073251_R2252,41,2254,traceability
同德路-石碶,class5,120.0,11960.94,56.6438,extrapolated_adjacent,class4,class4,0,9,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2254,traceability
石碶-雅渡,class2,80.0,10944.77,64.028,real,class2,class2,38,38,strong,real_only,UP042_20240708_073251_R2252,41,2255,traceability
石碶-雅渡,class3,82.0,11709.27,71.4001,real,class3,class3,63,63,strong,real_only,UP042_20240708_073251_R2252,41,2255,traceability
石碶-雅渡,class4,86.0,11443.42,61.45,real,class4,class4,8,8,strong,real_only,UP042_20240708_073251_R2252,41,2255,traceability
石碶-雅渡,class5,90.0,8789.4,50.8958,extrapolated_adjacent,class4,class4,0,8,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2255,traceability
雅渡-庙堰,class2,129.0,21441.23,79.0115,real,class2,class2,32,32,strong,real_only,UP042_20240708_073251_R2252,41,2256,traceability
雅渡-庙堰,class3,131.9,20672.08,75.5114,real,class3,class3,67,67,strong,real_only,UP042_20240708_073251_R2252,41,2256,traceability
雅渡-庙堰,class4,139.0,18825.95,69.0026,real,class4,class4,10,10,strong,real_only,UP042_20240708_073251_R2252,41,2256,traceability
雅渡-庙堰,class5,146.0,16919.83,62.5936,extrapolated_adjacent,class4,class4,0,10,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2256,traceability
庙堰-钟公庙,class3,96.0,13328.86,69.1047,real,class3,class3,84,84,strong,real_only,UP042_20240708_073251_R2252,41,2257,traceability
庙堰-钟公庙,class4,101.0,11453.74,58.1883,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2257,traceability
钟公庙-鄞州区政府,class3,90.0,10988.43,68.6183,real,class3,class3,108,108,strong,real_only,UP042_20240708_073251_R2252,41,2258,traceability
钟公庙-鄞州区政府,class4,95.0,8567.56,59.8645,real,class4,class4,1,1,weak,real_only,UP042_20240708_073251_R2252,41,2258,traceability
钟公庙-鄞州区政府,class5,99.0,6738.73,53.292,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2258,traceability
鄞州区政府-钱湖南路,class2,128.0,20134.74,77.1065,real,class2,class2,45,45,strong,real_only,UP042_20240708_073251_R2252,41,2259,traceability
鄞州区政府-钱湖南路,class3,132.1,17846.05,71.1313,real,class3,class3,62,62,strong,real_only,UP042_20240708_073251_R2252,41,2259,traceability
鄞州区政府-钱湖南路,class4,139.0,16990.17,64.1845,extrapolated_adjacent,class3,class3,0,62,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2259,traceability
钱湖南路-南高教园区,class3,100.0,15060.43,70.3357,real,class3,class3,63,63,strong,real_only,UP042_20240708_073251_R2252,41,2260,traceability
钱湖南路-南高教园区,class4,105.0,13237.24,60.2913,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2260,traceability
南高教园区-下应路,class2,110.0,22593.22,78.6937,real,class2,class2,44,44,strong,real_only,UP042_20240708_073251_R2252,41,2261,traceability
南高教园区-下应路,class3,114.0,20068.39,70.8315,real,class3,class3,63,63,strong,real_only,UP042_20240708_073251_R2252,41,2261,traceability
南高教园区-下应路,class4,120.0,18356.26,62.5044,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2261,traceability
下应路-大洋江,class2,101.0,15055.94,73.0005,real,class2,class2,41,41,strong,real_only,UP042_20240708_073251_R2252,41,2262,traceability
下应路-大洋江,class3,106.0,13127.89,62.6717,real,class3,class3,65,65,strong,real_only,UP042_20240708_073251_R2252,41,2262,traceability
下应路-大洋江,class4,111.0,13788.1,58.9497,real,class4,class4,1,1,weak,real_only,UP042_20240708_073251_R2252,41,2262,traceability
下应路-大洋江,class5,117.0,12836.11,52.235,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2262,traceability
大洋江-泗港,class3,92.0,11627.81,60.955,real,class3,class3,99,99,strong,real_only,UP042_20240708_073251_R2252,41,2263,traceability
大洋江-泗港,class4,96.0,10353.98,53.4127,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2263,traceability
泗港-曹隘,class2,128.1,22251.88,78.3111,real,class2,class2,6,6,strong,real_only,UP042_20240708_073251_R2252,41,2264,traceability
泗港-曹隘,class4,137.0,24984.0,75.5316,real,class4,class4,82,82,strong,real_only,UP042_20240708_073251_R2252,41,2264,traceability
泗港-曹隘,class5,143.0,23702.02,66.4822,extrapolated_adjacent,class4,class4,0,82,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2264,traceability
曹隘-柳隘,class2,106.0,24276.93,79.8019,real,class2,class2,68,68,strong,real_only,UP042_20240708_073251_R2252,41,2265,traceability
曹隘-柳隘,class3,108.0,22448.6,73.3086,real,class3,class3,38,38,strong,real_only,UP042_20240708_073251_R2252,41,2265,traceability
曹隘-柳隘,class4,113.0,16754.11,61.633,real,class4,class4,1,1,weak,real_only,UP042_20240708_073251_R2252,41,2265,traceability
