站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
曹隘-柳隘,class5,119.0,13199.83,54.6398,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2265,traceability
柳隘-海晏北路,class3,92.0,12849.97,64.8124,real,class3,class3,35,35,strong,real_only,UP042_20240708_073251_R2252,41,2266,traceability
柳隘-海晏北路,class4,96.0,11653.06,55.7057,extrapolated_adjacent,class3,class3,0,35,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2266,traceability
海晏北路-民安东路,class3,85.0,16962.27,67.8617,real,class3,class3,41,41,strong,real_only,UP042_20240708_073251_R2252,41,2267,traceability
海晏北路-民安东路,class4,89.0,14227.46,54.6404,extrapolated_adjacent,class3,class3,0,41,generated,allow_extrapolated,UP042_20240708_073251_R2252,41,2267,traceability
民安东路-会展中心,class2,76.0,16745.66,79.546,real,class2,class2,96,96,strong,real_only,UP042_20240708_073251_R2252,40,2268,traceability
民安东路-会展中心,class3,79.0,12531.07,60.2777,real,class3,class3,8,8,strong,real_only,UP042_20240708_073251_R2252,40,2268,traceability
民安东路-会展中心,class4,83.0,7876.56,48.5512,extrapolated_adjacent,class3,class3,0,8,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2268,traceability
会展中心-院士路,class3,115.0,15899.9,77.6321,real,class3,class3,104,104,strong,real_only,UP042_20240708_073251_R2252,40,2269,traceability
会展中心-院士路,class4,121.0,14305.03,67.4907,extrapolated_adjacent,class3,class3,0,104,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2269,traceability
院士路-盎孟港,class3,91.0,18393.57,72.2139,real,class3,class3,99,99,strong,real_only,UP042_20240708_073251_R2252,40,2270,traceability
院士路-盎孟港,class4,96.0,14486.98,56.5362,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2270,traceability
盎孟港-三官堂,class2,132.0,17873.2,76.317,real,class2,class2,52,52,strong,real_only,UP042_20240708_073251_R2252,40,2271,traceability
盎孟港-三官堂,class3,138.9,17409.27,68.9399,real,class3,class3,52,52,strong,real_only,UP042_20240708_073251_R2252,40,2271,traceability
盎孟港-三官堂,class4,146.0,16754.24,63.6563,extrapolated_adjacent,class3,class3,0,52,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2271,traceability
三官堂-兴庄路,class1,94.0,13181.47,76.0601,extrapolated_adjacent,class2,class2,0,46,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2272,traceability
三官堂-兴庄路,class2,99.0,11637.12,61.7533,real,class2,class2,46,46,strong,real_only,UP042_20240708_073251_R2252,40,2272,traceability
三官堂-兴庄路,class3,104.0,10575.56,53.7287,real,class3,class3,58,58,strong,real_only,UP042_20240708_073251_R2252,40,2272,traceability
三官堂-兴庄路,class4,109.0,10026.61,48.7312,extrapolated_adjacent,class3,class3,0,58,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2272,traceability
兴庄路-兴海南路,class2,87.0,15908.24,79.8469,real,class2,class2,30,30,strong,real_only,UP042_20240708_073251_R2252,40,2273,traceability
兴庄路-兴海南路,class4,96.0,9568.56,53.818,extrapolated_adjacent,class3,class3,0,72,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2273,traceability
兴海南路-梅堰,class3,82.0,11329.91,69.8334,real,class3,class3,73,73,strong,real_only,UP042_20240708_073251_R2252,40,2274,traceability
兴海南路-梅堰,class4,86.0,9616.99,53.8927,extrapolated_adjacent,class3,class3,0,73,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2274,traceability
梅堰-永茂路,class3,313.0,29949.07,67.3094,real,class3,class3,20,20,strong,real_only,UP042_20240708_073251_R2252,32,2275,traceability
梅堰-永茂路,class4,329.0,26466.82,57.9722,real,class4,class4,26,26,strong,real_only,UP042_20240708_073251_R2252,32,2275,traceability
梅堰-永茂路,class5,345.1,23518.59,52.7569,extrapolated_adjacent,class4,class4,0,26,generated,allow_extrapolated,UP042_20240708_073251_R2252,32,2275,traceability
永茂路-镇海大道,class2,141.0,17143.42,79.6934,real,class2,class2,59,59,strong,real_only,UP042_20240708_073251_R2252,40,2276,traceability
永茂路-镇海大道,class3,148.0,17217.84,72.5627,interpolated,class2,class2|class4,0,59,generated,allow_interpolated,UP042_20240708_073251_R2252,40,2276,traceability
永茂路-镇海大道,class4,156.0,15757.68,66.5855,real,class4,class4,1,1,weak,real_only,UP042_20240708_073251_R2252,40,2276,traceability
永茂路-镇海大道,class5,164.1,15305.16,61.0206,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2276,traceability
镇海大道-骆驼桥,class2,116.0,20121.53,79.6939,real,class2,class2,101,101,strong,real_only,UP042_20240708_073251_R2252,40,2277,traceability
镇海大道-骆驼桥,class3,122.0,19312.05,71.8166,real,class3,class3,1,1,weak,real_only,UP042_20240708_073251_R2252,40,2277,traceability
镇海大道-骆驼桥,class4,128.0,17293.71,65.0024,real,class4,class4,1,1,weak,real_only,UP042_20240708_073251_R2252,40,2277,traceability
镇海大道-骆驼桥,class5,134.0,15842.26,59.131,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP042_20240708_073251_R2252,40,2277,traceability
