站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
布政-张家潭,class3,115.0,12948.01,67.1428,real,class3,class3,80,80,strong,real_only,UP014_20240702_184325_R710,13,710,traceability
布政-张家潭,class4,121.0,14020.58,63.0459,real,class4,class4,25,25,strong,real_only,UP014_20240702_184325_R710,13,710,traceability
布政-张家潭,class5,127.0,12624.14,56.8733,extrapolated_adjacent,class4,class4,0,25,generated,allow_extrapolated,UP014_20240702_184325_R710,13,710,traceability
张家潭-同德路,class1,141.0,17876.87,73.6007,extrapolated_adjacent,class2,class2,0,8,generated,allow_extrapolated,UP014_20240702_184325_R710,13,711,traceability
张家潭-同德路,class2,148.0,17596.66,66.7619,real,class2,class2,8,8,strong,real_only,UP014_20240702_184325_R710,13,711,traceability
张家潭-同德路,class3,151.0,17915.37,65.3684,real,class3,class3,54,54,strong,real_only,UP014_20240702_184325_R710,13,711,traceability
张家潭-同德路,class4,158.9,16528.09,59.5931,extrapolated_adjacent,class3,class3,0,54,generated,allow_extrapolated,UP014_20240702_184325_R710,13,711,traceability
同德路-石碶,class3,109.0,13100.16,69.8832,real,class3,class3,60,60,strong,real_only,UP014_20240702_184325_R710,13,712,traceability
同德路-石碶,class4,114.0,13324.89,64.3981,real,class4,class4,9,9,strong,real_only,UP014_20240702_184325_R710,13,712,traceability
同德路-石碶,class5,120.0,11774.88,56.6438,extrapolated_adjacent,class4,class4,0,9,generated,allow_extrapolated,UP014_20240702_184325_R710,13,712,traceability
石碶-雅渡,class2,80.0,11092.26,64.028,real,class2,class2,38,38,strong,real_only,UP014_20240702_184325_R710,13,713,traceability
石碶-雅渡,class3,82.0,11485.46,71.4001,real,class3,class3,63,63,strong,real_only,UP014_20240702_184325_R710,13,713,traceability
石碶-雅渡,class4,86.0,11606.75,61.45,real,class4,class4,8,8,strong,real_only,UP014_20240702_184325_R710,13,713,traceability
石碶-雅渡,class5,90.0,8878.38,50.8958,extrapolated_adjacent,class4,class4,0,8,generated,allow_extrapolated,UP014_20240702_184325_R710,13,713,traceability
雅渡-庙堰,class2,129.0,20519.91,79.0115,real,class2,class2,32,32,strong,real_only,UP014_20240702_184325_R710,13,714,traceability
雅渡-庙堰,class3,131.9,19844.32,75.5114,real,class3,class3,67,67,strong,real_only,UP014_20240702_184325_R710,13,714,traceability
雅渡-庙堰,class4,139.0,18176.67,69.0026,real,class4,class4,10,10,strong,real_only,UP014_20240702_184325_R710,13,714,traceability
雅渡-庙堰,class5,146.0,15963.03,62.5936,extrapolated_adjacent,class4,class4,0,10,generated,allow_extrapolated,UP014_20240702_184325_R710,13,714,traceability
庙堰-钟公庙,class3,96.0,12519.13,69.1047,real,class3,class3,84,84,strong,real_only,UP014_20240702_184325_R710,13,715,traceability
庙堰-钟公庙,class4,101.0,10884.57,58.1883,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,UP014_20240702_184325_R710,13,715,traceability
钟公庙-鄞州区政府,class3,90.0,10331.92,68.6183,real,class3,class3,108,108,strong,real_only,UP014_20240702_184325_R710,13,716,traceability
钟公庙-鄞州区政府,class4,95.0,7975.63,59.8645,real,class4,class4,1,1,weak,real_only,UP014_20240702_184325_R710,13,716,traceability
钟公庙-鄞州区政府,class5,99.0,6122.09,53.292,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP014_20240702_184325_R710,13,716,traceability
鄞州区政府-钱湖南路,class2,128.0,18642.5,77.1065,real,class2,class2,45,45,strong,real_only,UP014_20240702_184325_R710,13,717,traceability
鄞州区政府-钱湖南路,class3,132.1,16192.52,71.1313,real,class3,class3,62,62,strong,real_only,UP014_20240702_184325_R710,13,717,traceability
鄞州区政府-钱湖南路,class4,139.0,15405.98,64.1845,extrapolated_adjacent,class3,class3,0,62,generated,allow_extrapolated,UP014_20240702_184325_R710,13,717,traceability
钱湖南路-南高教园区,class3,100.0,13714.93,70.3357,real,class3,class3,63,63,strong,real_only,UP014_20240702_184325_R710,13,718,traceability
钱湖南路-南高教园区,class4,105.0,11901.51,60.2913,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP014_20240702_184325_R710,13,718,traceability
南高教园区-下应路,class2,110.0,21007.55,78.6937,real,class2,class2,44,44,strong,real_only,UP014_20240702_184325_R710,13,719,traceability
南高教园区-下应路,class3,114.0,18555.39,70.8315,real,class3,class3,63,63,strong,real_only,UP014_20240702_184325_R710,13,719,traceability
南高教园区-下应路,class4,120.0,16741.15,62.5044,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP014_20240702_184325_R710,13,719,traceability
