站间区间,运行等级,运行时长(s),预测能耗(Wh),峰值速度(kmh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,DP候选阶段,全局趟次ID,历史segment,历史来源run_id,趟次选择方式
布政-张家潭,class3,115.0,12906.3,67.1428,real,class3,class3,80,80,strong,real_only,UP067_20240716_074738_R3654,66,3654,traceability
布政-张家潭,class4,121.0,14011.72,63.0459,real,class4,class4,25,25,strong,real_only,UP067_20240716_074738_R3654,66,3654,traceability
布政-张家潭,class5,127.0,12660.88,56.8733,extrapolated_adjacent,class4,class4,0,25,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3654,traceability
张家潭-同德路,class1,141.0,18080.58,73.6007,extrapolated_adjacent,class2,class2,0,8,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3655,traceability
张家潭-同德路,class2,148.0,17737.88,66.7619,real,class2,class2,8,8,strong,real_only,UP067_20240716_074738_R3654,66,3655,traceability
张家潭-同德路,class3,151.0,17948.41,65.3684,real,class3,class3,54,54,strong,real_only,UP067_20240716_074738_R3654,66,3655,traceability
张家潭-同德路,class4,158.9,16679.66,59.5931,extrapolated_adjacent,class3,class3,0,54,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3655,traceability
同德路-石碶,class3,109.0,13476.87,69.8832,real,class3,class3,60,60,strong,real_only,UP067_20240716_074738_R3654,66,3656,traceability
同德路-石碶,class4,114.0,13560.01,64.3981,real,class4,class4,9,9,strong,real_only,UP067_20240716_074738_R3654,66,3656,traceability
同德路-石碶,class5,120.0,12017.74,56.6438,extrapolated_adjacent,class4,class4,0,9,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3656,traceability
石碶-雅渡,class2,80.0,11030.85,64.028,real,class2,class2,38,38,strong,real_only,UP067_20240716_074738_R3654,66,3657,traceability
石碶-雅渡,class3,82.0,11925.28,71.4001,real,class3,class3,63,63,strong,real_only,UP067_20240716_074738_R3654,66,3657,traceability
石碶-雅渡,class4,86.0,11409.54,61.45,real,class4,class4,8,8,strong,real_only,UP067_20240716_074738_R3654,66,3657,traceability
石碶-雅渡,class5,90.0,8711.06,50.8958,extrapolated_adjacent,class4,class4,0,8,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3657,traceability
雅渡-庙堰,class2,129.0,22318.27,79.0115,real,class2,class2,32,32,strong,real_only,UP067_20240716_074738_R3654,66,3658,traceability
雅渡-庙堰,class3,131.9,21455.88,75.5114,real,class3,class3,67,67,strong,real_only,UP067_20240716_074738_R3654,66,3658,traceability
雅渡-庙堰,class4,139.0,19580.87,69.0026,real,class4,class4,10,10,strong,real_only,UP067_20240716_074738_R3654,66,3658,traceability
雅渡-庙堰,class5,146.0,17778.74,62.5936,extrapolated_adjacent,class4,class4,0,10,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3658,traceability
庙堰-钟公庙,class3,96.0,13832.44,69.1047,real,class3,class3,84,84,strong,real_only,UP067_20240716_074738_R3654,66,3659,traceability
庙堰-钟公庙,class4,101.0,11845.21,58.1883,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3659,traceability
钟公庙-鄞州区政府,class3,90.0,11317.67,68.6183,real,class3,class3,108,108,strong,real_only,UP067_20240716_074738_R3654,66,3660,traceability
钟公庙-鄞州区政府,class4,95.0,8887.02,59.8645,real,class4,class4,1,1,weak,real_only,UP067_20240716_074738_R3654,66,3660,traceability
钟公庙-鄞州区政府,class5,99.0,7112.8,53.292,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3660,traceability
鄞州区政府-钱湖南路,class2,128.0,20480.06,77.1065,real,class2,class2,45,45,strong,real_only,UP067_20240716_074738_R3654,66,3661,traceability
鄞州区政府-钱湖南路,class3,132.1,18234.17,71.1313,real,class3,class3,62,62,strong,real_only,UP067_20240716_074738_R3654,66,3661,traceability
鄞州区政府-钱湖南路,class4,139.0,17371.24,64.1845,extrapolated_adjacent,class3,class3,0,62,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3661,traceability
钱湖南路-南高教园区,class3,100.0,15379.3,70.3357,real,class3,class3,63,63,strong,real_only,UP067_20240716_074738_R3654,66,3662,traceability
钱湖南路-南高教园区,class4,105.0,13577.95,60.2913,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3662,traceability
南高教园区-下应路,class2,110.0,22922.57,78.6937,real,class2,class2,44,44,strong,real_only,UP067_20240716_074738_R3654,66,3663,traceability
南高教园区-下应路,class3,114.0,20470.82,70.8315,real,class3,class3,63,63,strong,real_only,UP067_20240716_074738_R3654,66,3663,traceability
南高教园区-下应路,class4,120.0,18797.54,62.5044,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3663,traceability
下应路-大洋江,class2,101.0,15208.38,73.0005,real,class2,class2,41,41,strong,real_only,UP067_20240716_074738_R3654,66,3664,traceability
下应路-大洋江,class3,106.0,13283.4,62.6717,real,class3,class3,65,65,strong,real_only,UP067_20240716_074738_R3654,66,3664,traceability
下应路-大洋江,class4,111.0,13976.11,58.9497,real,class4,class4,1,1,weak,real_only,UP067_20240716_074738_R3654,66,3664,traceability
下应路-大洋江,class5,117.0,13041.17,52.235,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3664,traceability
大洋江-泗港,class3,92.0,11648.65,60.955,real,class3,class3,99,99,strong,real_only,UP067_20240716_074738_R3654,66,3665,traceability
大洋江-泗港,class4,96.0,10365.26,53.4127,extrapolated_adjacent,class3,class3,0,99,generated,allow_extrapolated,UP067_20240716_074738_R3654,66,3665,traceability
泗港-曹隘,class2,128.1,22207.11,78.3111,real,class2,class2,6,6,strong,real_only,UP067_20240716_074738_R3654,67,3666,traceability
泗港-曹隘,class4,137.0,24937.97,75.5316,real,class4,class4,82,82,strong,real_only,UP067_20240716_074738_R3654,67,3666,traceability
泗港-曹隘,class5,143.0,23647.04,66.4822,extrapolated_adjacent,class4,class4,0,82,generated,allow_extrapolated,UP067_20240716_074738_R3654,67,3666,traceability
曹隘-柳隘,class2,106.0,24176.32,79.8019,real,class2,class2,68,68,strong,real_only,UP067_20240716_074738_R3654,67,3667,traceability
曹隘-柳隘,class3,108.0,22395.09,73.3086,real,class3,class3,38,38,strong,real_only,UP067_20240716_074738_R3654,67,3667,traceability
曹隘-柳隘,class4,113.0,16789.33,61.633,real,class4,class4,1,1,weak,real_only,UP067_20240716_074738_R3654,67,3667,traceability
曹隘-柳隘,class5,119.0,13265.33,54.6398,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,UP067_20240716_074738_R3654,67,3667,traceability
