trip_no,tsvp_file,sections,history_dwell_s,status,valid_for_stats,flag,opentrack_points,history_points,opentrack_duration_s,history_duration_s,duration_error_s,duration_error_pct,opentrack_distance_km,history_distance_km,distance_ratio,distance_error_km,distance_error_pct,opentrack_energy_kwh,history_energy_kwh,energy_error_kwh,energy_error_pct,plot,error
11,D:\OutPut\OT_priority_history_trip011.tsvP,5,30.0,ok,True,ok,555,11875,744.0,713.5,30.5,4.274702172389628,7.463,7.466684027777773,0.9995066045698375,-0.0036840277777727692,-0.04933954301624848,76.0321111111111,75.5271010073611,0.5050101037500099,0.6686475411002338,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip011_vs_history_trip011_vt_vs_et_es.jpg,
12,D:\OutPut\OT_priority_history_trip012.tsvP,5,30.0,ok,True,ok,556,11860,743.0,712.75,30.25,4.244124868467204,7.463,7.469265972222237,0.9991610993308393,-0.006265972222236904,-0.08389006691607566,74.69861111111112,74.38330401311109,0.31530709800003365,0.4238949885104007,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip012_vs_history_trip012_vt_vs_et_es.jpg,
13,D:\OutPut\OT_priority_history_trip013.tsvP,5,30.0,ok,True,ok,536,11578,729.0,698.6500000000001,30.34999999999991,4.344092177771403,7.463,7.469940555555563,0.9990708687031785,-0.006940555555562611,-0.09291312968214671,78.65216666666667,84.06896404820131,-5.416797381534636,-6.443278376106658,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip013_vs_history_trip013_vt_vs_et_es.jpg,
14,D:\OutPut\OT_priority_history_trip014.tsvP,5,30.0,ok,True,ok,535,11534,726.0,696.45,29.549999999999955,4.242946370880889,7.463,7.466830138888898,0.9994870462006429,-0.003830138888897494,-0.05129537993571444,80.14836111111111,84.78833935240961,-4.639978241298493,-5.47242495458384,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip014_vs_history_trip014_vt_vs_et_es.jpg,
15,D:\OutPut\OT_priority_history_trip015.tsvP,5,30.0,ok,True,ok,554,11885,744.0,713.9999999999999,30.000000000000114,4.201680672268924,7.463,7.468249583333329,0.9992970798210808,-0.005249583333329255,-0.07029201789191131,73.98108333333333,75.53544519827079,-1.5543618649374622,-2.0577913598807327,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip015_vs_history_trip015_vt_vs_et_es.jpg,
16,D:\OutPut\OT_priority_history_trip016.tsvP,5,30.0,ok,True,ok,544,11711,735.0,705.3,29.700000000000045,4.210974053594222,7.463,7.466134305555556,0.9995801970032573,-0.0031343055555561605,-0.041980299674276175,78.25277777777777,81.73474172122214,-3.48196394344437,-4.260078236156327,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip016_vs_history_trip016_vt_vs_et_es.jpg,
17,D:\OutPut\OT_priority_history_trip017.tsvP,5,30.0,ok,True,ok,550,11699,735.0,704.7,30.299999999999955,4.299702000851419,7.463,7.46790791666665,0.9993427989844791,-0.004907916666650358,-0.06572010155209625,77.36858333333333,80.26166007650009,-2.893076743166759,-3.6045563229184023,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip017_vs_history_trip017_vt_vs_et_es.jpg,
18,D:\OutPut\OT_priority_history_trip018.tsvP,5,30.0,ok,True,ok,554,11842,742.0,711.85,30.149999999999977,4.235442860153118,7.463,7.465588194444436,0.9996533167411562,-0.0025881944444359206,-0.034668325884381644,75.45933333333333,76.40361618625002,-0.944282852916686,-1.2359138219515635,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip018_vs_history_trip018_vt_vs_et_es.jpg,
19,D:\OutPut\OT_priority_history_trip019.tsvP,5,30.0,ok,True,ok,553,11796,740.0,709.55,30.450000000000045,4.291452328940885,7.463,7.466369166666676,0.9995487543421081,-0.0033691666666761932,-0.04512456578918855,74.74658333333333,76.52234368590265,-1.7757603525693213,-2.3205775817037098,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip019_vs_history_trip019_vt_vs_et_es.jpg,
20,D:\OutPut\OT_priority_history_trip020.tsvP,5,30.0,ok,True,ok,552,11807,740.0,710.0999999999999,29.90000000000009,4.2106745528798895,7.463,7.467277361111105,0.9994271859870398,-0.0042773611111046606,-0.05728140129601674,75.39813888888888,76.88840390418743,-1.4902650152985473,-1.9382181702660963,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip020_vs_history_trip020_vt_vs_et_es.jpg,
21,D:\OutPut\OT_priority_history_trip021.tsvP,5,30.0,ok,True,ok,545,11661,733.0,702.8,30.200000000000045,4.297097324985779,7.463,7.467127222222233,0.9994472811163642,-0.004127222222233051,-0.05527188836357848,78.00241666666666,82.31202528912515,-4.309608622458484,-5.235697466221692,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip021_vs_history_trip021_vt_vs_et_es.jpg,
22,D:\OutPut\OT_priority_history_trip022.tsvP,5,30.0,ok,True,ok,553,11844,742.0,711.95,30.049999999999955,4.220802022613941,7.463,7.468355694444443,0.999282881712714,-0.00535569444444306,-0.07171182872860556,75.17869444444445,76.93237078916673,-1.7536763447222796,-2.279503837894496,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip022_vs_history_trip022_vt_vs_et_es.jpg,
23,D:\OutPut\OT_priority_history_trip023.tsvP,5,30.0,ok,True,ok,546,11383,719.0,688.9,30.100000000000023,4.369284366381191,7.463,7.466070277777771,0.999588769236889,-0.0030702777777706913,-0.04112307631109709,77.59138888888889,75.21779366723618,2.3735952216527068,3.155629945958667,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip023_vs_history_trip023_vt_vs_et_es.jpg,
24,D:\OutPut\OT_priority_history_trip024.tsvP,5,30.0,ok,True,ok,549,11699,735.0,704.7,30.299999999999955,4.299702000851419,7.463,7.469616527777777,0.9991142078374209,-0.006616527777777215,-0.08857921625791468,77.67233333333334,79.78784705616678,-2.115513722833441,-2.6514234947889017,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip024_vs_history_trip024_vt_vs_et_es.jpg,
25,D:\OutPut\OT_priority_history_trip025.tsvP,5,30.0,ok,True,ok,546,11729,736.0,706.1999999999999,29.800000000000068,4.21976777116965,7.463,7.467495138888891,0.9993980392614544,-0.0044951388888909705,-0.060196073854556456,77.13733333333333,81.90824016936102,-4.770906836027692,-5.824697034343462,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip025_vs_history_trip025_vt_vs_et_es.jpg,
26,D:\OutPut\OT_priority_history_trip026.tsvP,5,30.0,ok,True,ok,537,11580,729.0,698.75,30.25,4.3291592128801435,7.463,7.46587624999999,0.9996147471638054,-0.0028762499999901436,-0.038525283619456556,78.98708333333333,83.01032033572916,-4.023237002395831,-4.846670855050485,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip026_vs_history_trip026_vt_vs_et_es.jpg,
27,D:\OutPut\OT_priority_history_trip027.tsvP,5,30.0,ok,True,ok,546,11779,739.0,708.7,30.299999999999955,4.275433893043594,7.463,7.464734999999995,0.9997675737986688,-0.001734999999994713,-0.023242620133128826,77.9151111111111,83.95396053302765,-6.038849421916552,-7.193048884859763,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip027_vs_history_trip027_vt_vs_et_es.jpg,
28,D:\OutPut\OT_priority_history_trip028.tsvP,5,30.0,ok,True,ok,553,11828,741.0,711.1499999999999,29.850000000000136,4.197426703227188,7.463,7.467099861111107,0.9994509433130178,-0.004099861111106939,-0.05490566869822039,74.69919444444444,77.69082714671526,-2.9916327022708202,-3.8506897302319496,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip028_vs_history_trip028_vt_vs_et_es.jpg,
29,D:\OutPut\OT_priority_history_trip029.tsvP,5,30.0,ok,True,ok,553,11843,742.0,711.9,30.100000000000023,4.228121927236975,7.463,7.466000416666673,0.9995981226226596,-0.003000416666672834,-0.040187737734046665,75.29055555555556,78.32929537641664,-3.038739820861082,-3.8794423034934957,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip029_vs_history_trip029_vt_vs_et_es.jpg,
30,D:\OutPut\OT_priority_history_trip030.tsvP,5,30.0,ok,True,ok,553,11847,742.0,712.1,29.899999999999977,4.19884847633759,7.463,7.468565555555551,0.9992548026104677,-0.005565555555550716,-0.07451973895322823,75.51755555555556,78.30779318774303,-2.79023763218747,-3.5631672386653412,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip030_vs_history_trip030_vt_vs_et_es.jpg,
31,D:\OutPut\OT_priority_history_trip031.tsvP,5,30.0,ok,True,ok,549,11704,735.0,704.95,30.049999999999955,4.262713667635996,7.463,7.467770416666678,0.9993611993405648,-0.004770416666677768,-0.06388006594352556,77.64994444444444,78.93121264592351,-1.2812682014790653,-1.6232719079417792,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip031_vs_history_trip031_vt_vs_et_es.jpg,
32,D:\OutPut\OT_priority_history_trip032.tsvP,5,30.0,ok,True,ok,548,11750,737.0,707.25,29.75,4.2064333686815125,7.463,7.46994791666666,0.9990698841887293,-0.00694791666666017,-0.09301158112706845,77.35708333333334,78.93848011610409,-1.581396782770753,-2.0033281366005617,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip032_vs_history_trip032_vt_vs_et_es.jpg,
33,D:\OutPut\OT_priority_history_trip033.tsvP,5,30.0,ok,True,ok,553,11901,745.0,714.8,30.200000000000045,4.224958030218249,7.463,7.467040416666669,0.9994588998530595,-0.004040416666668989,-0.054110014694050024,75.79455555555556,79.19989977723617,-3.4053442216806076,-4.299682488562164,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip033_vs_history_trip033_vt_vs_et_es.jpg,
34,D:\OutPut\OT_priority_history_trip034.tsvP,5,30.0,ok,True,ok,553,11887,744.0,714.1,29.899999999999977,4.187088643047189,7.463,7.46558083333332,0.9996543024058093,-0.0025808333333197098,-0.03456975941907241,76.30941666666668,80.44320900466656,-4.133792337999878,-5.138771052457734,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip034_vs_history_trip034_vt_vs_et_es.jpg,
35,D:\OutPut\OT_priority_history_trip035.tsvP,5,30.0,ok,True,ok,554,11803,740.0,709.9,30.100000000000023,4.240033807578535,7.463,7.4686437499999965,0.9992443407144709,-0.005643749999996395,-0.07556592855291025,74.99122222222222,78.55404065363896,-3.562818431416744,-4.535499895067077,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip035_vs_history_trip035_vt_vs_et_es.jpg,
36,D:\OutPut\OT_priority_history_trip036.tsvP,5,30.0,ok,True,ok,552,11846,742.0,712.05,29.950000000000045,4.206165297380808,7.463,7.467024444444432,0.999461037730039,-0.0040244444444317296,-0.05389622699609576,76.10227777777779,79.24667832040262,-3.1444005426248367,-3.9678641543960946,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip036_vs_history_trip036_vt_vs_et_es.jpg,
37,D:\OutPut\OT_priority_history_trip037.tsvP,5,30.0,ok,True,ok,552,11854,742.0,712.45,29.549999999999955,4.147659484876125,7.463,7.467513611111106,0.9993955670727683,-0.004513611111105931,-0.06044329272316307,75.18733333333333,79.1293458117361,-3.9420124784027735,-4.981732678267779,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip037_vs_history_trip037_vt_vs_et_es.jpg,
38,D:\OutPut\OT_priority_history_trip038.tsvP,5,30.0,ok,True,ok,553,11862,743.0,712.85,30.149999999999977,4.229501297608189,7.463,7.46639583333333,0.9995451843956399,-0.003395833333329712,-0.04548156043601644,75.48811111111111,77.35998921641679,-1.871878105305683,-2.4196979915147745,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip038_vs_history_trip038_vt_vs_et_es.jpg,
39,D:\OutPut\OT_priority_history_trip039.tsvP,5,30.0,ok,True,ok,551,11874,743.0,713.45,29.549999999999955,4.141845959772928,7.463,7.469374166666664,0.999146626407456,-0.006374166666663683,-0.08533735925440007,75.38458333333334,80.04703177321545,-4.662448439882112,-5.824636262705515,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip039_vs_history_trip039_vt_vs_et_es.jpg,
40,D:\OutPut\OT_priority_history_trip040.tsvP,5,30.0,ok,True,ok,552,11853,742.0,712.4,29.600000000000023,4.1549691184727715,7.463,7.466947777777776,0.9994712996668432,-0.003947777777775663,-0.05287003331568168,76.31244444444445,80.05847078243059,-3.7460263379861374,-4.679113029983368,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip040_vs_history_trip040_vt_vs_et_es.jpg,
41,D:\OutPut\OT_priority_history_trip041.tsvP,5,30.0,ok,True,ok,552,11456,723.0,692.55,30.450000000000045,4.396794455273994,7.463,7.4668818055555475,0.9994801303065144,-0.003881805555547402,-0.05198696934856048,76.42897222222221,72.24500452815965,4.183967694062559,5.791359169244335,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip041_vs_history_trip041_vt_vs_et_es.jpg,
42,D:\OutPut\OT_priority_history_trip042.tsvP,5,30.0,ok,True,ok,546,11739,737.0,706.7,30.299999999999955,4.287533606905328,7.463,7.5866401388888995,0.9837029124058325,-0.12364013888889946,-1.6297087594167499,78.41775,80.5084160920972,-2.0906660920972087,-2.59682924292735,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip042_vs_history_trip042_vt_vs_et_es.jpg,
43,D:\OutPut\OT_priority_history_trip043.tsvP,5,30.0,ok,True,ok,553,11904,745.0,714.9499999999999,30.050000000000068,4.203091125253524,7.463,7.586277499999998,0.9837499353273067,-0.12327749999999771,-1.625006467269326,75.35422222222222,77.1512389108056,-1.7970166885833834,-2.3292130028668896,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip043_vs_history_trip043_vt_vs_et_es.jpg,
44,D:\OutPut\OT_priority_history_trip044.tsvP,5,30.0,ok,True,ok,548,11892,744.0,714.35,29.649999999999977,4.150626443620071,7.463,7.5870911111110955,0.9836444416847232,-0.12409111111109539,-1.6355558315276748,76.37611111111111,78.12732476469442,-1.7512136535833065,-2.2414867766913176,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip044_vs_history_trip044_vt_vs_et_es.jpg,
45,D:\OutPut\OT_priority_history_trip045.tsvP,5,30.0,ok,True,ok,552,11874,743.0,713.45,29.549999999999955,4.141845959772928,7.463,7.586525000000006,0.9837178418314042,-0.1235250000000061,-1.6282158168595768,76.89163888888889,76.97024954113192,-0.07861065224302877,-0.10213121655662585,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip045_vs_history_trip045_vt_vs_et_es.jpg,
46,D:\OutPut\OT_priority_history_trip046.tsvP,5,30.0,ok,True,ok,545,11713,735.0,705.4000000000001,29.59999999999991,4.196200737170386,7.463,7.587770555555555,0.9835563615633842,-0.12477055555555516,-1.6443638436615826,79.27505555555555,78.77508177805552,0.49997377750003125,0.6346851900562668,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip046_vs_history_trip046_vt_vs_et_es.jpg,
47,D:\OutPut\OT_priority_history_trip047.tsvP,5,30.0,ok,True,ok,546,11703,735.0,704.9000000000001,30.09999999999991,4.270109235352519,7.463,7.587600416666666,0.9835784161231036,-0.12460041666666566,-1.6421583876896393,77.63744444444444,77.98553969157649,-0.34809524713205064,-0.4463587076639154,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip047_vs_history_trip047_vt_vs_et_es.jpg,
48,D:\OutPut\OT_priority_history_trip048.tsvP,5,30.0,ok,True,ok,550,11875,744.0,713.5,30.5,4.274702172389628,7.463,7.5875848611111145,0.9835804325893404,-0.12458486111111444,-1.641956741065963,76.00144444444445,77.2381462462222,-1.2367018017777553,-1.6011541730110384,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip048_vs_history_trip048_vt_vs_et_es.jpg,
49,D:\OutPut\OT_priority_history_trip049.tsvP,5,30.0,ok,True,ok,546,11711,735.0,705.3000000000001,29.699999999999932,4.210974053594206,7.463,7.586535972222213,0.9837164191042479,-0.12353597222221335,-1.6283580895752052,79.43052777777778,81.47014373743056,-2.039615959652778,-2.503513392864801,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip049_vs_history_trip049_vt_vs_et_es.jpg,
50,D:\OutPut\OT_priority_history_trip050.tsvP,5,30.0,ok,True,ok,548,11690,734.0,704.25,29.75,4.224352147674831,7.463,7.586645833333345,0.9837021740503445,-0.12364583333334522,-1.6297825949655402,79.39402777777777,81.0916917247985,-1.6976639470207289,-2.093511568092702,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip050_vs_history_trip050_vt_vs_et_es.jpg,
51,D:\OutPut\OT_priority_history_trip051.tsvP,5,30.0,ok,True,ok,550,11878,744.0,713.6500000000001,30.34999999999991,4.252784978630968,7.463,7.58614319444443,0.9837673516979469,-0.12314319444443012,-1.6232648302053108,76.00136111111111,76.8873021723472,-0.8859410612360961,-1.1522592628496828,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip051_vs_history_trip051_vt_vs_et_es.jpg,
52,D:\OutPut\OT_priority_history_trip052.tsvP,5,30.0,ok,True,ok,554,11871,743.0,713.3000000000001,29.699999999999932,4.163745969437814,7.463,7.586322916666674,0.9837440459599022,-0.12332291666667405,-1.6255954040097789,75.35544444444444,75.95839936211108,-0.6029549176666364,-0.7937962394286538,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip052_vs_history_trip052_vt_vs_et_es.jpg,
53,D:\OutPut\OT_priority_history_trip053.tsvP,5,30.0,ok,True,ok,552,11832,741.0,711.3499999999999,29.65000000000009,4.16813101848599,7.463,7.585561249999998,0.9838428237594156,-0.12256124999999773,-1.615717624058441,76.89286111111112,77.38301599678475,-0.49015488567363263,-0.6334140371241133,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip053_vs_history_trip053_vt_vs_et_es.jpg,
54,D:\OutPut\OT_priority_history_trip054.tsvP,5,30.0,ok,True,ok,546,11694,734.0,704.4499999999999,29.550000000000068,4.194761870963172,7.463,7.587425694444437,0.9836010658350773,-0.12442569444443663,-1.639893416492262,79.52361111111112,81.03810270529863,-1.5144915941875041,-1.8688635883975107,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip054_vs_history_trip054_vt_vs_et_es.jpg,
55,D:\OutPut\OT_priority_history_trip055.tsvP,5,30.0,ok,True,ok,547,11827,741.0,711.0999999999999,29.90000000000009,4.204753199268752,7.463,7.587613333333337,0.9835767417422426,-0.12461333333333702,-1.6423258257757418,75.88366666666666,77.11564170070825,-1.2319750340415965,-1.597568284295664,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip055_vs_history_trip055_vt_vs_et_es.jpg,
56,D:\OutPut\OT_priority_history_trip056.tsvP,5,30.0,ok,True,ok,535,11384,719.0,688.95,30.049999999999955,4.3617098483199,7.463,7.587471944444444,0.9835950702215667,-0.1244719444444442,-1.6404929778433344,80.78008333333332,82.19660925115286,-1.4165259178195413,-1.7233386276206686,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip056_vs_history_trip056_vt_vs_et_es.jpg,
57,D:\OutPut\OT_priority_history_trip057.tsvP,5,30.0,ok,True,ok,543,11691,734.0,704.3000000000001,29.699999999999932,4.216953002981674,7.463,7.586169583333346,0.9837639296115991,-0.12316958333334593,-1.6236070388400872,78.80425,79.99964608006943,-1.195396080069429,-1.4942517106550575,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip057_vs_history_trip057_vt_vs_et_es.jpg,
58,D:\OutPut\OT_priority_history_trip058.tsvP,5,30.0,ok,True,ok,544,11731,736.0,706.3,29.700000000000045,4.205012034546233,7.463,7.585175416666663,0.9838928686608603,-0.12217541666666332,-1.6107131339139658,79.65569444444444,82.00012494953472,-2.344430505090287,-2.8590572350141152,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip058_vs_history_trip058_vt_vs_et_es.jpg,
59,D:\OutPut\OT_priority_history_trip059.tsvP,5,30.0,ok,True,ok,551,11922,746.0,715.8499999999999,30.15000000000009,4.211776210099895,7.463,7.587212222222228,0.983628740229722,-0.12421222222222816,-1.637125977027798,75.17902777777778,79.37338880945836,-4.194361031680586,-5.284341634637091,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip059_vs_history_trip059_vt_vs_et_es.jpg,
60,D:\OutPut\OT_priority_history_trip060.tsvP,5,30.0,ok,True,ok,551,12196,760.0,729.5500000000001,30.449999999999932,4.173805770680547,7.463,7.58489819444444,0.9839288291919693,-0.12189819444443994,-1.607117080803066,75.81163888888888,66.55978009437486,9.251858794514021,13.900074160996093,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip060_vs_history_trip060_vt_vs_et_es.jpg,
61,D:\OutPut\OT_priority_history_trip061.tsvP,5,30.0,ok,True,ok,546,11758,738.0,707.6500000000001,30.34999999999991,4.288843354765761,7.463,7.467427361111107,0.9994071102540396,-0.0044273611111069755,-0.059288974596040954,77.86302777777777,82.73076273375682,-4.867734955979046,-5.883827001141443,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip061_vs_history_trip061_vt_vs_et_es.jpg,
62,D:\OutPut\OT_priority_history_trip062.tsvP,5,30.0,ok,True,ok,539,11617,731.0,700.6,30.399999999999977,4.339137881815583,7.463,7.470193611111111,0.9990370248101186,-0.0071936111111110534,-0.09629751898814683,79.36016666666666,84.591706459889,-5.231539793222339,-6.1844594608136765,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip062_vs_history_trip062_vt_vs_et_es.jpg,
63,D:\OutPut\OT_priority_history_trip063.tsvP,5,30.0,ok,True,ok,551,11852,742.0,712.3499999999999,29.65000000000009,4.162279778198933,7.463,7.468403333333333,0.9992765075623037,-0.0054033333333327604,-0.0723492437696334,76.16588888888889,80.08505423165286,-3.919165342763975,-4.893753747643667,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip063_vs_history_trip063_vt_vs_et_es.jpg,
64,D:\OutPut\OT_priority_history_trip064.tsvP,5,30.0,ok,True,ok,555,11863,743.0,712.9000000000001,30.09999999999991,4.222191050638225,7.463,7.469244027777772,0.9991640348401324,-0.006244027777771777,-0.08359651598676555,74.61566666666667,76.68991059685409,-2.0742439301874214,-2.70471554086348,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip064_vs_history_trip064_vt_vs_et_es.jpg,
65,D:\OutPut\OT_priority_history_trip065.tsvP,5,30.0,ok,True,ok,551,11867,743.0,713.0999999999999,29.90000000000009,4.192960314121455,7.463,7.4687849999999925,0.9992254429602683,-0.00578499999999238,-0.07745570397316813,76.30713888888889,80.27537660647215,-3.968237717583264,-4.9432813464537855,output\opentrack_tsvp_compare\batch_history_trip001_070\plots\priority_history_trip065_vs_history_trip065_vt_vs_et_es.jpg,
