站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,117.9,117.9,30.0,147.9,1451.84,1428.0,44.33,65.56,44.31,2359,63.6,1087,64.14,65.32,13043.44,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,152.15,152.15,30.0,182.15,2054.05,2017.0,48.6,64.18,48.58,3044,62.97,1820,63.97,64.08,17028.57,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,110.75,110.75,30.0,140.75,1352.43,1332.0,43.96,66.71,43.94,2216,65.77,928,66.47,66.62,12011.81,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,83.35,83.35,30.0,113.35,841.11,827.0,36.33,71.12,36.31,1668,68.91,150,68.7,71.04,13010.14,215.34,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,131.45,131.45,30.0,161.45,1889.75,1860.0,51.75,76.09,51.73,2630,74.65,1180,75.22,75.92,20155.05,215.44,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,96.45,96.45,30.0,126.45,1104.21,1086.0,41.21,70.1,41.19,1930,66.61,624,66.77,69.93,13415.37,215.54,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,91.05,91.05,30.0,121.05,1000.02,984.0,39.54,67.73,39.52,1822,64.99,548,65.08,67.62,10009.29,215.74,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,131.75,131.75,30.0,161.75,1839.84,1811.0,50.27,72.65,50.25,2636,71.7,1262,72.39,72.51,16378.92,215.64,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,100.3,100.3,30.0,130.3,1187.6,1155.0,42.63,70.63,42.6,2007,67.64,701,68.2,70.24,14364.14,215.64,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,115.9,115.9,30.0,145.9,1475.43,1452.0,45.83,69.13,45.81,2319,68.24,991,68.88,69.01,17985.36,215.74,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,106.65,106.65,30.0,136.65,1233.21,1214.0,41.63,63.14,41.61,2134,62.4,855,62.87,63.02,11075.23,215.84,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,93.15,93.15,30.0,123.15,973.28,957.0,37.61,59.37,37.59,1864,57.86,694,58.43,59.09,10412.33,215.44,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,134.3,134.3,30.0,164.3,1826.98,1798.0,48.97,79.0,48.96,2687,77.92,959,78.58,78.79,22781.07,216.74,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,106.55,106.55,30.0,136.55,1326.88,1307.0,44.83,76.95,44.81,2132,74.66,469,75.69,76.61,20840.11,216.44,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,88.1,88.1,30.0,118.1,996.4,980.0,40.72,78.88,40.69,1763,77.65,285,78.67,78.79,14393.98,216.44,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,83.95,83.95,30.0,113.95,878.35,865.0,37.67,74.3,37.64,1680,72.44,219,73.78,74.25,15877.46,219.72,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,77.2,77.2,30.0,107.2,736.67,724.0,34.35,70.67,34.33,1545,68.6,189,68.88,70.57,13091.08,216.42,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,116.8,116.8,30.0,146.8,1576.67,1562.0,48.6,75.86,48.58,2337,74.25,923,74.67,75.73,14084.15,216.52,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,90.95,90.95,30.0,120.95,1010.56,994.0,40.0,77.26,39.98,1820,75.04,181,75.42,77.17,20866.79,215.92,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,139.3,139.3,30.0,169.3,1907.35,1877.0,49.29,68.73,49.27,2787,66.98,1496,67.36,68.5,17283.27,215.72,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,104.0,104.0,30.0,134.0,1097.81,1081.0,38.0,54.77,37.98,2081,54.08,960,54.53,54.66,10626.75,215.54,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,92.45,92.45,30.0,122.45,973.84,958.0,37.92,61.22,37.9,1850,59.64,662,60.19,61.15,11010.17,215.64,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
永茂路-镇海大道,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,142.5,142.5,30.0,172.5,2165.09,2131.0,54.7,78.76,54.68,2851,78.3,1331,78.63,78.67,17892.86,215.54,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,118,117,07/2973017,73017,5012,UP,工作日低峰,0.0,117.2,117.2,0.0,117.2,1621.21,1593.0,49.8,78.84,49.78,2345,78.31,865,78.76,78.79,20557.54,215.44,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,2624.15,690.0,3314.15,32520.58,31993.0,44.61,79.0,,,,,,,368194.88,...,,,,
