trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
12,1,布政-张家潭,215.24,UP012_20240702_141702_R603,11.0,603.0,1.428,13.03947222,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.427978,12.74048558,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
12,2,张家潭-同德路,215.24,UP012_20240702_141702_R603,11.0,604.0,2.017,16.28677778,2.017,16.61322222,2.017,16.61519444,2.017,18.08505556,2.022117,17.58774208,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
12,3,同德路-石碶,215.24,UP012_20240702_141702_R603,11.0,605.0,1.331,12.51194444,1.331,12.75852778,1.331,12.97044444,1.331,12.97044444,1.330443,11.95990286,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
12,4,石碶-雅渡,215.34,UP012_20240702_141702_R603,11.0,606.0,0.827,11.37130556,0.827,10.11969444,0.827,10.29736111,0.827,10.29733333,0.826959,11.84170233,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
12,5,雅渡-庙堰,215.54,UP012_20240702_141702_R603,11.0,607.0,1.86,19.91736111,1.86,18.6555,1.86,18.71738889,1.86,21.60519444,1.861769,20.25347117,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
12,6,庙堰-钟公庙,215.54,UP012_20240702_141702_R603,11.0,608.0,1.086,13.16097222,1.086,12.77519444,1.086,12.77519444,1.086,11.40836111,1.087273,13.48976632,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
12,7,钟公庙-鄞州区政府,215.54,UP012_20240702_141702_R603,11.0,609.0,0.984,10.33166667,0.984,8.39022222,0.984,8.39022222,0.984,8.39022222,0.984685,10.0149825,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
12,8,鄞州区政府-钱湖南路,215.64,UP012_20240702_141702_R603,11.0,610.0,1.811,16.13763889,1.811,15.34136111,1.811,15.57080556,1.811,15.57080556,1.813163,16.31996019,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
12,9,钱湖南路-南高教园区,215.54,UP012_20240702_141702_R603,11.0,611.0,1.155,13.55913889,1.155,13.13261111,1.155,13.67044444,1.155,12.37977778,1.16886,13.7654328,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
12,10,南高教园区-下应路,215.54,UP012_20240702_141702_R603,11.0,612.0,1.452,17.59561111,1.452,17.01963889,1.452,17.33305556,1.452,16.00975,1.452115,19.33682977,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
