station_pair,class_name,status,reason,curve_source,parent_ref,supporting_refs,real_sample_count,parent_real_sample_count,sample_reliability,dp_candidate_stage,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
庙堰-钟公庙,class1,overspeed,最终生成曲线最高速度为 130.361648 km/h，超过 80.0 km/h，删除该等级,extrapolated_adjacent,class2,class2,0,25,generated,allow_extrapolated,89.0,,,,
庙堰-钟公庙,class2,overspeed,最终生成曲线最高速度为 101.728034 km/h，超过 80.0 km/h，删除该等级,real,class2,class2,25,25,strong,real_only,93.0,,,,
庙堰-钟公庙,class3,generated,最终生成曲线后验检查通过，峰值 69.104678 km/h,real,class3,class3,84,84,strong,real_only,96.0,D:\energy_conservation\output\ato_generated_results_new_v4\庙堰-钟公庙\class3_generated_curve.csv,95.95,69.1047,1089.5378
庙堰-钟公庙,class4,generated,最终生成曲线后验检查通过，峰值 58.188285 km/h,extrapolated_adjacent,class3,class3,0,84,generated,allow_extrapolated,101.0,D:\energy_conservation\output\ato_generated_results_new_v4\庙堰-钟公庙\class4_generated_curve.csv,101.0,58.1883,1089.4155
庙堰-钟公庙,class5,missing_source,no adjacent real template,missing,,,0,0,,not_allowed,106.0,,,,
