站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,117.7,117.7,30.0,147.7,1428.08,1428.0,43.68,63.69,43.66,2355,62.52,1109,62.79,63.47,13152.12,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,151.25,151.25,30.0,181.25,2020.17,2017.0,48.08,63.41,48.07,3026,62.65,1798,63.31,63.38,17069.27,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,105.05,105.05,30.0,135.05,1331.55,1332.0,45.63,77.07,45.61,2102,76.08,622,76.57,76.99,15212.66,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,79.6,79.6,30.0,109.6,827.59,827.0,37.43,71.65,37.41,1593,69.91,300,70.44,71.54,11997.26,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,131.35,131.35,30.0,161.35,1860.38,1860.0,50.99,76.41,50.97,2628,75.0,1157,75.45,76.04,21500.25,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,94.8,94.8,30.0,124.8,1087.13,1086.0,41.28,77.11,41.26,1897,73.58,438,74.31,76.99,15538.18,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,89.4,89.4,30.0,119.4,984.78,984.0,39.66,77.24,39.63,1789,74.01,316,74.77,77.14,13461.49,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,127.65,127.65,30.0,157.65,1812.19,1811.0,51.11,76.86,51.09,2554,75.81,1104,76.15,76.56,18910.39,215.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,97.65,97.65,30.0,127.65,1169.06,1155.0,43.1,77.23,43.08,1954,76.41,482,77.04,77.2,15882.84,215.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,110.9,110.9,30.0,140.9,1452.15,1452.0,47.14,77.27,47.12,2219,76.71,722,77.18,77.21,20973.21,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,101.8,101.8,30.0,131.8,1213.83,1214.0,42.93,71.56,42.9,2037,70.87,641,71.31,71.48,13280.18,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,89.65,89.65,30.0,119.65,958.4,957.0,38.49,66.88,38.46,1794,65.44,516,66.11,66.74,12638.46,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,130.55,130.55,30.0,160.55,1799.1,1798.0,49.61,77.3,49.59,2612,76.28,1062,77.12,77.18,22143.23,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,107.3,107.3,30.0,137.3,1307.18,1307.0,43.86,75.26,43.84,2147,73.0,477,74.2,74.91,20741.04,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,88.35,88.35,30.0,118.35,981.18,980.0,39.98,77.24,39.96,1768,76.06,290,77.06,77.18,14189.56,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,31,30,07/0570530,70530,5014,UP,工作日平峰,0.0,84.4,84.4,30.0,114.4,864.77,865.0,36.89,72.61,36.86,1689,71.23,245,72.36,72.53,16432.77,217.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
