section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,30,31,07/0570530,0,2355,mps,43.66,62.52,1109,0.92,63.69,63.47,62.79,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,30,31,07/0570530,0,3026,mps,48.07,62.65,1798,0.92,63.41,63.38,63.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,30,31,07/0570530,0,2102,mps,45.61,76.08,622,0.92,77.07,76.99,76.57,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,30,31,07/0570530,0,1593,mps,37.41,69.91,300,0.92,71.65,71.54,70.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,30,31,07/0570530,0,2628,mps,50.97,75,1157,0.92,76.41,76.04,75.45,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,30,31,07/0570530,0,1897,mps,41.26,73.58,438,0.92,77.11,76.99,74.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,30,31,07/0570530,0,1789,mps,39.63,74.01,316,0.92,77.24,77.14,74.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,30,31,07/0570530,0,2554,mps,51.09,75.81,1104,0.92,76.86,76.56,76.15,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,30,31,07/0570530,0,1954,mps,43.08,76.41,482,0.92,77.23,77.2,77.04,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,30,31,07/0570530,0,2219,mps,47.12,76.71,722,0.92,77.27,77.21,77.18,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,30,31,07/0570530,0,2037,mps,42.9,70.87,641,0.92,71.56,71.48,71.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,30,31,07/0570530,0,1794,mps,38.46,65.44,516,0.92,66.88,66.74,66.11,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,30,31,07/0570530,0,2612,mps,49.59,76.28,1062,0.92,77.3,77.18,77.12,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,30,31,07/0570530,0,2147,mps,43.84,73,477,0.92,75.26,74.91,74.2,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,30,31,07/0570530,0,1768,mps,39.96,76.06,290,0.92,77.24,77.18,77.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,30,31,07/0570530,0,1689,mps,36.86,71.23,245,0.92,72.61,72.53,72.36,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,30,31,07/0570530,0,1551,mps,33.66,66.09,203,0.92,67.75,67.68,67.18,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,30,31,07/0570530,0,2304,mps,48.5,76.48,838,0.92,77.11,77.04,76.99,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,30,31,07/0570530,0,1809,mps,39.59,75.09,245,0.92,77.04,76.99,76.65,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,30,31,07/0570530,0,2630,mps,51.39,76.03,1146,0.92,76.54,76.5,76.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,30,31,07/0570530,0,1976,mps,39.36,61.9,690,0.92,62.71,62.48,62.34,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
