station_pair,target_l_from_data_m,class3_time_median_s,class3_target_time_s,class3_peak_speed_ref_mps,class3_peak_speed_ref_kmh,T_acc_ref_s,T_mid_ref_s,T_br_ref_s,D_acc_ref_m,D_mid_ref_m,D_br_ref_m,ref_curve_distance_m,mass_median,n_runs_class3
同德路-石碶,1351.877986111111,108.2,109.0,18.55794423814103,66.8085992573077,29.900000000000002,41.89999999999999,36.400000000000006,251.88394925848252,771.48970622367,328.84890501059454,1352.2225604927444,215.24,13
