run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,109.2,1351.9809,215.34,2185
07/0850708|50708|5012|UP,108.2,1352.8202,215.34,2165
07/0850710|50710|5012|UP,107.15,1351.8392,215.24,2144
07/0951906|51906|5012|UP,109.1,1351.878,215.24,2183
07/0951908|51908|5012|UP,108.8,1351.8281,215.24,2177
07/0951910|51910|5012|UP,107.9,1351.5239,215.24,2159
07/0951914|51914|5012|UP,107.95,1352.4721,215.24,2160
07/1053004|53004|5012|UP,109.45,1351.856,215.34,2190
07/1250510|50510|5012|UP,107.05,1351.8258,215.24,2142
07/1251002|51002|5012|UP,109.0,1351.2507,215.44,2181
07/1251006|51006|5012|UP,107.2,1352.2178,215.44,2145
07/1251008|51008|5012|UP,107.9,1351.9091,215.24,2159
07/1251014|51014|5012|UP,108.2,1352.2253,215.24,2165
