trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
60,布政-张家潭,UP060_20240710_213643_R3238,3238,2024-07-10 21:36:43,2024-07-10 21:38:43,5012,119.45,13202.377793673613,13332.882680956856,215.24,4,1,
60,张家潭-同德路,UP060_20240710_213643_R3238,3239,2024-07-10 21:39:09,2024-07-10 21:41:47,5012,158.4,13988.2542390625,14457.508144117463,215.24,4,1,
60,同德路-石碶,UP060_20240710_213643_R3238,3240,2024-07-10 21:42:15,2024-07-10 21:44:04,5012,108.55,11918.691339756944,12001.060436958394,215.24,3,1,
60,石碶-雅渡,UP060_20240710_213643_R3238,3241,2024-07-10 21:44:35,2024-07-10 21:46:02,5012,87.55,10784.316713465278,10823.869365235507,215.24,4,1,
60,雅渡-庙堰,UP060_20240710_213643_R3238,3242,2024-07-10 21:46:27,2024-07-10 21:48:43,5012,135.6,16666.72334175,16373.824591968776,215.24,4,1,
60,庙堰-钟公庙,UP060_20240710_213643_R3238,3243,2024-07-10 21:49:07,2024-07-10 21:50:43,5012,96.1,10195.676932111111,10437.220139637016,215.24,3,1,
60,钟公庙-鄞州区政府,UP060_20240710_213643_R3238,3244,2024-07-10 21:51:09,2024-07-10 21:52:41,5012,91.55,10458.259521187498,10233.80224129566,215.24,3,1,
60,鄞州区政府-钱湖南路,UP060_20240710_213643_R3238,3245,2024-07-10 21:53:16,2024-07-10 21:55:34,5012,137.5,15127.337641159722,15300.412146813578,215.94,4,1,
60,钱湖南路-南高教园区,UP060_20240710_213643_R3238,3246,2024-07-10 21:55:59,2024-07-10 21:57:40,5012,100.7,11663.510332826389,11722.516743681435,216.04,3,1,
60,南高教园区-下应路,UP060_20240710_213643_R3238,3247,2024-07-10 21:58:12,2024-07-10 22:00:08,5012,115.9,16282.237753243056,16856.168101306488,215.94,3,1,
60,下应路-大洋江,UP060_20240710_213643_R3238,3248,2024-07-10 22:00:37,2024-07-10 22:02:24,5012,107.05,9208.754641979167,9078.787819373167,215.94,3,1,
60,大洋江-泗港,UP060_20240710_213643_R3238,3249,2024-07-10 22:02:52,2024-07-10 22:04:23,5012,91.25,10847.894848027778,10714.55904128796,215.74,3,1,
60,泗港-曹隘,UP060_20240710_213643_R3238,3250,2024-07-10 22:04:49,2024-07-10 22:07:06,5012,137.75,14818.796202777778,15396.898968056303,215.74,4,1,
60,曹隘-柳隘,UP060_20240710_213643_R3238,3251,2024-07-10 22:07:39,2024-07-10 22:09:32,5012,112.85,19041.923518,16364.639465951688,215.54,4,1,
60,柳隘-海晏北路,UP060_20240710_213643_R3238,3252,2024-07-10 22:10:02,2024-07-10 22:11:38,5012,96.7,9607.673295458331,9968.835315290702,215.64,4,1,
60,海晏北路-民安东路,UP060_20240710_213643_R3238,3253,2024-07-10 22:12:23,2024-07-10 22:13:47,5012,84.3,15461.503320833333,14210.887493092088,217.44,3,1,
60,民安东路-会展中心,UP060_20240710_213643_R3238,3254,2024-07-10 22:14:16,2024-07-10 22:15:34,5012,77.45,12325.23093051389,12068.153343538637,217.75,2,1,
60,会展中心-院士路,UP060_20240710_213643_R3238,3255,2024-07-10 22:16:04,2024-07-10 22:17:59,5012,114.9,14849.838115777779,14560.803422223265,217.72,3,1,
60,院士路-盎孟港,UP060_20240710_213643_R3238,3256,2024-07-10 22:18:28,2024-07-10 22:19:58,5012,90.4,18576.60068536111,17667.42979843989,216.94,3,1,
60,盎孟港-三官堂,UP060_20240710_213643_R3238,3257,2024-07-10 22:20:28,2024-07-10 22:22:47,5012,138.95,18283.295005923614,18483.050392382065,216.54,3,1,
60,三官堂-兴庄路,UP060_20240710_213643_R3238,3258,2024-07-10 22:23:22,2024-07-10 22:25:05,5012,102.9,10736.629433409724,11670.495184502683,216.04,3,1,
60,兴庄路-兴海南路,UP060_20240710_213643_R3238,3259,2024-07-10 22:25:36,2024-07-10 22:27:07,5012,91.15,11585.579850874998,11408.701455925391,215.54,3,1,
60,兴海南路-梅堰,UP060_20240710_213643_R3238,3260,2024-07-10 22:27:37,2024-07-10 22:28:59,5012,81.8,11948.558858826387,11868.486949471539,215.34,3,1,
60,梅堰-永茂路,UP060_20240710_213643_R3238,3261,2024-07-10 22:29:34,2024-07-10 22:35:04,5012,329.95,25621.77366215278,26595.976831267995,215.44,4,1,
60,永茂路-镇海大道,UP060_20240710_213643_R3238,3262,2024-07-10 22:35:31,2024-07-10 22:37:54,5012,142.8,17697.34447802778,18142.462148742296,215.34,2,1,
60,镇海大道-骆驼桥,UP060_20240710_213643_R3238,3263,2024-07-10 22:38:22,2024-07-10 22:40:18,5012,116.85,19817.533779868052,19549.687788128496,215.24,2,1,
