站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,26.06,26.0,0.06,119.45,12947.95,13202.38,13332.88,历史原始实测能耗,254.43,real,class3,class3,80,80,strong,real_only,215.24,UP060_20240710_213643_R3238,59.0,3238.0
张家潭-同德路,class2,148.0,28.01,28.0,0.01,158.4,17396.37,13988.25,14457.51,历史原始实测能耗,-3408.12,real,class2,class2,8,8,strong,real_only,215.24,UP060_20240710_213643_R3238,59.0,3239.0
同德路-石碶,class4,114.0,31.01,31.0,0.01,108.55,12843.99,11918.69,12001.06,历史原始实测能耗,-925.3,real,class4,class4,9,9,strong,real_only,215.24,UP060_20240710_213643_R3238,59.0,3240.0
石碶-雅渡,class2,80.0,25.01,25.0,0.01,87.55,11004.7,10784.32,10823.87,历史原始实测能耗,-220.38,real,class2,class2,38,38,strong,real_only,215.24,UP060_20240710_213643_R3238,59.0,3241.0
雅渡-庙堰,class4,139.0,24.01,24.0,0.01,135.6,18498.93,16666.72,16373.82,历史原始实测能耗,-1832.21,real,class4,class4,10,10,strong,real_only,215.24,UP060_20240710_213643_R3238,59.0,3242.0
庙堰-钟公庙,class3,96.0,26.01,26.0,0.01,96.1,12503.24,10195.68,10437.22,历史原始实测能耗,-2307.56,real,class3,class3,84,84,strong,real_only,215.24,UP060_20240710_213643_R3238,59.0,3243.0
钟公庙-鄞州区政府,class4,95.0,35.02,35.0,0.02,91.55,7671.67,10458.26,10233.8,历史原始实测能耗,2786.59,real,class4,class4,1,1,weak,real_only,215.24,UP060_20240710_213643_R3238,59.0,3244.0
鄞州区政府-钱湖南路,class3,132.1,25.01,25.0,0.01,137.5,16104.55,15127.34,15300.41,历史原始实测能耗,-977.21,real,class3,class3,62,62,strong,real_only,215.94,UP060_20240710_213643_R3238,59.0,3245.0
钱湖南路-南高教园区,class3,100.0,32.01,32.0,0.01,100.7,13910.37,11663.51,11722.52,历史原始实测能耗,-2246.86,real,class3,class3,63,63,strong,real_only,216.04,UP060_20240710_213643_R3238,59.0,3246.0
南高教园区-下应路,class3,114.0,29.01,29.0,0.01,115.9,19076.24,16282.24,16856.17,历史原始实测能耗,-2794.0,real,class3,class3,63,63,strong,real_only,215.94,UP060_20240710_213643_R3238,59.0,3247.0
下应路-大洋江,class3,106.0,28.01,28.0,0.01,107.05,11097.47,9208.75,9078.79,历史原始实测能耗,-1888.72,real,class3,class3,65,65,strong,real_only,215.94,UP060_20240710_213643_R3238,59.0,3248.0
