站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,26.05,26.0,0.05,119.45,12947.95,13202.38,13332.88,历史原始实测能耗,254.43,real,class3,class3,80,80,strong,energy_first,215.24,UP060_20240710_213643_R3238,59.0,3238.0
张家潭-同德路,class1,141.0,28.0,28.0,0.0,158.4,18108.33,13988.25,14457.51,历史原始实测能耗,-4120.08,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.24,UP060_20240710_213643_R3238,59.0,3239.0
同德路-石碶,class3,109.0,31.0,31.0,0.0,108.55,12861.48,11918.69,12001.06,历史原始实测能耗,-942.79,real,class3,class3,60,60,strong,energy_first,215.24,UP060_20240710_213643_R3238,59.0,3240.0
石碶-雅渡,class2,80.0,25.0,25.0,0.0,87.55,11004.7,10784.32,10823.87,历史原始实测能耗,-220.38,real,class2,class2,38,38,strong,energy_first,215.24,UP060_20240710_213643_R3238,59.0,3241.0
雅渡-庙堰,class2,129.0,24.0,24.0,0.0,135.6,20568.74,16666.72,16373.82,历史原始实测能耗,-3902.02,real,class2,class2,32,32,strong,energy_first,215.24,UP060_20240710_213643_R3238,59.0,3242.0
庙堰-钟公庙,class3,96.0,26.0,26.0,0.0,96.1,12503.24,10195.68,10437.22,历史原始实测能耗,-2307.56,real,class3,class3,84,84,strong,energy_first,215.24,UP060_20240710_213643_R3238,59.0,3243.0
钟公庙-鄞州区政府,class5,99.0,35.0,35.0,0.0,91.55,5801.07,10458.26,10233.8,历史原始实测能耗,4657.19,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.24,UP060_20240710_213643_R3238,59.0,3244.0
鄞州区政府-钱湖南路,class3,132.1,25.0,25.0,0.0,137.5,16104.55,15127.34,15300.41,历史原始实测能耗,-977.21,real,class3,class3,62,62,strong,energy_first,215.94,UP060_20240710_213643_R3238,59.0,3245.0
钱湖南路-南高教园区,class3,100.0,32.0,32.0,0.0,100.7,13910.37,11663.51,11722.52,历史原始实测能耗,-2246.86,real,class3,class3,63,63,strong,energy_first,216.04,UP060_20240710_213643_R3238,59.0,3246.0
南高教园区-下应路,class4,120.0,29.0,29.0,0.0,115.9,17137.96,16282.24,16856.17,历史原始实测能耗,-855.72,extrapolated_adjacent,class3,class3,0,63,generated,energy_first,215.94,UP060_20240710_213643_R3238,59.0,3247.0
