站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,30.0,30.0,0.0,117.5,12947.63,13559.42,13109.88,历史原始实测能耗,611.79,real,class3,class3,80,80,strong,energy_first,215.24,UP001_20240701_055954_R1,0.0,1.0
张家潭-同德路,class4,158.9,30.0,30.0,0.0,150.85,16531.83,18515.56,17917.49,历史原始实测能耗,1983.73,extrapolated_adjacent,class3,class3,0,54,generated,energy_first,215.24,UP001_20240701_055954_R1,0.0,2.0
同德路-石碶,class3,109.0,29.0,29.0,0.0,110.95,13155.26,14539.57,14037.02,历史原始实测能耗,1384.31,real,class3,class3,60,60,strong,energy_first,215.44,UP001_20240701_055954_R1,0.0,3.0
石碶-雅渡,class2,80.0,30.0,30.0,0.0,78.75,11129.1,12360.41,12213.85,历史原始实测能耗,1231.31,real,class2,class2,38,38,strong,energy_first,215.74,UP001_20240701_055954_R1,0.0,4.0
雅渡-庙堰,class3,131.9,29.0,29.0,0.0,133.9,19883.85,20522.66,19173.05,历史原始实测能耗,638.81,real,class3,class3,67,67,strong,energy_first,215.84,UP001_20240701_055954_R1,0.0,5.0
庙堰-钟公庙,class3,96.0,30.0,30.0,0.0,96.45,12616.24,12989.32,12832.96,历史原始实测能耗,373.08,real,class3,class3,84,84,strong,energy_first,216.34,UP001_20240701_055954_R1,0.0,6.0
钟公庙-鄞州区政府,class3,90.0,39.0,39.0,0.0,90.7,10446.31,10303.7,10213.35,历史原始实测能耗,-142.61,real,class3,class3,108,108,strong,energy_first,217.1,UP001_20240701_055954_R1,0.0,7.0
鄞州区政府-钱湖南路,class2,128.0,29.0,29.0,0.0,127.25,18696.62,19266.81,18611.95,历史原始实测能耗,570.19,real,class2,class2,45,45,strong,energy_first,217.0,UP001_20240701_055954_R1,0.0,8.0
钱湖南路-南高教园区,class3,100.0,34.0,34.0,0.0,97.3,13742.64,15347.01,14851.69,历史原始实测能耗,1604.37,real,class3,class3,63,63,strong,energy_first,217.11,UP001_20240701_055954_R1,0.0,9.0
南高教园区-下应路,class3,114.0,29.0,29.0,0.0,110.8,18652.31,21656.35,21138.24,历史原始实测能耗,3004.04,real,class3,class3,63,63,strong,energy_first,217.9,UP001_20240701_055954_R1,0.0,10.0
下应路-大洋江,class2,101.0,29.0,29.0,0.0,105.55,13617.22,12896.94,12573.05,历史原始实测能耗,-720.28,real,class2,class2,41,41,strong,energy_first,218.5,UP001_20240701_055954_R1,0.0,11.0
大洋江-泗港,class3,92.0,29.0,29.0,0.0,91.4,10963.47,12053.27,11762.41,历史原始实测能耗,1089.8,real,class3,class3,99,99,strong,energy_first,219.2,UP001_20240701_055954_R1,0.0,12.0
泗港-曹隘,class4,137.0,31.0,31.0,0.0,134.8,23328.85,23129.68,22994.87,历史原始实测能耗,-199.17,real,class4,class4,82,82,strong,energy_first,219.1,UP001_20240701_055954_R1,0.0,13.0
曹隘-柳隘,class3,108.0,29.0,29.0,0.0,106.0,20212.59,21350.68,21100.77,历史原始实测能耗,1138.09,real,class3,class3,38,38,strong,energy_first,218.7,UP001_20240701_055954_R1,0.0,14.0
柳隘-海晏北路,class3,92.0,44.0,44.0,0.0,89.4,11659.18,14467.67,14473.81,历史原始实测能耗,2808.49,real,class3,class3,35,35,strong,energy_first,218.8,UP001_20240701_055954_R1,0.0,15.0
海晏北路-民安东路,class4,89.0,29.0,29.0,0.0,83.9,12388.38,15906.41,15685.1,历史原始实测能耗,3518.03,extrapolated_adjacent,class3,class3,0,41,generated,energy_first,216.8,UP001_20240701_055954_R1,0.0,16.0
民安东路-会展中心,class4,83.0,30.0,30.0,0.0,76.6,6860.58,12285.91,12156.84,历史原始实测能耗,5425.33,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,216.14,UP001_20240701_055954_R1,0.0,17.0
会展中心-院士路,class3,115.0,29.0,29.0,0.0,114.9,14931.93,14892.68,14658.2,历史原始实测能耗,-39.25,real,class3,class3,104,104,strong,energy_first,216.34,UP001_20240701_055954_R1,0.0,18.0
院士路-盎孟港,class3,91.0,30.0,30.0,0.0,90.85,17856.44,19915.72,19786.37,历史原始实测能耗,2059.28,real,class3,class3,99,99,strong,energy_first,216.34,UP001_20240701_055954_R1,0.0,19.0
盎孟港-三官堂,class3,138.9,30.0,30.0,0.0,130.65,17115.04,19445.71,18902.71,历史原始实测能耗,2330.67,real,class3,class3,52,52,strong,energy_first,216.24,UP001_20240701_055954_R1,0.0,20.0
三官堂-兴庄路,class1,94.0,31.0,31.0,0.0,101.45,13114.94,10839.37,10637.52,历史原始实测能耗,-2275.57,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,215.94,UP001_20240701_055954_R1,0.0,21.0
兴庄路-兴海南路,class2,87.0,29.0,29.0,0.0,91.35,15816.73,11733.56,11582.03,历史原始实测能耗,-4083.17,real,class2,class2,30,30,strong,energy_first,215.34,UP001_20240701_055954_R1,0.0,22.0
兴海南路-梅堰,class3,82.0,35.0,35.0,0.0,82.3,11310.93,13074.04,12999.34,历史原始实测能耗,1763.11,real,class3,class3,73,73,strong,energy_first,215.44,UP001_20240701_055954_R1,0.0,23.0
梅堰-永茂路,class3,313.0,27.0,27.0,0.0,329.6,29923.51,26228.95,26022.75,历史原始实测能耗,-3694.56,real,class3,class3,20,20,strong,energy_first,215.34,UP001_20240701_055954_R1,0.0,24.0
永茂路-镇海大道,class2,141.0,27.0,27.0,0.0,142.6,17124.26,17480.31,17122.83,历史原始实测能耗,356.05,real,class2,class2,59,59,strong,energy_first,215.34,UP001_20240701_055954_R1,0.0,25.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.9,20051.62,20094.22,19705.22,历史原始实测能耗,42.6,real,class2,class2,101,101,strong,energy_first,215.34,UP001_20240701_055954_R1,0.0,26.0
--- 总计 ---,节能率: 4.89%,3002.7,768.0,768.0,0.0,3770.7,404077.46,424855.93,416263.3,历史原始实测能耗,20778.47,,,,,,,energy_first,,,,
