站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,28.5,30.0,-1.5,117.5,12947.63,13559.42,13109.88,历史原始实测能耗,611.79,real,class3,class3,80,80,strong,real_only,215.24,UP001_20240701_055954_R1,0.0,1.0
张家潭-同德路,class2,148.0,28.5,30.0,-1.5,150.85,17599.22,18515.56,17917.49,历史原始实测能耗,916.34,real,class2,class2,8,8,strong,real_only,215.24,UP001_20240701_055954_R1,0.0,2.0
同德路-石碶,class3,109.0,27.55,29.0,-1.45,110.95,13155.26,14539.57,14037.02,历史原始实测能耗,1384.31,real,class3,class3,60,60,strong,real_only,215.44,UP001_20240701_055954_R1,0.0,3.0
石碶-雅渡,class2,80.0,28.5,30.0,-1.5,78.75,11129.1,12360.41,12213.85,历史原始实测能耗,1231.31,real,class2,class2,38,38,strong,real_only,215.74,UP001_20240701_055954_R1,0.0,4.0
雅渡-庙堰,class4,139.0,27.55,29.0,-1.45,133.9,18200.35,20522.66,19173.05,历史原始实测能耗,2322.31,real,class4,class4,10,10,strong,real_only,215.84,UP001_20240701_055954_R1,0.0,5.0
庙堰-钟公庙,class3,96.0,28.5,30.0,-1.5,96.45,12616.24,12989.32,12832.96,历史原始实测能耗,373.08,real,class3,class3,84,84,strong,real_only,216.34,UP001_20240701_055954_R1,0.0,6.0
钟公庙-鄞州区政府,class4,95.0,37.05,39.0,-1.95,90.7,8062.65,10303.7,10213.35,历史原始实测能耗,2241.05,real,class4,class4,1,1,weak,real_only,217.1,UP001_20240701_055954_R1,0.0,7.0
鄞州区政府-钱湖南路,class3,132.1,27.55,29.0,-1.45,127.25,16248.1,19266.81,18611.95,历史原始实测能耗,3018.71,real,class3,class3,62,62,strong,real_only,217.0,UP001_20240701_055954_R1,0.0,8.0
钱湖南路-南高教园区,class3,100.0,32.3,34.0,-1.7,97.3,13742.64,15347.01,14851.69,历史原始实测能耗,1604.37,real,class3,class3,63,63,strong,real_only,217.11,UP001_20240701_055954_R1,0.0,9.0
南高教园区-下应路,class3,114.0,27.55,29.0,-1.45,110.8,18652.31,21656.35,21138.24,历史原始实测能耗,3004.04,real,class3,class3,63,63,strong,real_only,217.9,UP001_20240701_055954_R1,0.0,10.0
下应路-大洋江,class3,106.0,27.55,29.0,-1.45,105.55,11565.61,12896.94,12573.05,历史原始实测能耗,1331.33,real,class3,class3,65,65,strong,real_only,218.5,UP001_20240701_055954_R1,0.0,11.0
大洋江-泗港,class3,92.0,27.55,29.0,-1.45,91.4,10963.47,12053.27,11762.41,历史原始实测能耗,1089.8,real,class3,class3,99,99,strong,real_only,219.2,UP001_20240701_055954_R1,0.0,12.0
泗港-曹隘,class4,137.0,29.45,31.0,-1.55,134.8,23328.85,23129.68,22994.87,历史原始实测能耗,-199.17,real,class4,class4,82,82,strong,real_only,219.1,UP001_20240701_055954_R1,0.0,13.0
曹隘-柳隘,class4,113.0,27.55,29.0,-1.45,106.0,16212.44,21350.68,21100.77,历史原始实测能耗,5138.24,real,class4,class4,1,1,weak,real_only,218.7,UP001_20240701_055954_R1,0.0,14.0
柳隘-海晏北路,class3,92.0,41.8,44.0,-2.2,89.4,11659.18,14467.67,14473.81,历史原始实测能耗,2808.49,real,class3,class3,35,35,strong,real_only,218.8,UP001_20240701_055954_R1,0.0,15.0
海晏北路-民安东路,class3,85.0,27.55,29.0,-1.45,83.9,14767.65,15906.41,15685.1,历史原始实测能耗,1138.76,real,class3,class3,41,41,strong,real_only,216.8,UP001_20240701_055954_R1,0.0,16.0
民安东路-会展中心,class3,79.0,28.5,30.0,-1.5,76.6,11576.69,12285.91,12156.84,历史原始实测能耗,709.22,real,class3,class3,8,8,strong,real_only,216.14,UP001_20240701_055954_R1,0.0,17.0
会展中心-院士路,class3,115.0,27.55,29.0,-1.45,114.9,14931.93,14892.68,14658.2,历史原始实测能耗,-39.25,real,class3,class3,104,104,strong,real_only,216.34,UP001_20240701_055954_R1,0.0,18.0
院士路-盎孟港,class3,91.0,28.5,30.0,-1.5,90.85,17856.44,19915.72,19786.37,历史原始实测能耗,2059.28,real,class3,class3,99,99,strong,real_only,216.34,UP001_20240701_055954_R1,0.0,19.0
盎孟港-三官堂,class2,132.0,28.5,30.0,-1.5,130.65,17622.71,19445.71,18902.71,历史原始实测能耗,1823.0,real,class2,class2,52,52,strong,real_only,216.24,UP001_20240701_055954_R1,0.0,20.0
三官堂-兴庄路,class3,104.0,29.45,31.0,-1.55,101.45,10509.75,10839.37,10637.52,历史原始实测能耗,329.62,real,class3,class3,58,58,strong,real_only,215.94,UP001_20240701_055954_R1,0.0,21.0
兴庄路-兴海南路,class2,87.0,27.55,29.0,-1.45,91.35,15816.73,11733.56,11582.03,历史原始实测能耗,-4083.17,real,class2,class2,30,30,strong,real_only,215.34,UP001_20240701_055954_R1,0.0,22.0
兴海南路-梅堰,class3,82.0,33.25,35.0,-1.75,82.3,11310.93,13074.04,12999.34,历史原始实测能耗,1763.11,real,class3,class3,73,73,strong,real_only,215.44,UP001_20240701_055954_R1,0.0,23.0
梅堰-永茂路,class4,329.0,25.65,27.0,-1.35,329.6,26368.47,26228.95,26022.75,历史原始实测能耗,-139.52,real,class4,class4,26,26,strong,real_only,215.34,UP001_20240701_055954_R1,0.0,24.0
永茂路-镇海大道,class2,141.0,25.65,27.0,-1.35,142.6,17124.26,17480.31,17122.83,历史原始实测能耗,356.05,real,class2,class2,59,59,strong,real_only,215.34,UP001_20240701_055954_R1,0.0,25.0
镇海大道-骆驼桥,class4,128.0,0.0,0.0,0.0,116.9,17274.17,20094.22,19705.22,历史原始实测能耗,2820.05,real,class4,class4,1,1,weak,real_only,215.34,UP001_20240701_055954_R1,0.0,26.0
--- 总计 ---,节能率: 7.91%,3041.1,729.5999999999999,768.0,-38.4,3770.7,391242.78,424855.93,416263.3,历史原始实测能耗,33613.15,,,,,,,real_only,,,,
