样本趟次数,可计算趟次数,全区间可比趟次数,部分区间可比趟次数,不可计算趟次数,代码历史回放能耗平均值(kWh),真实历史能耗平均值(kWh),误差平均值(kWh),误差率平均值(%),绝对误差平均值(kWh),绝对误差率平均值(%),代码历史回放能耗合计(kWh),真实历史能耗合计(kWh),合计误差(kWh),总体误差率(%)
25,23,18,5,2,412.459873,418.145213,-5.685340,-1.365063,5.956221,1.424675,9486.577080,9617.339890,-130.762810,-1.359657
