站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.83,30.0,-0.17,116.8,12947.63,13470.93,13698.58,历史原始实测能耗,523.3,real,class3,class3,80,80,strong,real_only,215.24,UP042_20240708_073251_R2252,41.0,2252.0
张家潭-同德路,class2,148.0,29.83,30.0,-0.17,150.8,17545.57,17564.43,17655.91,历史原始实测能耗,18.86,real,class2,class2,8,8,strong,real_only,215.94,UP042_20240708_073251_R2252,41.0,2253.0
同德路-石碶,class3,109.0,33.8,34.0,-0.2,106.15,13400.65,16328.44,16531.74,历史原始实测能耗,2927.79,real,class3,class3,60,60,strong,real_only,216.42,UP042_20240708_073251_R2252,41.0,2254.0
石碶-雅渡,class2,80.0,28.83,29.0,-0.17,79.25,10944.77,12340.67,12367.88,历史原始实测能耗,1395.9,real,class2,class2,38,38,strong,real_only,220.6,UP042_20240708_073251_R2252,41.0,2255.0
雅渡-庙堰,class2,129.0,28.83,29.0,-0.17,133.7,21441.23,20805.04,20574.9,历史原始实测能耗,-636.19,real,class2,class2,32,32,strong,real_only,222.3,UP042_20240708_073251_R2252,41.0,2256.0
庙堰-钟公庙,class3,96.0,28.83,29.0,-0.17,94.45,13328.86,17132.49,17262.95,历史原始实测能耗,3803.63,real,class3,class3,84,84,strong,real_only,225.9,UP042_20240708_073251_R2252,41.0,2257.0
钟公庙-鄞州区政府,class3,90.0,38.78,39.0,-0.22,89.8,10988.43,12508.22,12536.67,历史原始实测能耗,1519.79,real,class3,class3,108,108,strong,real_only,228.2,UP042_20240708_073251_R2252,41.0,2258.0
鄞州区政府-钱湖南路,class2,128.0,28.83,29.0,-0.17,128.45,20134.74,19610.14,20202.68,历史原始实测能耗,-524.6,real,class2,class2,45,45,strong,real_only,231.4,UP042_20240708_073251_R2252,41.0,2259.0
钱湖南路-南高教园区,class3,100.0,34.8,35.0,-0.2,97.05,15060.43,17206.48,17343.85,历史原始实测能耗,2146.05,real,class3,class3,63,63,strong,real_only,233.6,UP042_20240708_073251_R2252,41.0,2260.0
南高教园区-下应路,class2,110.0,29.83,30.0,-0.17,109.85,22593.22,23055.01,23085.51,历史原始实测能耗,461.79,real,class2,class2,44,44,strong,real_only,236.7,UP042_20240708_073251_R2252,41.0,2261.0
