站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
下应路-大洋江,class2,101.0,29.83,30.0,-0.17,101.25,15055.94,15086.76,15441.99,历史原始实测能耗,30.82,real,class2,class2,41,41,strong,real_only,238.6,UP042_20240708_073251_R2252,41.0,2262.0
大洋江-泗港,class3,92.0,29.83,30.0,-0.17,91.8,11627.81,12433.83,12293.21,历史原始实测能耗,806.02,real,class3,class3,99,99,strong,real_only,238.5,UP042_20240708_073251_R2252,41.0,2263.0
泗港-曹隘,class4,137.0,30.82,31.0,-0.18,130.8,24984.0,24521.01,24655.14,历史原始实测能耗,-462.99,real,class4,class4,82,82,strong,real_only,238.9,UP042_20240708_073251_R2252,41.0,2264.0
曹隘-柳隘,class2,106.0,29.83,30.0,-0.17,106.05,24276.93,23549.25,23554.57,历史原始实测能耗,-727.68,real,class2,class2,68,68,strong,real_only,243.1,UP042_20240708_073251_R2252,41.0,2265.0
柳隘-海晏北路,class3,92.0,44.74,45.0,-0.26,88.85,12849.97,16450.08,16609.79,历史原始实测能耗,3600.11,real,class3,class3,35,35,strong,real_only,244.9,UP042_20240708_073251_R2252,41.0,2266.0
海晏北路-民安东路,class3,85.0,28.83,29.0,-0.17,83.6,16962.27,17469.42,17660.4,历史原始实测能耗,507.15,real,class3,class3,41,41,strong,real_only,247.7,UP042_20240708_073251_R2252,41.0,2267.0
民安东路-会展中心,class2,76.0,29.83,30.0,-0.17,76.85,16745.66,13141.31,13190.09,历史原始实测能耗,-3604.35,real,class2,class2,96,96,strong,real_only,240.1,UP042_20240708_073251_R2252,40.0,2268.0
会展中心-院士路,class3,115.0,29.83,30.0,-0.17,114.65,15899.9,15882.84,15891.95,历史原始实测能耗,-17.06,real,class3,class3,104,104,strong,real_only,232.2,UP042_20240708_073251_R2252,40.0,2269.0
院士路-盎孟港,class3,91.0,29.83,30.0,-0.17,90.1,18393.57,20541.93,20453.22,历史原始实测能耗,2148.36,real,class3,class3,99,99,strong,real_only,225.2,UP042_20240708_073251_R2252,40.0,2270.0
盎孟港-三官堂,class2,132.0,29.83,30.0,-0.17,130.65,17873.2,17548.74,17720.57,历史原始实测能耗,-324.46,real,class2,class2,52,52,strong,real_only,219.02,UP042_20240708_073251_R2252,40.0,2271.0
三官堂-兴庄路,class2,99.0,30.82,31.0,-0.18,97.9,11637.12,11424.69,11620.15,历史原始实测能耗,-212.43,real,class2,class2,46,46,strong,real_only,216.94,UP042_20240708_073251_R2252,40.0,2272.0
兴庄路-兴海南路,class2,87.0,28.83,29.0,-0.17,88.9,15908.24,16175.61,16230.3,历史原始实测能耗,267.37,real,class2,class2,30,30,strong,real_only,216.04,UP042_20240708_073251_R2252,40.0,2273.0
兴海南路-梅堰,class3,82.0,28.83,29.0,-0.17,81.15,11329.91,13275.82,13366.42,历史原始实测能耗,1945.91,real,class3,class3,73,73,strong,real_only,215.64,UP042_20240708_073251_R2252,40.0,2274.0
梅堰-永茂路,class3,313.0,27.84,28.0,-0.16,318.4,29949.07,28650.25,29450.17,历史原始实测能耗,-1298.82,real,class3,class3,20,20,strong,real_only,215.64,UP042_20240708_073251_R2252,32.0,2275.0
永茂路-镇海大道,class2,141.0,26.84,27.0,-0.16,141.6,17143.42,17804.94,17725.46,历史原始实测能耗,661.52,real,class2,class2,59,59,strong,real_only,215.64,UP042_20240708_073251_R2252,40.0,2276.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.7,20121.53,20426.9,20396.27,历史原始实测能耗,305.37,real,class2,class2,101,101,strong,real_only,215.54,UP042_20240708_073251_R2252,40.0,2277.0
--- 总计 ---,节能率: 3.36%,2970.0,768.5500000000001,773.0,-4.45,3738.5499999999997,439144.07,454405.23,457520.37,历史原始实测能耗,15261.16,,,,,,,real_only,,,,
