section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,12,13,07/0270212,0,2268,mps,45.35,73.48,178,0.92,75.66,75.55,72.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,12,13,07/0270212,0,2949,mps,49.33,65.77,1676,0.92,67.14,66.84,66.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,12,13,07/0270212,0,2103,mps,45.57,76.19,600,0.92,77.54,77.48,76.76,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,12,13,07/0270212,0,1675,mps,35.6,68.23,159,0.92,70.26,70.17,68.38,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,12,13,07/0270212,0,2583,mps,51.89,77.27,1096,0.92,77.96,77.88,77.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,12,13,07/0270212,0,1893,mps,41.37,74.3,422,0.92,77.73,77.55,74.9,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,12,13,07/0270212,0,1772,mps,40.02,75.24,308,0.92,77.68,77.6,75.49,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,12,13,07/0270212,0,2561,mps,50.95,75.99,1102,0.92,77.41,77.23,76.66,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,12,13,07/0270212,0,1945,mps,43.29,76.91,474,0.92,77.7,77.65,77.56,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,12,13,07/0270212,0,2220,mps,47.11,77.12,710,0.92,77.73,77.68,77.63,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,12,13,07/0270212,0,2030,mps,43.06,71.37,640,0.92,71.93,71.9,71.85,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,12,13,07/0270212,0,1821,mps,37.89,60.96,618,0.92,63.06,62.91,61.66,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,12,13,07/0270212,0,2678,mps,48.38,76.8,965,0.92,77.85,77.63,77.48,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,12,13,07/0270212,0,2134,mps,44.13,73.52,468,0.92,75.75,75.35,74.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,12,13,07/0270212,0,1774,mps,39.81,76.53,284,0.92,77.7,77.66,77.53,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,12,13,07/0270212,0,1677,mps,37.15,71.53,210,0.92,73.49,73.37,72.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,12,13,07/0270212,0,1533,mps,34.07,67.72,186,0.92,69.57,69.45,68.23,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,12,13,07/0270212,0,2300,mps,48.61,77.01,825,0.92,77.66,77.61,77.55,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,12,13,07/0270212,0,1784,mps,40.17,75.42,241,0.92,77.51,77.45,76.9,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,12,13,07/0270212,0,2617,mps,51.66,76.12,1132,0.92,77.04,76.85,76.73,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,12,13,07/0270212,0,1970,mps,39.52,61.86,675,0.92,63.02,62.94,62.36,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,12,13,07/0270212,0,1759,mps,39.29,71.23,363,0.92,72.13,72.07,72.02,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,12,13,07/0270212,0,1627,mps,36.91,75.37,148,0.92,77.5,77.41,75.36,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
24,梅堰-永茂路,12,13,07/0370312,0,6600,mps,40.1,55.1,2096,0.92,57.17,55.55,55.39,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx,
25,永茂路-镇海大道,12,13,07/0270212,0,2839,mps,54.08,77.21,1328,0.92,77.62,77.57,77.54,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,12,13,07/0270212,0,2342,mps,49.09,77.24,868,0.92,77.79,77.73,77.65,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
