站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,113.35,113.35,30.0,143.35,1428.65,1428.0,45.37,75.66,45.35,2268,73.48,178,72.8,75.55,16012.07,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,147.4,147.4,30.0,177.4,2020.57,2017.0,49.35,67.14,49.33,2949,65.77,1676,66.71,66.84,18143.43,215.44,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,105.1,105.1,30.0,135.1,1330.92,1332.0,45.59,77.54,45.57,2103,76.19,600,76.76,77.48,15111.84,215.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,83.7,83.7,30.0,113.7,828.26,827.0,35.62,70.26,35.6,1675,68.23,159,68.38,70.17,13124.7,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,129.1,129.1,30.0,159.1,1861.53,1860.0,51.91,77.96,51.89,2583,77.27,1096,77.75,77.88,21677.8,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,94.6,94.6,30.0,124.6,1087.71,1086.0,41.39,77.73,41.37,1893,74.3,422,74.9,77.55,16162.23,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,88.55,88.55,30.0,118.55,985.01,984.0,40.05,77.68,40.02,1772,75.24,308,75.49,77.6,13726.31,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,128.0,128.0,30.0,158.0,1812.38,1811.0,50.97,77.41,50.95,2561,75.99,1102,76.66,77.23,19434.09,216.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,97.2,97.2,30.0,127.2,1169.31,1155.0,43.31,77.7,43.29,1945,76.91,474,77.56,77.65,15882.93,217.02,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,13,12,07/0270212,70212,5014,UP,工作日平峰,0.0,110.95,110.95,30.0,140.95,1452.49,1452.0,47.13,77.73,47.11,2220,77.12,710,77.63,77.68,20913.28,216.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
