站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,30.0,30.0,0.0,117.55,12947.63,13943.57,13717.06,历史原始实测能耗,995.94,real,class3,class3,80,80,strong,real_only,215.24,UP010_20240702_094840_R494,9.0,494.0
张家潭-同德路,class2,148.0,30.0,30.0,0.0,150.15,17599.22,17920.7,17849.64,历史原始实测能耗,321.48,real,class2,class2,8,8,strong,real_only,215.24,UP010_20240702_094840_R494,9.0,495.0
同德路-石碶,class3,109.0,34.0,34.0,0.0,110.75,13094.43,12941.2,12559.34,历史原始实测能耗,-153.23,real,class3,class3,60,60,strong,real_only,215.24,UP010_20240702_094840_R494,9.0,496.0
石碶-雅渡,class2,80.0,29.0,29.0,0.0,83.65,11015.21,13296.54,13139.97,历史原始实测能耗,2281.33,real,class2,class2,38,38,strong,real_only,215.24,UP010_20240702_094840_R494,9.0,497.0
雅渡-庙堰,class2,129.0,31.0,31.0,0.0,130.05,20493.52,21366.44,20551.87,历史原始实测能耗,872.92,real,class2,class2,32,32,strong,real_only,215.34,UP010_20240702_094840_R494,9.0,498.0
庙堰-钟公庙,class3,96.0,30.0,30.0,0.0,94.95,12463.44,12998.15,12669.84,历史原始实测能耗,534.71,real,class3,class3,84,84,strong,real_only,215.44,UP010_20240702_094840_R494,9.0,499.0
钟公庙-鄞州区政府,class4,95.0,40.0,40.0,0.0,90.6,7956.11,10119.27,9996.86,历史原始实测能耗,2163.16,real,class4,class4,1,1,weak,real_only,215.34,UP010_20240702_094840_R494,9.0,500.0
鄞州区政府-钱湖南路,class3,132.1,30.0,30.0,0.0,131.45,16036.09,16776.86,16453.78,历史原始实测能耗,740.77,real,class3,class3,62,62,strong,real_only,215.54,UP010_20240702_094840_R494,9.0,501.0
钱湖南路-南高教园区,class3,100.0,35.0,35.0,0.0,100.1,13575.18,13823.46,13511.21,历史原始实测能耗,248.28,real,class3,class3,63,63,strong,real_only,215.54,UP010_20240702_094840_R494,9.0,502.0
南高教园区-下应路,class3,114.0,30.0,30.0,0.0,114.95,18386.62,18594.0,18334.23,历史原始实测能耗,207.38,real,class3,class3,63,63,strong,real_only,215.54,UP010_20240702_094840_R494,9.0,503.0
下应路-大洋江,class2,101.0,29.0,29.0,0.0,105.45,13296.34,11412.75,11124.65,历史原始实测能耗,-1883.59,real,class2,class2,41,41,strong,real_only,215.84,UP010_20240702_094840_R494,9.0,504.0
大洋江-泗港,class3,92.0,30.0,30.0,0.0,93.1,10749.73,10707.05,10501.44,历史原始实测能耗,-42.68,real,class3,class3,99,99,strong,real_only,215.94,UP010_20240702_094840_R494,9.0,505.0
泗港-曹隘,class4,137.0,31.0,31.0,0.0,134.05,22951.01,22613.5,22522.13,历史原始实测能耗,-337.51,real,class4,class4,82,82,strong,real_only,215.84,UP010_20240702_094840_R494,9.0,506.0
曹隘-柳隘,class4,113.0,29.0,29.0,0.0,106.95,15975.51,20941.62,20709.07,历史原始实测能耗,4966.11,real,class4,class4,1,1,weak,real_only,215.94,UP010_20240702_094840_R494,9.0,507.0
