站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
柳隘-海晏北路,class3,92.0,45.0,45.0,0.0,88.7,11489.6,14562.57,14636.59,历史原始实测能耗,3072.97,real,class3,class3,35,35,strong,real_only,216.04,UP010_20240702_094840_R494,9.0,508.0
海晏北路-民安东路,class3,85.0,29.0,29.0,0.0,83.85,14752.96,15744.23,15558.24,历史原始实测能耗,991.27,real,class3,class3,41,41,strong,real_only,216.64,UP010_20240702_094840_R494,9.0,509.0
民安东路-会展中心,class3,79.0,34.0,34.0,0.0,77.15,11650.32,12445.58,12373.08,历史原始实测能耗,795.26,real,class3,class3,8,8,strong,real_only,216.94,UP010_20240702_094840_R494,9.0,510.0
会展中心-院士路,class3,115.0,30.0,30.0,0.0,114.3,14971.59,14918.02,14799.32,历史原始实测能耗,-53.57,real,class3,class3,104,104,strong,real_only,216.84,UP010_20240702_094840_R494,9.0,511.0
院士路-盎孟港,class3,91.0,30.0,30.0,0.0,89.45,17839.57,18266.8,18131.95,历史原始实测能耗,427.23,real,class3,class3,99,99,strong,real_only,216.24,UP010_20240702_094840_R494,9.0,512.0
盎孟港-三官堂,class2,132.0,35.0,35.0,0.0,138.7,17573.5,16547.62,15995.11,历史原始实测能耗,-1025.88,real,class2,class2,52,52,strong,real_only,215.94,UP010_20240702_094840_R494,9.0,513.0
三官堂-兴庄路,class2,99.0,31.0,31.0,0.0,105.0,11523.06,10594.89,10389.54,历史原始实测能耗,-928.17,real,class2,class2,46,46,strong,real_only,215.54,UP010_20240702_094840_R494,9.0,514.0
兴庄路-兴海南路,class2,87.0,30.0,30.0,0.0,90.7,15800.9,12343.51,12157.55,历史原始实测能耗,-3457.39,real,class2,class2,30,30,strong,real_only,215.24,UP010_20240702_094840_R494,9.0,515.0
兴海南路-梅堰,class3,82.0,35.0,35.0,0.0,81.8,11291.65,13199.04,13085.89,历史原始实测能耗,1907.39,real,class3,class3,73,73,strong,real_only,215.24,UP010_20240702_094840_R494,9.0,516.0
梅堰-永茂路,class4,329.0,27.0,27.0,0.0,329.45,26368.07,25761.91,,历史原始实测能耗,-606.16,real,class4,class4,26,26,strong,real_only,215.34,UP010_20240702_094840_R494,6.0,517.0
永茂路-镇海大道,class2,141.0,28.0,28.0,0.0,141.75,17124.26,17806.25,17490.09,历史原始实测能耗,681.99,real,class2,class2,59,59,strong,real_only,215.34,UP010_20240702_094840_R494,9.0,518.0
镇海大道-骆驼桥,class4,128.0,0.0,0.0,0.0,116.5,17268.28,20571.82,20192.04,历史原始实测能耗,3303.54,real,class4,class4,1,1,weak,real_only,215.24,UP010_20240702_094840_R494,9.0,519.0
--- 总计 ---,节能率: 3.91%,3021.1,792.0,792.0,0.0,3813.1000000000004,394193.8,410217.35,378450.49,历史原始实测能耗,16023.55,,,,,,,real_only,,,,
