run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,134.25,1889.1629,215.64,2686
07/0850708|50708|5012|UP,128.45,1889.2075,215.44,2570
07/0850710|50710|5012|UP,134.4,1889.7276,215.34,2689
07/0951906|51906|5012|UP,130.15,1889.6252,215.44,2604
07/0951908|51908|5012|UP,134.05,1889.9119,215.64,2682
07/0951910|51910|5012|UP,133.95,1889.8858,215.94,2680
07/0951914|51914|5012|UP,128.4,1889.3277,215.74,2569
07/1053004|53004|5012|UP,128.85,1889.9369,215.44,2578
07/1250510|50510|5012|UP,129.35,1889.4139,216.04,2588
07/1251002|51002|5012|UP,129.5,1889.4909,215.54,2591
07/1251006|51006|5012|UP,129.6,1889.5404,216.04,2593
07/1251008|51008|5012|UP,129.5,1890.6066,216.34,2591
07/1251014|51014|5012|UP,129.5,1889.6036,215.54,2591
