t,v,s,t_global,station_pair
0.0,0.0,0.0,3359.4509517467504,梅堰-永茂路
0.05000352618668298,0.030002115712009787,0.0015001057856004895,3359.500955272937,梅堰-永茂路
0.10000705237336596,0.060004231424019575,0.004500317356801469,3359.5509587991237,梅堰-永茂路
0.15001057856004896,0.09000634713602937,0.009000634713602938,3359.6009623253103,梅堰-永茂路
0.20001410474673192,0.12000846284803915,0.015001057856004895,3359.650965851497,梅堰-永茂路
0.2500176309334149,0.15001057856004893,0.022501586784007342,3359.700969377684,梅堰-永茂路
0.3000211571200979,0.18001269427205874,0.03150222149761028,3359.7509729038707,梅堰-永茂路
0.3500246833067809,0.21001480998406852,0.042002961996813706,3359.8009764300573,梅堰-永茂路
0.40002820949346385,0.2400169256960783,0.05400380828161762,3359.850979956244,梅堰-永茂路
0.4500317356801468,0.2700190414080881,0.06750476035202202,3359.9009834824305,梅堰-永茂路
0.5000352618668298,0.30002115712009786,0.08250581820802691,3359.950987008617,梅堰-永茂路
0.5500387880535128,0.3300232728321077,0.0990069818496323,3360.000990534804,梅堰-永茂路
0.6000423142401958,0.3600253885441175,0.11700825127683817,3360.0509940609904,梅堰-永茂路
0.6500458404268787,0.39002750425612726,0.13650962648964454,3360.1009975871775,梅堰-永茂路
0.7000493666135618,0.42002961996813704,0.1575111074880514,3360.151001113364,梅堰-永茂路
0.7500528928002447,0.45003173568014676,0.18001269427205874,3360.201004639551,梅堰-永茂路
0.8000564189869277,0.4800338513921566,0.20401438684166656,3360.2510081657374,梅堰-永茂路
0.8500599451736107,0.5100359671041664,0.2295161851968749,3360.301011691924,梅堰-永茂路
0.9000634713602936,0.5400380828161762,0.2565180893376837,3360.3510152181107,梅堰-永茂路
0.9500669975469767,0.570040198528186,0.285020099264093,3360.4010187442973,梅堰-永茂路
1.0000705237336596,0.6000423142401957,0.3150222149761028,3360.451022270484,梅堰-永茂路
1.0500740499203427,0.6300444299522056,0.34652443647371306,3360.501025796671,梅堰-永茂路
1.1000775761070256,0.6600465456642154,0.37952676375692385,3360.5510293228576,梅堰-永茂路
1.1500811022937085,0.6900486613762251,0.4140291968257351,3360.6010328490443,梅堰-永茂路
1.2000846284803917,0.720050777088235,0.4500317356801468,3360.651036375231,梅堰-永茂路
1.2500881546670746,0.7500528928002448,0.48753438032015906,3360.7010399014175,梅堰-永茂路
1.3000916808537575,0.7800550085122545,0.5265371307457718,3360.751043427604,梅堰-永茂路
1.3500952070404404,0.8100571242242642,0.567039986956985,3360.801046953791,梅堰-永茂路
1.4000987332271235,0.8400592399362741,0.6090429489537987,3360.8510504799774,梅堰-永茂路
1.4501022594138064,0.8700613556482839,0.6525460167362129,3360.901054006164,梅堰-永茂路
1.5001057856004893,0.9000634713602935,0.6975491903042276,3360.951057532351,梅堰-永茂路
1.5501093117871725,0.9300655870723034,0.7440524696578428,3361.0010610585377,梅堰-永茂路
1.6001128379738554,0.9600677027843132,0.7920558547970584,3361.0510645847244,梅堰-永茂路
1.6501163641605383,0.9900698184963229,0.8415593457218746,3361.101068110911,梅堰-永茂路
1.7001198903472214,1.0200719342083329,0.8925629424322913,3361.1510716370976,梅堰-永茂路
1.7501234165339044,1.0500740499203427,0.9450666449283084,3361.2010751632843,梅堰-永茂路
1.8001269427205873,1.0800761656323523,0.999070453209926,3361.251078689471,梅堰-永茂路
1.8501304689072704,1.1100782813443624,1.0545743672771442,3361.3010822156575,梅堰-永茂路
1.9001339950939533,1.140080397056372,1.1115783871299627,3361.3510857418446,梅堰-永茂路
