站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,115.95,115.95,30.0,145.95,1450.76,1428.0,45.04,66.6,45.02,2320,64.91,1070,65.44,66.36,13880.26,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,151.35,151.35,30.0,181.35,2053.76,2017.0,48.85,65.07,48.83,3028,63.85,1743,64.74,64.85,17189.34,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,105.85,105.85,30.0,135.85,1352.53,1332.0,46.0,77.36,45.98,2118,74.91,683,75.35,77.25,15477.54,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,78.55,78.55,30.0,108.55,840.56,827.0,38.52,77.19,38.5,1572,73.67,195,74.25,76.94,13219.87,216.64,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,132.75,132.75,30.0,162.75,1889.81,1860.0,51.25,75.69,51.23,2656,72.89,1271,73.5,75.48,21271.6,216.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,94.6,94.6,30.0,124.6,1104.49,1086.0,42.03,78.86,42.01,1893,75.36,421,76.44,78.78,15967.47,217.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,89.55,89.55,30.0,119.55,999.24,984.0,40.17,76.57,40.15,1792,73.86,139,72.89,76.27,12906.39,219.62,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,126.95,126.95,30.0,156.95,1839.82,1811.0,52.17,78.6,52.15,2540,77.08,1100,77.78,78.39,19775.24,225.1,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,97.65,97.65,30.0,127.65,1187.68,1155.0,43.79,76.93,43.76,1954,74.69,517,75.2,76.51,16117.99,226.4,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,109.6,109.6,30.0,139.6,1473.78,1452.0,48.41,78.92,48.39,2193,78.31,698,78.84,78.87,20680.78,224.8,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,100.95,100.95,30.0,130.95,1232.99,1214.0,43.97,73.15,43.95,2020,72.5,637,73.0,73.09,14543.47,224.3,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,90.25,90.25,30.0,120.25,972.8,957.0,38.8,66.91,38.78,1806,64.12,509,64.53,66.74,12362.02,224.5,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,133.5,133.5,30.0,163.5,1826.64,1798.0,49.26,79.12,49.24,2671,78.05,962,78.8,78.89,23757.57,225.2,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,105.95,105.95,30.0,135.95,1327.83,1307.0,45.12,77.34,45.1,2120,74.96,443,75.78,77.09,21810.55,224.8,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,88.55,88.55,30.0,118.55,996.44,980.0,40.51,78.94,40.49,1772,77.7,286,78.73,78.87,15235.65,225.1,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,54,53,07/0970953,70953,5012,UP,工作日高峰,0.0,83.8,83.8,30.0,113.8,878.07,865.0,37.72,74.12,37.7,1677,72.67,242,73.79,74.06,17521.24,228.5,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,77.0,77.0,30.0,107.0,736.29,724.0,34.42,69.14,34.4,1541,67.6,198,68.88,69.06,12690.11,220.12,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,116.85,116.85,30.0,146.85,1576.19,1562.0,48.56,76.11,48.54,2338,74.12,923,74.62,75.9,14032.7,220.12,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,90.35,90.35,30.0,120.35,1010.03,994.0,40.24,77.29,40.22,1808,75.07,186,75.55,77.24,21425.72,219.22,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,138.85,138.85,30.0,168.85,1906.54,1877.0,49.43,68.95,49.41,2778,66.99,1483,67.44,68.66,16341.36,218.84,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,105.0,105.0,30.0,135.0,1097.66,1081.0,37.63,53.45,37.62,2101,52.7,1013,53.12,53.37,10517.4,218.42,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,92.3,92.3,30.0,122.3,973.2,958.0,37.96,61.29,37.94,1847,59.59,676,60.06,61.25,11349.65,217.82,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,82.3,82.3,30.0,112.3,846.21,833.0,37.02,73.62,36.99,1647,72.12,271,72.95,73.5,13228.41,217.42,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
梅堰-永茂路,54,53,07/1671653,71653,5014,UP,工作日平峰,0.0,330.3,330.3,30.0,360.3,3677.39,3676.0,40.08,57.73,40.07,6607,55.77,2059,55.95,56.2,25954.04,215.54,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx
永茂路-镇海大道,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,142.15,142.15,30.0,172.15,2164.46,2131.0,54.82,78.91,54.8,2844,78.39,1321,78.75,78.8,17760.43,217.02,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,54,53,07/0970953,70953,5012,UP,工作日低峰,0.0,117.15,117.15,0.0,117.15,1620.7,1593.0,49.8,78.91,49.78,2344,78.42,862,78.85,78.88,20574.01,216.32,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,2998.05,750.0,3748.05,37035.87,36502.0,44.47,79.12,,,,,,,435590.81,...,,,,
