section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,53,54,07/0970953,0,2320,mps,45.02,64.91,1070,0.92,66.6,66.36,65.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,53,54,07/0970953,0,3028,mps,48.83,63.85,1743,0.92,65.07,64.85,64.74,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,53,54,07/0970953,0,2118,mps,45.98,74.91,683,0.92,77.36,77.25,75.35,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,53,54,07/0970953,0,1572,mps,38.5,73.67,195,0.92,77.19,76.94,74.25,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,53,54,07/0970953,0,2656,mps,51.23,72.89,1271,0.92,75.69,75.48,73.5,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,53,54,07/0970953,0,1893,mps,42.01,75.36,421,0.92,78.86,78.78,76.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,53,54,07/0970953,0,1792,mps,40.15,73.86,139,0.92,76.57,76.27,72.89,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,53,54,07/0970953,0,2540,mps,52.15,77.08,1100,0.92,78.6,78.39,77.78,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,53,54,07/0970953,0,1954,mps,43.76,74.69,517,0.92,76.93,76.51,75.2,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,53,54,07/0970953,0,2193,mps,48.39,78.31,698,0.92,78.92,78.87,78.84,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
