站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,117.9,117.9,30.0,147.9,1451.88,1428.0,44.33,65.62,44.31,2359,63.68,1124,64.23,65.35,14190.53,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,150.8,150.8,30.0,180.8,2054.31,2017.0,49.04,66.54,49.03,3017,64.63,1719,65.62,66.17,17836.79,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,105.7,105.7,30.0,135.7,1352.64,1332.0,46.07,77.79,46.05,2115,75.12,661,75.52,77.65,14725.01,215.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,78.5,78.5,30.0,108.5,841.14,827.0,38.57,76.88,38.55,1571,73.37,202,74.0,76.59,13406.0,219.2,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,133.1,133.1,30.0,163.1,1890.39,1860.0,51.13,73.93,51.11,2663,72.46,1290,73.07,73.77,20735.16,221.1,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,93.8,93.8,30.0,123.8,1104.39,1086.0,42.39,78.81,42.36,1877,75.26,429,75.91,78.68,16329.94,224.0,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,91.3,91.3,30.0,121.3,1000.2,984.0,39.44,67.96,39.42,1827,65.22,541,65.46,67.83,10463.12,226.2,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,129.6,129.6,30.0,159.6,1840.05,1811.0,51.11,75.29,51.09,2593,74.24,1197,74.86,75.15,19639.23,230.2,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,96.9,96.9,30.0,126.9,1187.3,1155.0,44.11,78.98,44.09,1939,77.75,481,78.72,78.93,15986.55,233.4,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,111.9,111.9,30.0,141.9,1475.36,1452.0,47.46,76.5,47.44,2239,74.86,809,75.58,76.13,22091.09,235.4,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,101.55,101.55,30.0,131.55,1233.52,1214.0,43.73,72.62,43.71,2032,70.98,667,71.8,72.45,14567.49,237.21,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,92.6,92.6,30.0,122.6,973.0,957.0,37.83,58.68,37.81,1853,57.66,740,58.37,58.59,11468.42,236.3,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,112,111,07/2872911,72911,5012,UP,双休日低峰,0.0,137.7,137.7,30.0,167.7,1826.76,1798.0,47.76,78.91,47.74,2755,77.43,536,78.6,78.69,26916.88,215.24,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,112,111,07/2872911,72911,5012,UP,双休日低峰,0.0,112.4,112.4,30.0,142.4,1328.39,1307.0,42.55,62.85,42.53,2249,61.5,980,62.6,62.79,15598.47,215.24,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,112,111,07/2872911,72911,5012,UP,双休日低峰,0.0,94.95,94.95,30.0,124.95,996.1,980.0,37.77,59.22,37.75,1900,56.55,782,56.88,58.96,10522.34,215.24,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,112,111,07/2872911,72911,5012,UP,双休日低峰,0.0,88.7,88.7,30.0,118.7,878.13,865.0,35.64,56.24,35.62,1775,54.24,663,54.64,56.1,11346.44,215.64,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,76.6,76.6,30.0,106.6,736.68,724.0,34.62,68.04,34.6,1533,66.05,239,66.29,67.99,13254.13,241.82,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,115.05,115.05,30.0,145.05,1577.1,1562.0,49.35,78.92,49.33,2302,78.2,834,78.78,78.86,16213.87,232.8,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,89.55,89.55,30.0,119.55,1010.06,994.0,40.61,78.87,40.58,1792,76.85,238,78.31,78.84,19606.34,225.2,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,112,111,07/2973011,73011,5012,UP,工作日高峰,0.0,130.45,130.45,30.0,160.45,1907.21,1877.0,52.63,78.18,52.61,2610,77.09,1155,77.67,77.95,18275.38,219.42,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
