section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,111,112,07/2973011,0,2359,mps,44.31,63.68,1124,0.92,65.62,65.35,64.23,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,111,112,07/2973011,0,3017,mps,49.03,64.63,1719,0.92,66.54,66.17,65.62,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,111,112,07/2973011,0,2115,mps,46.05,75.12,661,0.92,77.79,77.65,75.52,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,111,112,07/2973011,0,1571,mps,38.55,73.37,202,0.92,76.88,76.59,74,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,111,112,07/2973011,0,2663,mps,51.11,72.46,1290,0.92,73.93,73.77,73.07,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,111,112,07/2973011,0,1877,mps,42.36,75.26,429,0.92,78.81,78.68,75.91,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,111,112,07/2973011,0,1827,mps,39.42,65.22,541,0.92,67.96,67.83,65.46,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,111,112,07/2973011,0,2593,mps,51.09,74.24,1197,0.92,75.29,75.15,74.86,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,111,112,07/2973011,0,1939,mps,44.09,77.75,481,0.92,78.98,78.93,78.72,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,111,112,07/2973011,0,2239,mps,47.44,74.86,809,0.92,76.5,76.13,75.58,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,111,112,07/2973011,0,2032,mps,43.71,70.98,667,0.92,72.62,72.45,71.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,111,112,07/2973011,0,1853,mps,37.81,57.66,740,0.92,58.68,58.59,58.37,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,111,112,07/2872911,1,2755,mps,47.74,77.43,536,0.92,78.91,78.69,78.6,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,111,112,07/2872911,1,2249,mps,42.53,61.5,980,0.92,62.85,62.79,62.6,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,111,112,07/2872911,1,1900,mps,37.75,56.55,782,0.92,59.22,58.96,56.88,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,111,112,07/2872911,1,1775,mps,35.62,54.24,663,0.92,56.24,56.1,54.64,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,111,112,07/2973011,0,1533,mps,34.6,66.05,239,0.92,68.04,67.99,66.29,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,111,112,07/2973011,0,2302,mps,49.33,78.2,834,0.92,78.92,78.86,78.78,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,111,112,07/2973011,0,1792,mps,40.58,76.85,238,0.92,78.87,78.84,78.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,111,112,07/2973011,0,2610,mps,52.61,77.09,1155,0.92,78.18,77.95,77.67,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,111,112,07/2973011,0,1962,mps,40.3,62.66,708,0.92,63.62,63.57,63.46,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,111,112,07/2973011,0,1793,mps,39.11,66.47,508,0.92,67.47,67.35,67.17,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
25,永茂路-镇海大道,111,112,07/2973011,0,2851,mps,54.67,78.29,1331,0.92,78.76,78.67,78.62,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,111,112,07/2973011,0,2341,mps,49.88,78.27,866,0.92,78.85,78.78,78.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
