run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,128.35,128.0,1.084902,0.752077,0.985502,21.941114,22.222222,0.281109
07/0850712|50712|5012|UP,127.65,128.0,1.436722,0.935954,0.973079,21.919444,22.222222,0.302778
07/0850714|50714|5012|UP,131.8,128.0,2.4884,1.406276,0.917842,21.931656,22.222222,0.290567
07/0951902|51902|5012|UP,132.55,128.0,2.601018,1.435178,0.911053,21.957993,22.222222,0.264229
07/0951904|51904|5012|UP,132.15,128.0,2.563679,1.417457,0.912983,21.962525,22.222222,0.259698
07/0951912|51912|5012|UP,131.3,128.0,2.459385,1.371766,0.9188,21.969444,22.222222,0.252778
07/1050304|50304|5012|UP,132.4,128.0,2.534992,1.422033,0.915476,21.930562,22.222222,0.29166
07/1053002|53002|5012|UP,128.7,128.0,1.226043,0.869624,0.982194,21.822984,22.222222,0.399239
07/1251004|51004|5012|UP,131.5,128.0,2.443834,1.374149,0.920015,21.951872,22.222222,0.27035
07/1251012|51012|5012|UP,127.45,128.0,1.446871,0.916121,0.972228,21.933333,22.222222,0.288889
