t_ref_s,v_ref_mps,v_ref_kmh,s_ref_m
0.0,0.0,0.0,0.0
0.05,0.07240555701848671,0.26066000526655214,0.0018101389254621678
0.1,0.1088205882858646,0.39175411782911257,0.006340792558070951
0.15000000000000002,0.14405408144443113,0.5185946931999521,0.012662659301328344
0.2,0.17814920288342645,0.6413371303803352,0.020717741409524787
0.25,0.2111491189920908,0.7601368283715269,0.030450199456412717
0.30000000000000004,0.24309699615966437,0.8751491861747918,0.0418063523352066
0.35000000000000003,0.2740360007753873,0.9865296027913943,0.05473467725858289
0.4,0.30400929922849984,1.0944334772225994,0.06918580975868006
0.45,0.3330600579082422,1.199016208469672,0.08511254368709861
0.5,0.36123144320385453,1.3004331955338764,0.10246983121490102
0.55,0.3885666215045771,1.3988398374164777,0.12121478283261182
0.6000000000000001,0.41510875919965007,1.4943915331187403,0.1413066673502175
0.65,0.4409010226783136,1.587243681641929,0.16270691189716657
0.7000000000000001,0.4659865783298079,1.6775516819873084,0.18537910192236962
0.75,0.49040859254337316,1.7654709331561433,0.20928898119419914
0.8,0.5142102317082496,1.8511568341496987,0.23440445180048972
0.85,0.5374346622136775,1.9347647839692392,0.2606955741485379
0.9,0.5601250504488968,2.0164501816160287,0.28813456696510226
0.9500000000000001,0.582324562803148,2.096368426091333,0.3166958072964034
1.0,0.604076365665671,2.1746749163964156,0.34635583050812385
1.05,0.6254236254257063,2.2515250515325427,0.37709333028540826
1.1,0.6464095084724939,2.327074230500978,0.40888915863286324
1.15,0.667077181195274,2.4014778523029867,0.44172632587455746
1.2000000000000002,0.687469809983287,2.4748913159398334,0.47559000065402146
1.2500000000000002,0.7076305612257593,2.5474700204127334,0.5104675099342476
1.3,0.7267369441402124,2.6162529989047645,0.5463266975683969
1.3499999999999999,0.7462865683027663,2.6866316458899586,0.5831522853794714
1.4000000000000001,0.7644803263817705,2.752129174974374,0.6209214577465848
1.45,0.7846602844620769,2.824777024063477,0.659649973017681
1.5,0.8054269863648178,2.899537150913344,0.6994021547883534
1.55,0.8259259909826583,2.97333356753757,0.7401859792220403
1.6,0.8454837406042254,3.0437414661752116,0.7819712225117124
1.6500000000000001,0.8647115492852208,3.1129615774267947,0.8247261047589485
1.7,0.8851421199883058,3.186511631957901,0.8684724464907867
1.7500000000000002,0.9067969826194641,3.2644691374300705,0.913270924055981
1.8,0.9288740480352795,3.343946572927006,0.9591626998223496
1.85,0.9502068968841817,3.420744828783054,1.0061397234453362
1.9000000000000001,0.9720924931405165,3.4995329753058595,1.0541972081959536
1.9500000000000002,0.9954052338951865,3.5834588420226714,1.1033846513718462
2.0,1.019249328615886,3.6692975830171894,1.1537510154346229
2.0500000000000003,1.0425621639411675,3.753223790188203,1.2052963027485493
2.1,1.066126800572634,3.8380564820614826,1.2580135268613943
2.1500000000000004,1.0913741648282427,3.9289469933816736,1.3119510509964163
2.2,1.116968156771132,4.021085364376075,1.3671596090364007
2.25,1.142218982883104,4.111988338379175,1.4236392875277566
2.3,1.167620478955085,4.203433724238306,1.4813852740737112
2.35,1.1932426139061396,4.295673410062102,1.5404068513952418
2.4000000000000004,1.2201339470623367,4.392482209424412,1.6007412654194537
2.45,1.24733894809602,4.490420213145672,1.6624280877984126
2.5000000000000004,1.273984834843777,4.586345405437597,1.7254611823719075
2.5500000000000003,1.3006677909910183,4.682404047567666,1.7898274980177773
2.6,1.3286843505964863,4.783263662147351,1.855561301557465
2.65,1.3567360588170543,4.8842498117413955,1.9226968117928036
2.6999999999999997,1.3841823769978734,4.983056557192344,1.9912197726881768
2.7500000000000004,1.411872334387965,5.082740403796674,2.0611211404728227
2.8000000000000003,1.4407948087985867,5.186861311674912,2.1324378190524866
2.85,1.4698903386551752,5.2916052191586305,2.2052049477388307
2.9,1.4993475641921528,5.39765123109175,2.279435895310014
2.95,1.5281359211664536,5.501289316199233,2.355122982443979
3.0,1.5570742223766347,5.605467200555885,2.4322532360325564
3.05,1.587043627427298,5.713357058738273,2.5108561822776547
