send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,19,,traceability,UP019_20240703_130112_R967,18,967,07/0370318,18,0,2323,cruise-avg,65.11,44.27,65.11,1054,66.14,65.88,65.62,0,65.11,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""65.11"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,19,,traceability,UP019_20240703_130112_R967,18,968,07/0370318,18,0,3002,cruise-avg,63.54,48.46,63.54,1707,65.31,65.05,64.33,0,63.54,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""63.54"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,19,,traceability,UP019_20240703_130112_R967,18,969,07/0370318,18,0,2206,cruise-avg,64.96,43.44,64.96,899,66.47,66.26,65.55,0,64.96,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""64.96"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,19,,traceability,UP019_20240703_130112_R967,18,970,07/0370318,18,0,1569,cruise-avg,70.7,37.96,70.7,288,72.23,72.11,71.53,0,70.7,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""70.7"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,19,,traceability,UP019_20240703_130112_R967,18,971,07/0370318,18,0,2696,cruise-avg,70.41,49.66,70.41,1286,72.95,72.71,71.03,0,70.41,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""70.41"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,19,,traceability,UP019_20240703_130112_R967,18,972,07/0370318,18,0,1933,cruise-avg,65.67,40.5,65.67,640,67.62,67.43,66.16,0,65.67,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""65.67"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,19,,traceability,UP019_20240703_130112_R967,18,973,07/0370318,18,0,1813,cruise-avg,66.99,39.11,66.99,496,68.38,68.22,67.51,0,66.99,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""66.99"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,19,,traceability,UP019_20240703_130112_R967,18,974,07/0370318,18,0,2651,cruise-avg,69.88,49.22,69.88,1293,70.94,70.73,70.52,0,69.88,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""69.88"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,19,,traceability,UP019_20240703_130112_R967,18,975,07/0370318,18,0,2012,cruise-avg,66.88,41.86,66.88,654,70.12,69.75,67.17,0,66.88,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""66.88"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,19,,traceability,UP019_20240703_130112_R967,18,976,07/0370318,18,0,2293,cruise-avg,69.02,45.61,69.02,928,70.13,70,69.69,0,69.02,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip019,"<setPositionSpeed trainID=""priority_history_trip019"" speed=""69.02"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
