send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,49,,traceability,UP049_20240709_061859_R2615,48,2615,07/0970948,48,0,2339,cruise-avg,64.79,44.67,64.79,1061,66.83,66.6,65.31,0,64.79,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""64.79"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,49,,traceability,UP049_20240709_061859_R2615,48,2616,07/0970948,48,0,3023,cruise-avg,64.47,48.91,64.47,1774,66.54,66.27,65.38,0,64.47,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""64.47"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,49,,traceability,UP049_20240709_061859_R2615,48,2617,07/0970948,48,0,2118,cruise-avg,74.89,45.95,74.89,670,77.99,77.83,75.68,0,74.89,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""74.89"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,49,,traceability,UP049_20240709_061859_R2615,48,2618,07/0970948,48,0,1573,cruise-avg,73.45,38.48,73.45,245,76.29,76.19,73.98,0,73.45,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""73.45"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,49,,traceability,UP049_20240709_061859_R2615,48,2619,07/0970948,48,0,2658,cruise-avg,72.2,51.19,72.2,1305,73.55,73.41,72.8,0,72.2,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""72.2"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,49,,traceability,UP049_20240709_061859_R2615,48,2620,07/0970948,48,0,1886,cruise-avg,74.38,42.18,74.38,432,78.16,78.01,75.16,0,74.38,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""74.38"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,49,,traceability,UP049_20240709_061859_R2615,48,2621,07/0970948,48,0,1784,cruise-avg,75.5,40.32,75.5,250,78.9,78.8,76.38,0,75.5,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""75.5"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,49,,traceability,UP049_20240709_061859_R2615,48,2622,07/0970948,48,0,2557,cruise-avg,76.64,51.77,76.64,1092,78.08,77.88,77.36,0,76.64,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""76.64"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,49,,traceability,UP049_20240709_061859_R2615,48,2623,07/0970948,48,0,1935,cruise-avg,77.76,44.18,77.76,489,78.91,78.86,78.53,0,77.76,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""77.76"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,49,,traceability,UP049_20240709_061859_R2615,48,2624,07/0970948,48,0,2211,cruise-avg,78.36,48,78.36,716,78.93,78.89,78.86,0,78.36,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip049,"<setPositionSpeed trainID=""priority_history_trip049"" speed=""78.36"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
