send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,35,,traceability,UP035_20240706_081839_R1868,34,1868,07/0670634,34,0,2354,cruise-avg,63.84,43.69,63.84,1088,64.31,64.23,64.16,0,63.84,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""63.84"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,35,,traceability,UP035_20240706_081839_R1868,34,1869,07/0670634,34,0,3020,cruise-avg,63.46,48.18,63.46,1764,64.95,64.64,64.08,0,63.46,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""63.46"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,35,,traceability,UP035_20240706_081839_R1868,34,1870,07/0670634,34,0,2172,cruise-avg,67.96,44.11,67.96,834,69.23,69.03,68.24,0,67.96,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""67.96"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,35,,traceability,UP035_20240706_081839_R1868,34,1871,07/0670634,34,0,1583,cruise-avg,70.8,37.64,70.8,286,72.09,72.01,71.79,0,70.8,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""70.8"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,35,,traceability,UP035_20240706_081839_R1868,34,1872,07/0670634,34,0,2674,cruise-avg,71.42,50.11,71.42,1281,72.54,72.38,71.85,0,71.42,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""71.42"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,35,,traceability,UP035_20240706_081839_R1868,34,1873,07/0670634,34,0,1922,cruise-avg,67.92,40.71,67.92,579,69.84,69.71,68.14,0,67.92,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""67.92"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,35,,traceability,UP035_20240706_081839_R1868,34,1874,07/0670634,34,0,1806,cruise-avg,70.41,39.27,70.41,348,74.76,74.52,71.05,0,70.41,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""70.41"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,35,,traceability,UP035_20240706_081839_R1868,34,1875,07/0670634,34,0,2638,cruise-avg,70.67,49.48,70.67,1254,71.43,71.31,71.2,0,70.67,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""70.67"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,35,,traceability,UP035_20240706_081839_R1868,34,1876,07/0670634,34,0,2014,cruise-avg,66.48,41.79,66.48,667,67.2,67.16,67.07,0,66.48,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""66.48"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,35,,traceability,UP035_20240706_081839_R1868,34,1877,07/0670634,34,0,2302,cruise-avg,70.52,45.44,70.52,900,71.24,71.12,71,0,70.52,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""70.52"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
11,下应路-大洋江,35,,traceability,UP035_20240706_081839_R1868,34,1878,07/0670634,34,0,2118,cruise-avg,62.9,41.29,62.9,830,63.95,63.83,63.46,0,62.9,single-route,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],0,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""62.9"" startRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" startRouteOffset=""0"" endRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" endRouteOffset=""999999""/>",
12,大洋江-泗港,35,,traceability,UP035_20240706_081839_R1868,34,1879,07/0670634,34,0,1821,cruise-avg,60.84,37.88,60.84,581,63.72,63.44,61.17,0,60.84,single-route,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],0,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""60.84"" startRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" startRouteOffset=""0"" endRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" endRouteOffset=""999999""/>",
13,泗港-曹隘,35,,traceability,UP035_20240706_081839_R1868,34,1880,07/0670634,34,0,2716,cruise-avg,76.54,47.7,76.54,859,77.29,77.17,77.12,0,76.54,single-route,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],0,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""76.54"" startRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" startRouteOffset=""0"" endRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" endRouteOffset=""999999""/>",
14,曹隘-柳隘,35,,traceability,UP035_20240706_081839_R1868,34,1881,07/0670634,34,0,2147,cruise-avg,73.34,43.87,73.34,462,75.72,75.43,74.3,0,73.34,single-route,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],0,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""73.34"" startRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" startRouteOffset=""0"" endRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" endRouteOffset=""999999""/>",
15,柳隘-海晏北路,35,,traceability,UP035_20240706_081839_R1868,34,1882,07/0670634,34,0,1792,cruise-avg,73.01,39.4,73.01,361,75.7,75.58,73.52,0,73.01,single-route,editSpeed-1566-R:STA_15_[1566]-STA_16_[1633],0,editSpeed-1566-R:STA_15_[1566]-STA_16_[1633],999999,priority_history_trip035,"<setPositionSpeed trainID=""priority_history_trip035"" speed=""73.01"" startRouteID=""editSpeed-1566-R:STA_15_[1566]-STA_16_[1633]"" startRouteOffset=""0"" endRouteID=""editSpeed-1566-R:STA_15_[1566]-STA_16_[1633]"" endRouteOffset=""999999""/>",
