send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,16,,traceability,UP016_20240703_061856_R803,15,803,07/0370315,15,0,2338,cruise-avg,64,43.98,64,1038,65.71,65.35,64.43,0,64,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""64"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,16,,traceability,UP016_20240703_061856_R803,15,804,07/0370315,15,0,3010,cruise-avg,63.5,48.32,63.5,1732,65.54,65.28,64.35,0,63.5,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""63.5"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,16,,traceability,UP016_20240703_061856_R803,15,805,07/0370315,15,0,2127,cruise-avg,73.68,45.02,73.68,676,76.33,76.19,74.15,0,73.68,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""73.68"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,16,,traceability,UP016_20240703_061856_R803,15,806,07/0370315,15,0,1642,cruise-avg,69.35,36.25,69.35,235,72.04,71.96,70.5,0,69.35,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""69.35"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,16,,traceability,UP016_20240703_061856_R803,15,807,07/0370315,15,0,2594,cruise-avg,77.13,51.66,77.13,1098,77.81,77.74,77.57,0,77.13,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""77.13"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,16,,traceability,UP016_20240703_061856_R803,15,808,07/0370315,15,0,1898,cruise-avg,73.69,41.21,73.69,445,77.53,77.41,74.77,0,73.69,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""73.69"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,16,,traceability,UP016_20240703_061856_R803,15,809,07/0370315,15,0,1772,cruise-avg,74.43,40,74.43,310,77.66,77.56,75.46,0,74.43,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""74.43"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,16,,traceability,UP016_20240703_061856_R803,15,810,07/0370315,15,0,2558,cruise-avg,75.7,51.03,75.7,1109,77.18,76.95,76.37,0,75.7,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""75.7"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,16,,traceability,UP016_20240703_061856_R803,15,811,07/0370315,15,0,1934,cruise-avg,76.62,43.53,76.62,473,77.55,77.45,77.37,0,76.62,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""76.62"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,16,,traceability,UP016_20240703_061856_R803,15,812,07/0370315,15,0,2214,cruise-avg,77.11,47.24,77.11,716,77.73,77.63,77.58,0,77.11,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""77.11"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
11,下应路-大洋江,16,,traceability,UP016_20240703_061856_R803,15,813,07/0370315,15,0,2032,cruise-avg,71.22,43.02,71.22,635,71.89,71.82,71.66,0,71.22,single-route,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],0,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""71.22"" startRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" startRouteOffset=""0"" endRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" endRouteOffset=""999999""/>",
12,大洋江-泗港,16,,traceability,UP016_20240703_061856_R803,15,814,07/0370315,15,0,1809,cruise-avg,62.76,38.13,62.76,557,65.58,65.46,63.35,0,62.76,single-route,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],0,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""62.76"" startRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" startRouteOffset=""0"" endRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" endRouteOffset=""999999""/>",
13,泗港-曹隘,16,,traceability,UP016_20240703_061856_R803,15,815,07/0370315,15,0,2698,cruise-avg,76.75,48,76.75,963,77.76,77.57,77.42,0,76.75,single-route,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],0,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""76.75"" startRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" startRouteOffset=""0"" endRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" endRouteOffset=""999999""/>",
14,曹隘-柳隘,16,,traceability,UP016_20240703_061856_R803,15,816,07/0370315,15,0,2135,cruise-avg,73.67,44.11,73.67,458,76.06,75.88,74.64,0,73.67,single-route,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],0,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""73.67"" startRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" startRouteOffset=""0"" endRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" endRouteOffset=""999999""/>",
15,柳隘-海晏北路,16,,traceability,UP016_20240703_061856_R803,15,817,07/0370315,15,0,1772,cruise-avg,76.43,39.84,76.43,284,77.58,77.55,77.42,0,76.43,single-route,editSpeed-1566-R:STA_15_[1566]-STA_16_[1633],0,editSpeed-1566-R:STA_15_[1566]-STA_16_[1633],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""76.43"" startRouteID=""editSpeed-1566-R:STA_15_[1566]-STA_16_[1633]"" startRouteOffset=""0"" endRouteID=""editSpeed-1566-R:STA_15_[1566]-STA_16_[1633]"" endRouteOffset=""999999""/>",
16,海晏北路-民安东路,16,,traceability,UP016_20240703_061856_R803,15,818,07/0370315,15,0,1683,cruise-avg,71.57,37.01,71.57,233,73.13,73.01,72.74,0,71.57,single-route,editSpeed-1633-R:STA_16_[1633]-STA_17_[1686],0,editSpeed-1633-R:STA_16_[1633]-STA_17_[1686],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""71.57"" startRouteID=""editSpeed-1633-R:STA_16_[1633]-STA_17_[1686]"" startRouteOffset=""0"" endRouteID=""editSpeed-1633-R:STA_16_[1633]-STA_17_[1686]"" endRouteOffset=""999999""/>",
17,民安东路-会展中心,16,,traceability,UP016_20240703_061856_R803,15,819,07/0370315,15,0,1542,cruise-avg,66.18,33.84,66.18,205,67.79,67.77,67.29,0,66.18,single-route,editSpeed-1686-R:STA_17_[1686]-STA_18_[1704],0,editSpeed-1686-R:STA_17_[1686]-STA_18_[1704],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""66.18"" startRouteID=""editSpeed-1686-R:STA_17_[1686]-STA_18_[1704]"" startRouteOffset=""0"" endRouteID=""editSpeed-1686-R:STA_17_[1686]-STA_18_[1704]"" endRouteOffset=""999999""/>",
18,会展中心-院士路,16,,traceability,UP016_20240703_061856_R803,15,820,07/0370315,15,0,2307,cruise-avg,76.83,48.41,76.83,829,77.47,77.41,77.37,0,76.83,single-route,editSpeed-1704-R:STA_18_[1704]-STA_19_[1738],0,editSpeed-1704-R:STA_18_[1704]-STA_19_[1738],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""76.83"" startRouteID=""editSpeed-1704-R:STA_18_[1704]-STA_19_[1738]"" startRouteOffset=""0"" endRouteID=""editSpeed-1704-R:STA_18_[1704]-STA_19_[1738]"" endRouteOffset=""999999""/>",
19,院士路-盎孟港,16,,traceability,UP016_20240703_061856_R803,15,821,07/0370315,15,0,1819,cruise-avg,75.72,39.38,75.72,256,77.58,77.47,77.35,0,75.72,single-route,editSpeed-1738-R:STA_19_[1738]-STA_20_[1798],0,editSpeed-1738-R:STA_19_[1738]-STA_20_[1798],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""75.72"" startRouteID=""editSpeed-1738-R:STA_19_[1738]-STA_20_[1798]"" startRouteOffset=""0"" endRouteID=""editSpeed-1738-R:STA_19_[1738]-STA_20_[1798]"" endRouteOffset=""999999""/>",
20,盎孟港-三官堂,16,,traceability,UP016_20240703_061856_R803,15,822,07/0370315,15,0,2608,cruise-avg,76.03,51.85,76.03,1143,77,76.86,76.6,0,76.03,single-route,editSpeed-1798-R:STA_20_[1798]-STA_21_[1838],0,editSpeed-1798-R:STA_20_[1798]-STA_21_[1838],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""76.03"" startRouteID=""editSpeed-1798-R:STA_20_[1798]-STA_21_[1838]"" startRouteOffset=""0"" endRouteID=""editSpeed-1798-R:STA_20_[1798]-STA_21_[1838]"" endRouteOffset=""999999""/>",
21,三官堂-兴庄路,16,,traceability,UP016_20240703_061856_R803,15,823,07/0370315,15,0,1964,cruise-avg,61.57,39.59,61.57,710,62.54,62.46,62.11,0,61.57,single-route,editSpeed-1838-R:STA_21_[1838]-STA_22_[1908],0,editSpeed-1838-R:STA_21_[1838]-STA_22_[1908],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""61.57"" startRouteID=""editSpeed-1838-R:STA_21_[1838]-STA_22_[1908]"" startRouteOffset=""0"" endRouteID=""editSpeed-1838-R:STA_21_[1838]-STA_22_[1908]"" endRouteOffset=""999999""/>",
22,兴庄路-兴海南路,16,,traceability,UP016_20240703_061856_R803,15,824,07/0370315,15,0,1770,cruise-avg,71.11,38.98,71.11,366,71.99,71.94,71.89,0,71.11,single-route,editSpeed-1908-R:STA_22_[1908]-STA_23_[1953],0,editSpeed-1908-R:STA_22_[1908]-STA_23_[1953],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""71.11"" startRouteID=""editSpeed-1908-R:STA_22_[1908]-STA_23_[1953]"" startRouteOffset=""0"" endRouteID=""editSpeed-1908-R:STA_22_[1908]-STA_23_[1953]"" endRouteOffset=""999999""/>",
23,兴海南路-梅堰,16,,traceability,UP016_20240703_061856_R803,15,825,07/0370315,15,0,1621,cruise-avg,74.99,37.03,74.99,149,77.28,77.19,74.98,0,74.99,single-route,editSpeed-1953-R:STA_23_[1953]-STA_24_[1988],0,editSpeed-1953-R:STA_23_[1953]-STA_24_[1988],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""74.99"" startRouteID=""editSpeed-1953-R:STA_23_[1953]-STA_24_[1988]"" startRouteOffset=""0"" endRouteID=""editSpeed-1953-R:STA_23_[1953]-STA_24_[1988]"" endRouteOffset=""999999""/>",
24,梅堰-永茂路,16,,traceability,UP016_20240703_061856_R803,10,826,07/0370310,10,0,6297,cruise-avg,64.81,42.03,64.81,1669,65.64,65.34,65.25,0,64.81,single-route,editSpeed-1988-R:STA_24_[1988]-STA_25_[2180],0,editSpeed-1988-R:STA_24_[1988]-STA_25_[2180],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""64.81"" startRouteID=""editSpeed-1988-R:STA_24_[1988]-STA_25_[2180]"" startRouteOffset=""0"" endRouteID=""editSpeed-1988-R:STA_24_[1988]-STA_25_[2180]"" endRouteOffset=""999999""/>",
25,永茂路-镇海大道,16,,traceability,UP016_20240703_061856_R803,15,827,07/0370315,15,0,2841,cruise-avg,77.14,54.05,77.14,1323,77.6,77.52,77.47,0,77.14,single-route,editSpeed-2180-R:STA_25_[2180]-STA_26_[2281],0,editSpeed-2180-R:STA_25_[2180]-STA_26_[2281],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""77.14"" startRouteID=""editSpeed-2180-R:STA_25_[2180]-STA_26_[2281]"" startRouteOffset=""0"" endRouteID=""editSpeed-2180-R:STA_25_[2180]-STA_26_[2281]"" endRouteOffset=""999999""/>",
26,镇海大道-骆驼桥,16,,traceability,UP016_20240703_061856_R803,15,828,07/0370315,15,0,2332,cruise-avg,77.17,49.29,77.17,862,77.71,77.65,77.59,0,77.17,single-route,editSpeed-2281-R:STA_26_[2281]-STA_27_[2343],0,editSpeed-2281-R:STA_26_[2281]-STA_27_[2343],999999,priority_history_trip016,"<setPositionSpeed trainID=""priority_history_trip016"" speed=""77.17"" startRouteID=""editSpeed-2281-R:STA_26_[2281]-STA_27_[2343]"" startRouteOffset=""0"" endRouteID=""editSpeed-2281-R:STA_26_[2281]-STA_27_[2343]"" endRouteOffset=""999999""/>",end_offset_defaulted
