send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,21,,traceability,UP021_20240703_172946_R1077,20,1077,07/0370320,20,0,2318,cruise-avg,64.02,44.36,64.02,1060,65.46,65.25,64.46,0,64.02,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""64.02"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,21,,traceability,UP021_20240703_172946_R1077,20,1078,07/0370320,20,0,3000,cruise-avg,63.58,48.49,63.58,1753,65.34,65.08,64.44,0,63.58,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""63.58"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,21,,traceability,UP021_20240703_172946_R1077,20,1079,07/0370320,20,0,2125,cruise-avg,74.05,45.11,74.05,686,75.83,75.62,74.56,0,74.05,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""74.05"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,21,,traceability,UP021_20240703_172946_R1077,20,1080,07/0370320,20,0,1638,cruise-avg,73,36.36,73,161,74.98,74.89,73.58,0,73,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""73"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,21,,traceability,UP021_20240703_172946_R1077,20,1081,07/0370320,20,0,2580,cruise-avg,77.14,51.92,77.14,1095,77.82,77.75,77.58,0,77.14,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""77.14"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,21,,traceability,UP021_20240703_172946_R1077,20,1082,07/0370320,20,0,1885,cruise-avg,74.31,41.55,74.31,415,77.7,77.52,74.98,0,74.31,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""74.31"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,21,,traceability,UP021_20240703_172946_R1077,20,1083,07/0370320,20,0,1793,cruise-avg,73.3,39.56,73.3,142,76.03,75.7,72.48,0,73.3,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""73.3"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,21,,traceability,UP021_20240703_172946_R1077,20,1084,07/0370320,20,0,2554,cruise-avg,75.85,51.09,75.85,1103,77.27,77.04,76.52,0,75.85,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""75.85"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,21,,traceability,UP021_20240703_172946_R1077,20,1085,07/0370320,20,0,1942,cruise-avg,76.6,43.36,76.6,476,77.6,77.5,77.39,0,76.6,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""76.6"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,21,,traceability,UP021_20240703_172946_R1077,20,1086,07/0370320,20,0,2216,cruise-avg,77.16,47.2,77.16,714,77.76,77.68,77.6,0,77.16,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip021,"<setPositionSpeed trainID=""priority_history_trip021"" speed=""77.16"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
