send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,60,,traceability,UP060_20240710_213643_R3238,59,3238,07/1071059,59,1,2390,cruise-avg,68.48,43.69,68.48,177,71.13,70.67,67.35,0,68.48,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""68.48"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,60,,traceability,UP060_20240710_213643_R3238,59,3239,07/1071059,59,1,3169,cruise-avg,60.66,46.64,60.66,1710,61.97,61.84,61.43,0,60.66,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""60.66"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,60,,traceability,UP060_20240710_213643_R3238,59,3240,07/1071059,59,1,2172,cruise-avg,70.65,44.82,70.65,727,72.21,72.04,71.47,0,70.65,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""70.65"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,60,,traceability,UP060_20240710_213643_R3238,59,3241,07/1071059,59,1,1752,cruise-avg,69.43,34.51,69.43,243,71.07,71,70.52,0,69.43,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""69.43"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,60,,traceability,UP060_20240710_213643_R3238,59,3242,07/1071059,59,1,2713,cruise-avg,70.24,50.15,70.24,1132,72.84,72.79,71.72,0,70.24,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""70.24"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,60,,traceability,UP060_20240710_213643_R3238,59,3243,07/1071059,59,1,1923,cruise-avg,70.06,41.34,70.06,448,71.46,71.42,71.33,0,70.06,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""70.06"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,60,,traceability,UP060_20240710_213643_R3238,59,3244,07/1071059,59,1,1832,cruise-avg,69.98,39.29,69.98,376,71.26,71.22,71.13,0,69.98,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""69.98"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,60,,traceability,UP060_20240710_213643_R3238,59,3245,07/1071059,59,1,2751,cruise-avg,70.77,48.13,70.77,1209,72.74,72.63,71.96,0,70.77,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""70.77"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,60,,traceability,UP060_20240710_213643_R3238,59,3246,07/1071059,59,1,2015,cruise-avg,70.13,42.42,70.13,529,72.34,72.28,71.82,0,70.13,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""70.13"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,60,,traceability,UP060_20240710_213643_R3238,59,3247,07/1071059,59,1,2319,cruise-avg,69.69,45.76,69.69,811,72.23,72.15,71.82,0,69.69,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""69.69"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
11,下应路-大洋江,60,,traceability,UP060_20240710_213643_R3238,59,3248,07/1071059,59,1,2142,cruise-avg,63.81,41.46,63.81,683,65.9,65.83,65.25,0,63.81,single-route,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],0,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""63.81"" startRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" startRouteOffset=""0"" endRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" endRouteOffset=""999999""/>",
12,大洋江-泗港,60,,traceability,UP060_20240710_213643_R3238,59,3249,07/1071059,59,1,1826,cruise-avg,70.88,38.35,70.88,286,72.65,72.56,72.06,0,70.88,single-route,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],0,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""70.88"" startRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" startRouteOffset=""0"" endRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" endRouteOffset=""999999""/>",
13,泗港-曹隘,60,,traceability,UP060_20240710_213643_R3238,59,3250,07/1071059,59,1,2756,cruise-avg,70.01,47.73,70.01,949,72.4,72.28,71.74,0,70.01,single-route,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],0,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""70.01"" startRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" startRouteOffset=""0"" endRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" endRouteOffset=""999999""/>",
14,曹隘-柳隘,60,,traceability,UP060_20240710_213643_R3238,59,3251,07/1071059,59,1,2258,cruise-avg,69.96,42.34,69.96,369,72.84,72.53,70.92,0,69.96,single-route,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],0,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],999999,priority_history_trip060,"<setPositionSpeed trainID=""priority_history_trip060"" speed=""69.96"" startRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" startRouteOffset=""0"" endRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" endRouteOffset=""999999""/>",
