send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
11,下应路-大洋江,50,,traceability,UP050_20240709_083231_R2671,49,2681,07/0970949,49,0,2033,cruise-avg,72.49,43.68,72.49,635,73.22,73.13,73.03,0,72.49,single-route,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],0,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""72.49"" startRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" startRouteOffset=""0"" endRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" endRouteOffset=""999999""/>",
12,大洋江-泗港,50,,traceability,UP050_20240709_083231_R2671,49,2682,07/0970949,49,0,1825,cruise-avg,61.67,38.4,61.67,625,63.99,63.81,62.41,0,61.67,single-route,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],0,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""61.67"" startRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" startRouteOffset=""0"" endRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" endRouteOffset=""999999""/>",
13,泗港-曹隘,50,,traceability,UP050_20240709_083231_R2671,49,2683,07/0970949,49,0,2684,cruise-avg,78.04,49,78.04,959,79.07,78.86,78.78,0,78.04,single-route,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],0,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""78.04"" startRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" startRouteOffset=""0"" endRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" endRouteOffset=""999999""/>",
14,曹隘-柳隘,50,,traceability,UP050_20240709_083231_R2671,49,2684,07/0970949,49,0,2133,cruise-avg,74.48,44.83,74.48,475,76.71,76.35,75.72,0,74.48,single-route,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],0,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""74.48"" startRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" startRouteOffset=""0"" endRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" endRouteOffset=""999999""/>",
15,柳隘-海晏北路,50,,traceability,UP050_20240709_083231_R2671,49,2685,07/0970949,49,0,1779,cruise-avg,77.71,40.3,77.71,284,78.91,78.84,78.71,0,77.71,single-route,editSpeed-1566-R:STA_15_[1566]-STA_16_[1633],0,editSpeed-1566-R:STA_15_[1566]-STA_16_[1633],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""77.71"" startRouteID=""editSpeed-1566-R:STA_15_[1566]-STA_16_[1633]"" startRouteOffset=""0"" endRouteID=""editSpeed-1566-R:STA_15_[1566]-STA_16_[1633]"" endRouteOffset=""999999""/>",
16,海晏北路-民安东路,50,,traceability,UP050_20240709_083231_R2671,49,2686,07/0970949,49,0,1679,cruise-avg,72.42,37.66,72.42,220,74.26,74.21,73.78,0,72.42,single-route,editSpeed-1633-R:STA_16_[1633]-STA_17_[1686],0,editSpeed-1633-R:STA_16_[1633]-STA_17_[1686],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""72.42"" startRouteID=""editSpeed-1633-R:STA_16_[1633]-STA_17_[1686]"" startRouteOffset=""0"" endRouteID=""editSpeed-1633-R:STA_16_[1633]-STA_17_[1686]"" endRouteOffset=""999999""/>",
17,民安东路-会展中心,50,,traceability,UP050_20240709_083231_R2671,48,2687,07/0970948,48,0,1536,cruise-avg,67.2,34.52,67.2,208,68.76,68.7,68.34,0,67.2,single-route,editSpeed-1686-R:STA_17_[1686]-STA_18_[1704],0,editSpeed-1686-R:STA_17_[1686]-STA_18_[1704],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""67.2"" startRouteID=""editSpeed-1686-R:STA_17_[1686]-STA_18_[1704]"" startRouteOffset=""0"" endRouteID=""editSpeed-1686-R:STA_17_[1686]-STA_18_[1704]"" endRouteOffset=""999999""/>",
18,会展中心-院士路,50,,traceability,UP050_20240709_083231_R2671,48,2688,07/0970948,48,0,2292,cruise-avg,78.19,49.51,78.19,826,78.85,78.81,78.75,0,78.19,single-route,editSpeed-1704-R:STA_18_[1704]-STA_19_[1738],0,editSpeed-1704-R:STA_18_[1704]-STA_19_[1738],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""78.19"" startRouteID=""editSpeed-1704-R:STA_18_[1704]-STA_19_[1738]"" startRouteOffset=""0"" endRouteID=""editSpeed-1704-R:STA_18_[1704]-STA_19_[1738]"" endRouteOffset=""999999""/>",
19,院士路-盎孟港,50,,traceability,UP050_20240709_083231_R2671,48,2689,07/0970948,48,0,1795,cruise-avg,76.84,40.52,76.84,234,78.91,78.85,78.25,0,76.84,single-route,editSpeed-1738-R:STA_19_[1738]-STA_20_[1798],0,editSpeed-1738-R:STA_19_[1738]-STA_20_[1798],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""76.84"" startRouteID=""editSpeed-1738-R:STA_19_[1738]-STA_20_[1798]"" startRouteOffset=""0"" endRouteID=""editSpeed-1738-R:STA_19_[1738]-STA_20_[1798]"" endRouteOffset=""999999""/>",
20,盎孟港-三官堂,50,,traceability,UP050_20240709_083231_R2671,48,2690,07/0970948,48,0,2617,cruise-avg,77.14,52.46,77.14,1166,78.23,77.98,77.74,0,77.14,single-route,editSpeed-1798-R:STA_20_[1798]-STA_21_[1838],0,editSpeed-1798-R:STA_20_[1798]-STA_21_[1838],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""77.14"" startRouteID=""editSpeed-1798-R:STA_20_[1798]-STA_21_[1838]"" startRouteOffset=""0"" endRouteID=""editSpeed-1798-R:STA_20_[1798]-STA_21_[1838]"" endRouteOffset=""999999""/>",
21,三官堂-兴庄路,50,,traceability,UP050_20240709_083231_R2671,48,2691,07/0970948,48,0,1961,cruise-avg,62.65,40.3,62.65,708,63.66,63.59,63.24,0,62.65,single-route,editSpeed-1838-R:STA_21_[1838]-STA_22_[1908],0,editSpeed-1838-R:STA_21_[1838]-STA_22_[1908],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""62.65"" startRouteID=""editSpeed-1838-R:STA_21_[1838]-STA_22_[1908]"" startRouteOffset=""0"" endRouteID=""editSpeed-1838-R:STA_21_[1838]-STA_22_[1908]"" endRouteOffset=""999999""/>",
22,兴庄路-兴海南路,50,,traceability,UP050_20240709_083231_R2671,48,2692,07/0970948,48,0,1766,cruise-avg,70.71,39.72,70.71,288,73.18,73.13,71.55,0,70.71,single-route,editSpeed-1908-R:STA_22_[1908]-STA_23_[1953],0,editSpeed-1908-R:STA_22_[1908]-STA_23_[1953],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""70.71"" startRouteID=""editSpeed-1908-R:STA_22_[1908]-STA_23_[1953]"" startRouteOffset=""0"" endRouteID=""editSpeed-1908-R:STA_22_[1908]-STA_23_[1953]"" endRouteOffset=""999999""/>",
23,兴海南路-梅堰,50,,traceability,UP050_20240709_083231_R2671,48,2693,07/0970948,48,0,1627,cruise-avg,76.72,37.5,76.72,161,78.64,78.58,77.36,0,76.72,single-route,editSpeed-1953-R:STA_23_[1953]-STA_24_[1988],0,editSpeed-1953-R:STA_23_[1953]-STA_24_[1988],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""76.72"" startRouteID=""editSpeed-1953-R:STA_23_[1953]-STA_24_[1988]"" startRouteOffset=""0"" endRouteID=""editSpeed-1953-R:STA_23_[1953]-STA_24_[1988]"" endRouteOffset=""999999""/>",
24,梅堰-永茂路,50,,traceability,UP050_20240709_083231_R2671,38,2694,07/0970938,38,0,6364,cruise-avg,63.2,42.24,63.2,1776,64.23,63.76,63.6,0,63.2,single-route,editSpeed-1988-R:STA_24_[1988]-STA_25_[2180],0,editSpeed-1988-R:STA_24_[1988]-STA_25_[2180],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""63.2"" startRouteID=""editSpeed-1988-R:STA_24_[1988]-STA_25_[2180]"" startRouteOffset=""0"" endRouteID=""editSpeed-1988-R:STA_24_[1988]-STA_25_[2180]"" endRouteOffset=""999999""/>",
25,永茂路-镇海大道,50,,traceability,UP050_20240709_083231_R2671,48,2695,07/0970948,48,0,2850,cruise-avg,78.4,54.68,78.4,1329,78.84,78.78,78.73,0,78.4,single-route,editSpeed-2180-R:STA_25_[2180]-STA_26_[2281],0,editSpeed-2180-R:STA_25_[2180]-STA_26_[2281],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""78.4"" startRouteID=""editSpeed-2180-R:STA_25_[2180]-STA_26_[2281]"" startRouteOffset=""0"" endRouteID=""editSpeed-2180-R:STA_25_[2180]-STA_26_[2281]"" endRouteOffset=""999999""/>",
26,镇海大道-骆驼桥,50,,traceability,UP050_20240709_083231_R2671,48,2696,07/0970948,48,0,2343,cruise-avg,78.41,49.81,78.41,864,78.93,78.89,78.85,0,78.41,single-route,editSpeed-2281-R:STA_26_[2281]-STA_27_[2343],0,editSpeed-2281-R:STA_26_[2281]-STA_27_[2343],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""78.41"" startRouteID=""editSpeed-2281-R:STA_26_[2281]-STA_27_[2343]"" startRouteOffset=""0"" endRouteID=""editSpeed-2281-R:STA_26_[2281]-STA_27_[2343]"" endRouteOffset=""999999""/>",end_offset_defaulted
