send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,50,,traceability,UP050_20240709_083231_R2671,49,2671,07/0970949,49,0,2317,cruise-avg,64.9,45.09,64.9,1065,66.45,66.23,65.46,0,64.9,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""64.9"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,50,,traceability,UP050_20240709_083231_R2671,49,2672,07/0970949,49,0,3037,cruise-avg,63.06,48.68,63.06,1825,64.12,64.07,64,0,63.06,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""63.06"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,50,,traceability,UP050_20240709_083231_R2671,49,2673,07/0970949,49,0,2111,cruise-avg,77.55,46.13,77.55,644,78.68,78.61,78.27,0,77.55,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""77.55"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,50,,traceability,UP050_20240709_083231_R2671,49,2674,07/0970949,49,0,1564,cruise-avg,72.09,38.67,72.09,286,73.62,73.54,73.28,0,72.09,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""72.09"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,50,,traceability,UP050_20240709_083231_R2671,49,2675,07/0970949,49,0,2661,cruise-avg,72.3,51.12,72.3,1290,73.84,73.62,72.92,0,72.3,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""72.3"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,50,,traceability,UP050_20240709_083231_R2671,49,2676,07/0970949,49,0,1876,cruise-avg,74.89,42.39,74.89,418,78.82,78.69,75.97,0,74.89,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""74.89"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,50,,traceability,UP050_20240709_083231_R2671,49,2677,07/0970949,49,0,1793,cruise-avg,72.19,40.13,72.19,197,75.94,75.6,72.16,0,72.19,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""72.19"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,50,,traceability,UP050_20240709_083231_R2671,49,2678,07/0970949,49,0,2543,cruise-avg,76.84,52.09,76.84,1087,78.32,78.14,77.53,0,76.84,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""76.84"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,50,,traceability,UP050_20240709_083231_R2671,49,2679,07/0970949,49,0,1942,cruise-avg,78.1,44.05,78.1,477,78.96,78.91,78.81,0,78.1,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""78.1"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,50,,traceability,UP050_20240709_083231_R2671,49,2680,07/0970949,49,0,2216,cruise-avg,77.34,47.89,77.34,723,78.89,78.71,78.16,0,77.34,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip050,"<setPositionSpeed trainID=""priority_history_trip050"" speed=""77.34"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
