send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,66,,traceability,UP066_20240715_171505_R3551,65,3551,07/1571565,65,0,2337,cruise-avg,65.19,44.01,65.19,1041,66.21,65.87,65.51,0,65.19,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""65.19"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,66,,traceability,UP066_20240715_171505_R3551,65,3552,07/1571565,65,0,3017,cruise-avg,63.45,48.24,63.45,1764,64.97,64.69,64.06,0,63.45,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""63.45"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,66,,traceability,UP066_20240715_171505_R3551,65,3553,07/1571565,65,0,2117,cruise-avg,76.03,45.29,76.03,628,77.05,76.96,76.56,0,76.03,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""76.03"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,66,,traceability,UP066_20240715_171505_R3551,65,3554,07/1571565,65,0,1581,cruise-avg,70.08,37.72,70.08,298,71.75,71.62,70.7,0,70.08,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""70.08"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,66,,traceability,UP066_20240715_171505_R3551,65,3555,07/1571565,65,0,2647,cruise-avg,73.74,50.6,73.74,1213,74.8,74.7,74.22,0,73.74,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""73.74"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,66,,traceability,UP066_20240715_171505_R3551,65,3556,07/1571565,65,0,1896,cruise-avg,73.88,41.26,73.88,439,77.06,76.93,74.29,0,73.88,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""73.88"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,66,,traceability,UP066_20240715_171505_R3551,65,3557,07/1571565,65,0,1779,cruise-avg,74.22,39.85,74.22,318,77.12,77.06,74.8,0,74.22,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""74.22"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,66,,traceability,UP066_20240715_171505_R3551,65,3558,07/1571565,65,0,2547,cruise-avg,76.72,51.25,76.72,1068,77.15,77.08,77.04,0,76.72,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""76.72"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,66,,traceability,UP066_20240715_171505_R3551,65,3559,07/1571565,65,0,1952,cruise-avg,76.33,43.13,76.33,481,77.13,77.08,76.96,0,76.33,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""76.33"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,66,,traceability,UP066_20240715_171505_R3551,65,3560,07/1571565,65,0,2219,cruise-avg,76.65,47.13,76.65,723,77.23,77.18,77.12,0,76.65,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip066,"<setPositionSpeed trainID=""priority_history_trip066"" speed=""76.65"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
