trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
66,布政-张家潭,UP066_20240715_171505_R3551,3551,2024-07-15 17:15:05,2024-07-15 17:17:02,5014,116.8,14554.707758138888,14340.248300261628,215.24,3,0,
66,张家潭-同德路,UP066_20240715_171505_R3551,3552,2024-07-15 17:17:32,2024-07-15 17:20:03,5014,150.8,17999.966305590282,17524.30116255843,215.34,3,0,
66,同德路-石碶,UP066_20240715_171505_R3551,3553,2024-07-15 17:20:32,2024-07-15 17:22:18,5014,105.8,15225.64291752778,14811.4583059857,215.34,2,0,
66,石碶-雅渡,UP066_20240715_171505_R3551,3554,2024-07-15 17:22:52,2024-07-15 17:24:11,5014,79.0,12056.33947946528,11668.349422740157,215.74,2,0,
66,雅渡-庙堰,UP066_20240715_171505_R3551,3555,2024-07-15 17:24:41,2024-07-15 17:26:53,5014,132.3,21612.43997115278,20807.99769119924,216.34,3,0,
66,庙堰-钟公庙,UP066_20240715_171505_R3551,3556,2024-07-15 17:27:23,2024-07-15 17:28:58,5014,94.75,16264.521090097222,16023.304078495365,216.44,3,0,
66,钟公庙-鄞州区政府,UP066_20240715_171505_R3551,3557,2024-07-15 17:29:28,2024-07-15 17:30:57,5014,88.9,13630.703323256945,13252.315721807568,217.42,3,0,
66,鄞州区政府-钱湖南路,UP066_20240715_171505_R3551,3558,2024-07-15 17:31:38,2024-07-15 17:33:45,5014,127.3,19037.266302312495,18529.75815826747,219.32,2,0,
66,钱湖南路-南高教园区,UP066_20240715_171505_R3551,3559,2024-07-15 17:34:14,2024-07-15 17:35:52,5014,97.55,16095.63339765278,16363.727553608493,219.4,2,0,
66,南高教园区-下应路,UP066_20240715_171505_R3551,3560,2024-07-15 17:36:27,2024-07-15 17:38:18,5014,110.9,21342.573291861107,21654.47719496782,219.5,2,0,
66,下应路-大洋江,UP066_20240715_171505_R3551,3561,2024-07-15 17:38:47,2024-07-15 17:40:31,5014,103.05,14847.317628340277,14230.6658696457,219.32,2,0,
66,大洋江-泗港,UP066_20240715_171505_R3551,3562,2024-07-15 17:41:00,2024-07-15 17:42:28,5014,88.75,14397.976463631943,14080.720192636027,221.1,2,0,
66,泗港-曹隘,UP066_20240715_171505_R3551,3563,2024-07-15 17:42:58,2024-07-15 17:45:07,5014,128.9,21362.980626229168,21053.364734029325,223.6,2,0,
66,曹隘-柳隘,UP066_20240715_171505_R3551,3564,2024-07-15 17:45:37,2024-07-15 17:47:25,5014,107.05,21552.623769375004,17546.337102180725,223.5,3,0,
66,柳隘-海晏北路,UP066_20240715_171505_R3551,3565,2024-07-15 17:47:54,2024-07-15 17:49:23,5014,89.15,14952.352278131943,15000.264096597428,224.4,2,0,
66,海晏北路-民安东路,UP066_20240715_171505_R3551,3566,2024-07-15 17:50:08,2024-07-15 17:51:32,5014,83.6,16137.26093323611,15089.345610095934,226.7,2,0,
66,民安东路-会展中心,UP066_20240715_171505_R3551,3567,2024-07-15 17:52:02,2024-07-15 17:53:19,5014,77.25,13055.497440041667,12934.085000108005,230.6,2,0,
66,会展中心-院士路,UP066_20240715_171505_R3551,3568,2024-07-15 17:53:50,2024-07-15 17:55:44,5014,114.95,15730.255583541668,14969.902305058265,231.2,3,0,
66,院士路-盎孟港,UP066_20240715_171505_R3551,3569,2024-07-15 17:56:14,2024-07-15 17:57:45,5014,90.65,20258.19868939583,19410.925757908386,230.0,3,0,
66,盎孟港-三官堂,UP066_20240715_171505_R3551,3570,2024-07-15 17:58:15,2024-07-15 18:00:26,5014,131.35,19031.45666148611,19057.582495410123,229.4,2,0,
66,三官堂-兴庄路,UP066_20240715_171505_R3551,3571,2024-07-15 18:00:55,2024-07-15 18:02:34,5014,98.8,12505.963033791666,13393.797613892133,223.91,2,0,
66,兴庄路-兴海南路,UP066_20240715_171505_R3551,3572,2024-07-15 18:03:05,2024-07-15 18:04:34,5014,89.0,14556.359184097222,14745.18892642802,218.7,2,0,
66,兴海南路-梅堰,UP066_20240715_171505_R3551,3573,2024-07-15 18:05:02,2024-07-15 18:06:24,5014,82.2,13384.983017979168,13158.880774224795,217.32,3,0,
66,梅堰-永茂路,UP066_20240715_171505_R3551,3574,2024-07-15 18:06:54,2024-07-15 18:12:11,5014,316.85,29820.084930444442,30138.625322096603,217.12,3,0,
66,永茂路-镇海大道,UP066_20240715_171505_R3551,3575,2024-07-15 18:12:38,2024-07-15 18:15:01,5014,142.55,17812.203809534723,18229.239720789566,216.52,2,0,
66,镇海大道-骆驼桥,UP066_20240715_171505_R3551,3576,2024-07-15 18:15:28,2024-07-15 18:17:26,5014,117.7,20419.943292069445,19942.087143700417,215.74,2,0,
