序号,区间,segment,来源run_id,绝对开始时间,绝对结束时间,趟次选择方式,数据读取来源,样本数,运行时间(s),区间里程(km),重量(t),历史真实能耗(kWh),Simu物理机械能耗(kWh),Simu-真实(kWh),相对差异(%)
1,布政-张家潭,14,766,2024-07-02 21:00:16,2024-07-02 21:02:14,traceability-cache,cache,2350,117.45,1.428374027777777,215.24,13.074526526916667,12.99345508285135,-0.08107144406531734,-0.6200717394883455
2,张家潭-同德路,14,767,2024-07-02 21:02:43,2024-07-02 21:05:15,traceability-cache,cache,3028,151.35,2.020946805555554,215.24,16.9309505096875,16.27565017198086,-0.6553003377066398,-3.870428522791393
3,同德路-石碶,14,768,2024-07-02 21:05:44,2024-07-02 21:07:34,traceability-cache,cache,2202,110.05,1.330910833333332,215.24,12.339366489819446,11.939374443296321,-0.39999204652312437,-3.241593049798274
4,石碶-雅渡,14,769,2024-07-02 21:08:08,2024-07-02 21:09:33,traceability-cache,cache,1691,84.5,0.8272634722222209,215.44,12.000739565833333,12.116816649386122,0.11607708355278919,0.967249417554782
5,雅渡-庙堰,14,770,2024-07-02 21:10:03,2024-07-02 21:12:13,traceability-cache,cache,2614,130.65,1.860754444444445,215.44,21.19072829951389,20.556735765619234,-0.6339925338946559,-2.9918392843024635
6,庙堰-钟公庙,14,771,2024-07-02 21:12:43,2024-07-02 21:14:19,traceability-cache,cache,1905,95.2,1.0875429166666661,215.64,13.0677684413125,13.135240541805766,0.06747210049326531,0.5163245797955734
7,钟公庙-鄞州区政府,14,772,2024-07-02 21:14:49,2024-07-02 21:16:19,traceability-cache,cache,1820,90.95,0.9843269444444439,215.54,10.193112476444446,10.92383890290408,0.7307264264596343,7.168825303834238
8,鄞州区政府-钱湖南路,14,773,2024-07-02 21:16:59,2024-07-02 21:19:10,traceability-cache,cache,2618,130.85,1.812155555555553,215.84,16.11845560536806,15.157580686100657,-0.9608749192674004,-5.9613336587122685
9,钱湖南路-南高教园区,14,774,2024-07-02 21:19:40,2024-07-02 21:21:20,traceability-cache,cache,2016,100.75,1.169395694444443,215.94,13.634574644194446,13.654736897162314,0.020162252967867972,0.1478759220145748
10,南高教园区-下应路,14,775,2024-07-02 21:21:55,2024-07-02 21:23:50,traceability-cache,cache,2312,115.55,1.452079305555552,215.94,19.13926835432639,18.317658642275436,-0.8216097120509512,-4.292795820824719
11,下应路-大洋江,14,776,2024-07-02 21:24:20,2024-07-02 21:26:05,traceability-cache,cache,2109,105.4,1.213645277777778,215.84,11.311606382458335,10.878858884660032,-0.432747497798302,-3.8256944519338343
12,大洋江-泗港,14,777,2024-07-02 21:26:35,2024-07-02 21:28:07,traceability-cache,cache,1836,91.75,0.9584323611111089,215.54,11.375665143013888,11.500188912664722,0.12452376965083385,1.0946504497568421
13,泗港-曹隘,14,778,2024-07-02 21:28:36,2024-07-02 21:30:51,traceability-cache,cache,2697,134.8,1.7992651388888918,215.64,22.444781541375,22.878178988089353,0.43339744671435254,1.9309497217222724
14,曹隘-柳隘,14,779,2024-07-02 21:31:22,2024-07-02 21:33:08,traceability-cache,cache,2125,106.2,1.308300000000003,215.34,20.8482217265625,21.805034282728116,0.9568125561656161,4.589420472953583
15,柳隘-海晏北路,14,780,2024-07-02 21:33:38,2024-07-02 21:35:08,traceability-cache,cache,1809,90.4,0.9810180555555559,215.24,11.061811027291666,11.233002589504029,0.17119156221236334,1.5475907316622934
16,海晏北路-民安东路,14,781,2024-07-02 21:35:53,2024-07-02 21:37:17,traceability-cache,cache,1672,83.55,0.8649044444444409,216.12,15.7592509746875,16.094308028444775,0.33505705375727485,2.1260975810046006
17,民安东路-会展中心,14,782,2024-07-02 21:37:47,2024-07-02 21:39:04,traceability-cache,cache,1542,77.05,0.7254809722222231,216.52,12.439770510347223,12.817353351154193,0.3775828408069683,3.03528783342828
18,会展中心-院士路,14,783,2024-07-02 21:39:34,2024-07-02 21:41:29,traceability-cache,cache,2293,114.6,1.552107916666671,216.42,14.866722402895833,15.029898171381816,0.1631757684859822,1.0975907403382859
19,院士路-盎孟港,14,784,2024-07-02 21:41:58,2024-07-02 21:43:28,traceability-cache,cache,1798,89.85,0.9943287499999985,216.02,18.239748698826386,18.440103779081557,0.20035508025517265,1.098453073907012
20,盎孟港-三官堂,14,785,2024-07-02 21:43:57,2024-07-02 21:46:17,traceability-cache,cache,2791,139.5,1.878012777777775,215.84,16.64668152025,15.681165139986994,-0.965516380263005,-5.800053176295193
21,三官堂-兴庄路,14,786,2024-07-02 21:46:52,2024-07-02 21:48:35,traceability-cache,cache,2069,103.4,1.080598055555557,215.74,10.638535479138891,10.586962403696637,-0.05157307544225478,-0.48477608166447766
22,兴庄路-兴海南路,14,787,2024-07-02 21:49:06,2024-07-02 21:50:37,traceability-cache,cache,1826,91.25,0.9587816666666654,215.54,12.70228797413889,12.7416362232396,0.03934824910071075,0.3097729257974741
23,兴海南路-梅堰,14,788,2024-07-02 21:51:07,2024-07-02 21:52:28,traceability-cache,cache,1633,81.6,0.8337679166666667,215.54,12.657196739666666,12.828963503797535,0.17176676413086897,1.3570679800888719
24,梅堰-永茂路,9,789,2024-07-02 21:53:04,2024-07-02 21:58:33,traceability-cache,cache,6583,329.1,3.676185555555573,215.34,26.19401343684028,25.63757780613427,-0.556435630706008,-2.124285505341519
25,永茂路-镇海大道,14,790,2024-07-02 21:59:01,2024-07-02 22:01:23,traceability-cache,cache,2835,141.7,2.132735555555559,215.24,17.90662575213889,17.308319002414017,-0.598306749724874,-3.3412590289569666
26,镇海大道-骆驼桥,14,791,2024-07-02 22:01:51,2024-07-02 22:03:47,traceability-cache,cache,2328,116.35,1.597185555555563,215.24,20.49709938667361,18.822871280743325,-1.6742281059302841,-8.168122105212603
