站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
民安东路-会展中心,class3,79.0,28.56,30.0,-1.44,77.4,11779.07,12284.81,11874.41,历史原始实测能耗,505.74,real,class3,class3,8,8,strong,real_only,217.72,UP040_20240706_192930_R2142,39.0,2158.0
会展中心-院士路,class3,115.0,28.56,30.0,-1.44,115.35,14476.83,14921.4,14254.87,历史原始实测能耗,444.57,real,class3,class3,104,104,strong,real_only,217.44,UP040_20240706_192930_R2142,39.0,2159.0
院士路-盎孟港,class3,91.0,28.56,30.0,-1.44,90.25,16778.41,18816.83,17567.3,历史原始实测能耗,2038.42,real,class3,class3,99,99,strong,real_only,216.84,UP040_20240706_192930_R2142,39.0,2160.0
盎孟港-三官堂,class3,138.9,33.31,35.0,-1.69,138.1,17468.87,16644.06,16542.21,历史原始实测能耗,-824.81,real,class3,class3,52,52,strong,real_only,216.34,UP040_20240706_192930_R2142,39.0,2161.0
三官堂-兴庄路,class3,104.0,29.51,31.0,-1.49,104.35,11485.75,10893.41,11483.02,历史原始实测能耗,-592.34,real,class3,class3,58,58,strong,real_only,217.12,UP040_20240706_192930_R2142,39.0,2162.0
兴庄路-兴海南路,class2,87.0,28.56,30.0,-1.44,90.8,16815.86,12906.87,12615.25,历史原始实测能耗,-3908.99,real,class2,class2,30,30,strong,real_only,217.02,UP040_20240706_192930_R2142,39.0,2163.0
兴海南路-梅堰,class3,82.0,33.31,35.0,-1.69,82.35,11221.37,12771.28,12569.39,历史原始实测能耗,1549.91,real,class3,class3,73,73,strong,real_only,216.62,UP040_20240706_192930_R2142,39.0,2164.0
梅堰-永茂路,class4,329.0,26.65,28.0,-1.35,330.3,26381.52,25942.91,25785.78,历史原始实测能耗,-438.61,real,class4,class4,26,26,strong,real_only,216.22,UP040_20240706_192930_R2142,31.0,2165.0
永茂路-镇海大道,class4,156.0,25.7,27.0,-1.3,142.4,16283.63,17871.16,18155.13,历史原始实测能耗,1587.53,real,class4,class4,1,1,weak,real_only,216.12,UP040_20240706_192930_R2142,39.0,2166.0
镇海大道-骆驼桥,class4,128.0,0.0,0.0,0.0,117.65,17115.13,20478.49,19955.27,历史原始实测能耗,3363.36,real,class4,class4,1,1,weak,real_only,215.54,UP040_20240706_192930_R2142,39.0,2167.0
--- 总计 ---,节能率: 8.04%,3063.0,750.05,788.0,-37.95,3813.05,385110.01,418775.68,407574.09,历史原始实测能耗,33665.67,,,,,,,real_only,,,,
