站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,116.1,116.1,30.0,146.1,1428.44,1428.0,44.29,66.14,44.27,2323,65.11,1054,65.62,65.88,14346.18,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,150.05,150.05,30.0,180.05,2020.41,2017.0,48.47,65.31,48.46,3002,63.54,1707,64.33,65.05,17317.47,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,110.25,110.25,30.0,140.25,1330.84,1332.0,43.46,66.47,43.44,2206,64.96,899,65.55,66.26,12278.75,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,78.4,78.4,30.0,108.4,827.15,827.0,37.98,72.23,37.96,1569,70.7,288,71.53,72.11,12306.3,215.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,134.75,134.75,30.0,164.75,1859.53,1860.0,49.68,72.95,49.66,2696,70.41,1286,71.03,72.71,20274.17,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,96.6,96.6,30.0,126.6,1087.43,1086.0,40.53,67.62,40.5,1933,65.67,640,66.16,67.43,12996.04,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,90.6,90.6,30.0,120.6,984.74,984.0,39.13,68.38,39.11,1813,66.99,496,67.51,68.22,10517.49,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,132.5,132.5,30.0,162.5,1812.18,1811.0,49.24,70.94,49.22,2651,69.88,1293,70.52,70.73,17551.27,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,100.55,100.55,30.0,130.55,1169.84,1155.0,41.88,70.12,41.86,2012,66.88,654,67.17,69.75,14184.4,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,114.6,114.6,30.0,144.6,1452.68,1452.0,45.63,70.13,45.61,2293,69.02,928,69.69,70.0,17952.09,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,106.45,106.45,30.0,136.45,1213.59,1214.0,41.04,62.18,41.02,2130,61.57,853,61.94,62.08,11003.27,216.32,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,91.55,91.55,30.0,121.55,959.39,957.0,37.73,63.23,37.71,1832,61.06,614,61.73,62.94,11745.21,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,132.4,132.4,30.0,162.4,1798.75,1798.0,48.91,77.61,48.89,2649,76.94,797,77.5,77.56,23041.28,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,107.25,107.25,30.0,137.25,1307.07,1307.0,43.87,75.01,43.85,2146,72.16,497,72.71,74.56,20574.29,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,92.4,92.4,30.0,122.4,981.97,980.0,38.26,62.38,38.24,1849,61.14,617,61.85,62.3,10224.47,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,83.5,83.5,30.0,113.5,864.99,865.0,37.29,73.63,37.27,1671,71.69,207,72.81,73.58,15918.3,217.72,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,77.1,77.1,30.0,107.1,725.85,724.0,33.89,68.21,33.87,1543,66.49,192,67.59,68.15,12397.11,217.82,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,114.8,114.8,30.0,144.8,1552.52,1562.0,48.69,77.5,48.66,2297,76.92,828,77.41,77.45,15039.66,217.12,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,89.8,89.8,30.0,119.8,994.65,994.0,39.87,77.51,39.85,1797,74.95,215,75.8,77.42,18128.21,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,140.0,140.0,30.0,170.0,1878.07,1877.0,48.29,67.52,48.28,2801,66.11,1503,66.48,67.33,17958.97,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,19,18,07/0370318,70318,5014,UP,工作日平峰,0.0,102.1,102.1,30.0,132.1,1080.34,1081.0,38.09,56.21,38.07,2043,55.52,893,56.04,56.14,10902.22,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
