站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
海晏北路-民安东路,class3,85.0,28.51,30.0,-1.49,83.3,14963.47,15939.93,15227.35,历史原始实测能耗,976.46,real,class3,class3,41,41,strong,real_only,225.9,UP057_20240710_070757_R3070,56.0,3085.0
民安东路-会展中心,class3,79.0,28.51,30.0,-1.49,76.75,12305.49,13012.39,12990.87,历史原始实测能耗,706.9,real,class3,class3,8,8,strong,real_only,223.6,UP057_20240710_070757_R3070,55.0,3086.0
会展中心-院士路,class3,115.0,28.51,30.0,-1.49,115.75,14707.21,15630.33,15162.53,历史原始实测能耗,923.12,real,class3,class3,104,104,strong,real_only,220.72,UP057_20240710_070757_R3070,55.0,3087.0
院士路-盎孟港,class3,91.0,28.51,30.0,-1.49,89.9,16906.99,19524.48,18632.15,历史原始实测能耗,2617.49,real,class3,class3,99,99,strong,real_only,217.54,UP057_20240710_070757_R3070,55.0,3088.0
盎孟港-三官堂,class2,132.0,27.56,29.0,-1.44,130.45,18040.69,18042.52,18447.86,历史原始实测能耗,1.83,real,class2,class2,52,52,strong,real_only,216.94,UP057_20240710_070757_R3070,55.0,3089.0
三官堂-兴庄路,class3,104.0,29.46,31.0,-1.54,98.4,11437.98,11644.1,12507.07,历史原始实测能耗,206.12,real,class3,class3,58,58,strong,real_only,216.54,UP057_20240710_070757_R3070,55.0,3090.0
兴庄路-兴海南路,class2,87.0,25.66,27.0,-1.34,87.75,16270.83,14609.57,14272.15,历史原始实测能耗,-1661.26,real,class2,class2,30,30,strong,real_only,215.44,UP057_20240710_070757_R3070,55.0,3091.0
兴海南路-梅堰,class3,82.0,28.51,30.0,-1.49,81.7,11130.64,13261.71,13218.85,历史原始实测能耗,2131.07,real,class3,class3,73,73,strong,real_only,215.54,UP057_20240710_070757_R3070,55.0,3092.0
梅堰-永茂路,class3,313.0,25.66,27.0,-1.34,317.45,30280.55,28943.14,30104.42,历史原始实测能耗,-1337.41,real,class3,class3,20,20,strong,real_only,215.54,UP057_20240710_070757_R3070,43.0,3093.0
永茂路-镇海大道,class2,141.0,25.66,27.0,-1.34,142.3,18065.75,17202.33,17852.77,历史原始实测能耗,-863.42,real,class2,class2,59,59,strong,real_only,215.44,UP057_20240710_070757_R3070,55.0,3094.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.6,19925.7,20284.16,19963.31,历史原始实测能耗,358.46,real,class2,class2,101,101,strong,real_only,215.34,UP057_20240710_070757_R3070,55.0,3095.0
--- 总计 ---,节能率: 8.59%,3006.0,729.9499999999999,768.0,-38.05,3735.9500000000003,403599.0,441513.99,441374.46,历史原始实测能耗,37914.99,,,,,,,real_only,,,,
