class,curve_source,parent_ref,supporting_refs,real_sample_count,sample_reliability,template_source,template_run_id,template_distance_to_median_rmse_mps,center_time_median_s,time_s,samples,peak_v_kmh
class2,real,class2,class2,25,strong,medoid_real_run,07/1071057|71057|5012|UP,0.116105,94.2,94.2,25,78.17
class3,real,class3,class3,84,strong,medoid_real_run,07/0270209|70209|5014|UP,0.158143,96.08,96.08,84,70.65
