trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
35,布政-张家潭,UP035_20240706_081839_R1868,1868,2024-07-06 08:18:39,2024-07-06 08:20:37,5014,117.65,14000.41235495139,13858.429232575192,215.24,3,0,
35,张家潭-同德路,UP035_20240706_081839_R1868,1869,2024-07-06 08:21:07,2024-07-06 08:23:38,5014,150.95,18151.548465131946,17504.286503545907,215.34,3,0,
35,同德路-石碶,UP035_20240706_081839_R1868,1870,2024-07-06 08:24:08,2024-07-06 08:25:56,5014,108.55,13572.190666986111,13055.453083306164,215.34,3,0,
35,石碶-雅渡,UP035_20240706_081839_R1868,1871,2024-07-06 08:26:31,2024-07-06 08:27:50,5014,79.1,12184.167484527776,11881.398916494916,216.74,2,0,
35,雅渡-庙堰,UP035_20240706_081839_R1868,1872,2024-07-06 08:28:21,2024-07-06 08:30:35,5014,133.65,20647.105821833327,20083.283317811154,217.32,3,0,
35,庙堰-钟公庙,UP035_20240706_081839_R1868,1873,2024-07-06 08:31:05,2024-07-06 08:32:41,5014,96.05,14057.22011417361,14127.83450271721,217.82,3,0,
35,钟公庙-鄞州区政府,UP035_20240706_081839_R1868,1874,2024-07-06 08:33:11,2024-07-06 08:34:41,5014,90.25,13261.278576145833,12814.194448049595,217.92,3,0,
35,鄞州区政府-钱湖南路,UP035_20240706_081839_R1868,1875,2024-07-06 08:35:21,2024-07-06 08:37:33,5014,131.85,16383.087360583335,16026.152573683848,217.72,3,0,
35,钱湖南路-南高教园区,UP035_20240706_081839_R1868,1876,2024-07-06 08:38:03,2024-07-06 08:39:43,5014,100.65,12784.094655631947,13057.849103524839,217.22,3,0,
35,南高教园区-下应路,UP035_20240706_081839_R1868,1877,2024-07-06 08:40:18,2024-07-06 08:42:13,5014,115.05,19434.808721993057,19546.761422688687,216.64,3,0,
35,下应路-大洋江,UP035_20240706_081839_R1868,1878,2024-07-06 08:42:42,2024-07-06 08:44:28,5014,105.85,11420.861323819445,10937.840566322726,216.84,3,0,
35,大洋江-泗港,UP035_20240706_081839_R1868,1879,2024-07-06 08:44:58,2024-07-06 08:46:29,5014,91.0,11802.412078368056,11274.905211644982,216.74,3,0,
35,泗港-曹隘,UP035_20240706_081839_R1868,1880,2024-07-06 08:47:00,2024-07-06 08:49:15,5014,135.75,22588.99047941667,23855.123112444333,216.92,4,0,
35,曹隘-柳隘,UP035_20240706_081839_R1868,1881,2024-07-06 08:49:45,2024-07-06 08:51:32,5014,107.3,20982.55622773611,16920.75421602914,217.72,3,0,
35,柳隘-海晏北路,UP035_20240706_081839_R1868,1882,2024-07-06 08:52:01,2024-07-06 08:53:31,5014,89.55,14705.694120006945,14912.298247933002,218.3,3,0,
35,海晏北路-民安东路,UP035_20240706_081839_R1868,1883,2024-07-06 08:54:16,2024-07-06 08:55:39,5014,83.85,15435.917007097223,13989.59841172212,218.1,2,0,
35,民安东路-会展中心,UP035_20240706_081839_R1868,1884,2024-07-06 08:56:10,2024-07-06 08:57:27,5014,77.0,12155.385390180554,11710.460914573163,217.13,2,0,
35,会展中心-院士路,UP035_20240706_081839_R1868,1885,2024-07-06 08:57:57,2024-07-06 08:59:52,5014,115.7,14919.108622465277,14237.996421112082,216.52,3,0,
35,院士路-盎孟港,UP035_20240706_081839_R1868,1886,2024-07-06 09:00:22,2024-07-06 09:01:52,5014,90.2,18504.081598013887,17177.18986450306,215.94,3,0,
35,盎孟港-三官堂,UP035_20240706_081839_R1868,1887,2024-07-06 09:02:23,2024-07-06 09:04:39,5014,136.1,16524.95743266667,16221.62062181668,215.64,3,0,
35,三官堂-兴庄路,UP035_20240706_081839_R1868,1888,2024-07-06 09:05:14,2024-07-06 09:06:57,5014,103.15,10474.311015756944,11030.881841799044,215.64,3,0,
35,兴庄路-兴海南路,UP035_20240706_081839_R1868,1889,2024-07-06 09:07:28,2024-07-06 09:09:00,5014,91.45,12175.122770597223,11708.404473171171,215.64,3,0,
35,兴海南路-梅堰,UP035_20240706_081839_R1868,1890,2024-07-06 09:09:30,2024-07-06 09:10:52,5014,81.65,12996.128147090278,12737.211000612171,215.64,3,0,
35,梅堰-永茂路,UP035_20240706_081839_R1868,1891,2024-07-06 09:11:26,2024-07-06 09:16:57,5014,330.4,26195.04879475,25708.835054837065,215.44,4,0,
35,永茂路-镇海大道,UP035_20240706_081839_R1868,1892,2024-07-06 09:17:24,2024-07-06 09:19:47,5014,143.3,17794.529869083337,18053.13481267265,215.54,2,0,
35,镇海大道-骆驼桥,UP035_20240706_081839_R1868,1893,2024-07-06 09:20:14,2024-07-06 09:22:11,5014,117.25,20233.423368347223,19761.059633836183,215.34,2,0,
