站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
下应路-大洋江,class3,106.0,30.0,30.0,0.0,105.85,11204.61,11420.86,10937.84,历史原始实测能耗,216.25,real,class3,class3,65,65,strong,allow_extrapolated,216.84,UP035_20240706_081839_R1868,34.0,1878.0
大洋江-泗港,class3,92.0,31.0,31.0,0.0,91.0,10651.45,11802.41,11274.91,历史原始实测能耗,1150.96,real,class3,class3,99,99,strong,allow_extrapolated,216.74,UP035_20240706_081839_R1868,34.0,1879.0
泗港-曹隘,class4,137.0,30.0,30.0,0.0,135.75,24323.05,22588.99,23855.12,历史原始实测能耗,-1734.06,real,class4,class4,82,82,strong,allow_extrapolated,216.92,UP035_20240706_081839_R1868,34.0,1880.0
曹隘-柳隘,class4,113.0,29.0,29.0,0.0,107.3,12259.01,20982.56,16920.75,历史原始实测能耗,8723.55,real,class4,class4,1,1,weak,allow_extrapolated,217.72,UP035_20240706_081839_R1868,34.0,1881.0
柳隘-海晏北路,class3,92.0,45.0,45.0,0.0,89.55,11639.09,14705.69,14912.3,历史原始实测能耗,3066.6,real,class3,class3,35,35,strong,allow_extrapolated,218.3,UP035_20240706_081839_R1868,34.0,1882.0
海晏北路-民安东路,class3,85.0,31.0,31.0,0.0,83.85,14041.75,15435.92,13989.6,历史原始实测能耗,1394.17,real,class3,class3,41,41,strong,allow_extrapolated,218.1,UP035_20240706_081839_R1868,34.0,1883.0
民安东路-会展中心,class3,79.0,30.0,30.0,0.0,77.0,11713.42,12155.39,11710.46,历史原始实测能耗,441.97,real,class3,class3,8,8,strong,allow_extrapolated,217.13,UP035_20240706_081839_R1868,34.0,1884.0
会展中心-院士路,class3,115.0,30.0,30.0,0.0,115.7,14409.7,14919.11,14238.0,历史原始实测能耗,509.41,real,class3,class3,104,104,strong,allow_extrapolated,216.52,UP035_20240706_081839_R1868,34.0,1885.0
院士路-盎孟港,class3,91.0,31.0,31.0,0.0,90.2,16570.41,18504.08,17177.19,历史原始实测能耗,1933.67,real,class3,class3,99,99,strong,allow_extrapolated,215.94,UP035_20240706_081839_R1868,34.0,1886.0
盎孟港-三官堂,class2,132.0,35.0,35.0,0.0,136.1,17811.68,16524.96,16221.62,历史原始实测能耗,-1286.72,real,class2,class2,52,52,strong,allow_extrapolated,215.64,UP035_20240706_081839_R1868,34.0,1887.0
三官堂-兴庄路,class2,99.0,31.0,31.0,0.0,103.15,12368.95,10474.31,11030.88,历史原始实测能耗,-1894.64,real,class2,class2,46,46,strong,allow_extrapolated,215.64,UP035_20240706_081839_R1868,34.0,1888.0
兴庄路-兴海南路,class2,87.0,30.0,30.0,0.0,91.45,16357.2,12175.12,11708.4,历史原始实测能耗,-4182.08,real,class2,class2,30,30,strong,allow_extrapolated,215.64,UP035_20240706_081839_R1868,34.0,1889.0
兴海南路-梅堰,class3,82.0,34.0,34.0,0.0,81.65,11140.28,12996.13,12737.21,历史原始实测能耗,1855.85,real,class3,class3,73,73,strong,allow_extrapolated,215.64,UP035_20240706_081839_R1868,34.0,1890.0
梅堰-永茂路,class3,313.0,27.0,27.0,0.0,330.4,30276.09,26195.05,25708.84,历史原始实测能耗,-4081.04,real,class3,class3,20,20,strong,allow_extrapolated,215.44,UP035_20240706_081839_R1868,27.0,1891.0
永茂路-镇海大道,class5,164.1,27.0,27.0,0.0,143.3,15007.58,17794.53,18053.13,历史原始实测能耗,2786.95,extrapolated_adjacent,class4,class4,0,1,generated,allow_extrapolated,215.54,UP035_20240706_081839_R1868,34.0,1892.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,117.25,19925.7,20233.42,19761.06,历史原始实测能耗,307.72,real,class2,class2,101,101,strong,allow_extrapolated,215.34,UP035_20240706_081839_R1868,34.0,1893.0
--- 总计 ---,节能率: 4.30%,3023.2,791.0,791.0,0.0,3814.25,395593.77,413384.45,402192.94,历史原始实测能耗,17790.68,,,,,,,allow_extrapolated,,,,
