站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,30.0,30.0,0.0,117.65,12947.95,14000.41,13858.43,历史原始实测能耗,1052.46,real,class3,class3,80,80,strong,allow_extrapolated,215.24,UP035_20240706_081839_R1868,34.0,1868.0
张家潭-同德路,class2,148.0,30.0,30.0,0.0,150.95,17497.75,18151.55,17504.29,历史原始实测能耗,653.8,real,class2,class2,8,8,strong,allow_extrapolated,215.34,UP035_20240706_081839_R1868,34.0,1869.0
同德路-石碶,class3,109.0,35.0,35.0,0.0,108.55,12898.41,13572.19,13055.45,历史原始实测能耗,673.78,real,class3,class3,60,60,strong,allow_extrapolated,215.34,UP035_20240706_081839_R1868,34.0,1870.0
石碶-雅渡,class3,82.0,31.0,31.0,0.0,79.1,11356.08,12184.17,11881.4,历史原始实测能耗,828.09,real,class3,class3,63,63,strong,allow_extrapolated,216.74,UP035_20240706_081839_R1868,34.0,1871.0
雅渡-庙堰,class2,129.0,30.0,30.0,0.0,133.65,20879.37,20647.11,20083.28,历史原始实测能耗,-232.26,real,class2,class2,32,32,strong,allow_extrapolated,217.32,UP035_20240706_081839_R1868,34.0,1872.0
庙堰-钟公庙,class3,96.0,30.0,30.0,0.0,96.05,12889.43,14057.22,14127.83,历史原始实测能耗,1167.79,real,class3,class3,84,84,strong,allow_extrapolated,217.82,UP035_20240706_081839_R1868,34.0,1873.0
钟公庙-鄞州区政府,class4,95.0,40.0,40.0,0.0,90.25,7821.31,13261.28,12814.19,历史原始实测能耗,5439.97,real,class4,class4,1,1,weak,allow_extrapolated,217.92,UP035_20240706_081839_R1868,34.0,1874.0
鄞州区政府-钱湖南路,class3,132.1,30.0,30.0,0.0,131.85,16370.99,16383.09,16026.15,历史原始实测能耗,12.1,real,class3,class3,62,62,strong,allow_extrapolated,217.72,UP035_20240706_081839_R1868,34.0,1875.0
钱湖南路-南高教园区,class3,100.0,35.0,35.0,0.0,100.65,14070.2,12784.09,13057.85,历史原始实测能耗,-1286.11,real,class3,class3,63,63,strong,allow_extrapolated,217.22,UP035_20240706_081839_R1868,34.0,1876.0
南高教园区-下应路,class3,114.0,29.0,29.0,0.0,115.05,19162.31,19434.81,19546.76,历史原始实测能耗,272.5,real,class3,class3,63,63,strong,allow_extrapolated,216.64,UP035_20240706_081839_R1868,34.0,1877.0
