站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,30.0,30.0,0.0,117.65,12947.95,14000.41,13858.43,历史原始实测能耗,1052.46,real,class3,class3,80,80,strong,energy_first,215.24,UP035_20240706_081839_R1868,34.0,1868.0
张家潭-同德路,class1,141.0,30.0,30.0,0.0,150.95,18365.43,18151.55,17504.29,历史原始实测能耗,-213.88,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.34,UP035_20240706_081839_R1868,34.0,1869.0
同德路-石碶,class3,109.0,35.0,35.0,0.0,108.55,12898.41,13572.19,13055.45,历史原始实测能耗,673.78,real,class3,class3,60,60,strong,energy_first,215.34,UP035_20240706_081839_R1868,34.0,1870.0
石碶-雅渡,class2,80.0,31.0,31.0,0.0,79.1,11125.49,12184.17,11881.4,历史原始实测能耗,1058.68,real,class2,class2,38,38,strong,energy_first,216.74,UP035_20240706_081839_R1868,34.0,1871.0
雅渡-庙堰,class2,129.0,30.0,30.0,0.0,133.65,20879.37,20647.11,20083.28,历史原始实测能耗,-232.26,real,class2,class2,32,32,strong,energy_first,217.32,UP035_20240706_081839_R1868,34.0,1872.0
庙堰-钟公庙,class3,96.0,30.0,30.0,0.0,96.05,12889.43,14057.22,14127.83,历史原始实测能耗,1167.79,real,class3,class3,84,84,strong,energy_first,217.82,UP035_20240706_081839_R1868,34.0,1873.0
钟公庙-鄞州区政府,class4,95.0,40.0,40.0,0.0,90.25,7821.31,13261.28,12814.19,历史原始实测能耗,5439.97,real,class4,class4,1,1,weak,energy_first,217.92,UP035_20240706_081839_R1868,34.0,1874.0
鄞州区政府-钱湖南路,class3,132.1,30.0,30.0,0.0,131.85,16370.99,16383.09,16026.15,历史原始实测能耗,12.1,real,class3,class3,62,62,strong,energy_first,217.72,UP035_20240706_081839_R1868,34.0,1875.0
钱湖南路-南高教园区,class3,100.0,35.0,35.0,0.0,100.65,14070.2,12784.09,13057.85,历史原始实测能耗,-1286.11,real,class3,class3,63,63,strong,energy_first,217.22,UP035_20240706_081839_R1868,34.0,1876.0
南高教园区-下应路,class2,110.0,29.0,29.0,0.0,115.05,21449.5,19434.81,19546.76,历史原始实测能耗,-2014.69,real,class2,class2,44,44,strong,energy_first,216.64,UP035_20240706_081839_R1868,34.0,1877.0
下应路-大洋江,class3,106.0,30.0,30.0,0.0,105.85,11204.61,11420.86,10937.84,历史原始实测能耗,216.25,real,class3,class3,65,65,strong,energy_first,216.84,UP035_20240706_081839_R1868,34.0,1878.0
大洋江-泗港,class3,92.0,31.0,31.0,0.0,91.0,10651.45,11802.41,11274.91,历史原始实测能耗,1150.96,real,class3,class3,99,99,strong,energy_first,216.74,UP035_20240706_081839_R1868,34.0,1879.0
泗港-曹隘,class4,137.0,30.0,30.0,0.0,135.75,24323.05,22588.99,23855.12,历史原始实测能耗,-1734.06,real,class4,class4,82,82,strong,energy_first,216.92,UP035_20240706_081839_R1868,34.0,1880.0
曹隘-柳隘,class4,113.0,29.0,29.0,0.0,107.3,12259.01,20982.56,16920.75,历史原始实测能耗,8723.55,real,class4,class4,1,1,weak,energy_first,217.72,UP035_20240706_081839_R1868,34.0,1881.0
柳隘-海晏北路,class3,92.0,45.0,45.0,0.0,89.55,11639.09,14705.69,14912.3,历史原始实测能耗,3066.6,real,class3,class3,35,35,strong,energy_first,218.3,UP035_20240706_081839_R1868,34.0,1882.0
海晏北路-民安东路,class3,85.0,31.0,31.0,0.0,83.85,14041.75,15435.92,13989.6,历史原始实测能耗,1394.17,real,class3,class3,41,41,strong,energy_first,218.1,UP035_20240706_081839_R1868,34.0,1883.0
民安东路-会展中心,class4,83.0,30.0,30.0,0.0,77.0,7588.71,12155.39,11710.46,历史原始实测能耗,4566.68,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,217.13,UP035_20240706_081839_R1868,34.0,1884.0
会展中心-院士路,class3,115.0,30.0,30.0,0.0,115.7,14409.7,14919.11,14238.0,历史原始实测能耗,509.41,real,class3,class3,104,104,strong,energy_first,216.52,UP035_20240706_081839_R1868,34.0,1885.0
院士路-盎孟港,class4,96.0,31.0,31.0,0.0,90.2,13374.19,18504.08,17177.19,历史原始实测能耗,5129.89,extrapolated_adjacent,class3,class3,0,99,generated,energy_first,215.94,UP035_20240706_081839_R1868,34.0,1886.0
