station_pair,class_name,status,reason,curve_source,parent_ref,supporting_refs,real_sample_count,parent_real_sample_count,sample_reliability,dp_candidate_stage,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
会展中心-院士路,class1,missing_source,no adjacent real template,missing,,,0,0,,not_allowed,107.0,,,,
会展中心-院士路,class2,overspeed,最终生成曲线最高速度为 85.532129 km/h，超过 80.0 km/h，删除该等级,extrapolated_adjacent,class3,class3,0,104,generated,allow_extrapolated,112.0,,,,
会展中心-院士路,class3,generated,最终生成曲线后验检查通过，峰值 77.632126 km/h,real,class3,class3,104,104,strong,real_only,115.0,D:\energy_conservation\output\ato_generated_results_new_v4\会展中心-院士路\class3_generated_curve.csv,115.0,77.6321,1553.0001
会展中心-院士路,class4,generated,最终生成曲线后验检查通过，峰值 67.490746 km/h,extrapolated_adjacent,class3,class3,0,104,generated,allow_extrapolated,121.0,D:\energy_conservation\output\ato_generated_results_new_v4\会展中心-院士路\class4_generated_curve.csv,121.0,67.4907,1553.0001
会展中心-院士路,class5,missing_source,no adjacent real template,missing,,,0,0,,not_allowed,127.0,,,,
